id,name,Christian Vukasovich,Write-in
770992000001,"Brady Charter Township, Precinct 1",107,0
770992000002,"Brady Charter Township, Precinct 2",67,0
776620000001,"Prairie Ronde Township, Precinct 1",93,0
777188000001,"Schoolcraft Township, Precinct 1",58,0
777188000002,"Schoolcraft Township, Precinct 2",65,0
777188000003,"Schoolcraft Township, Precinct 3",183,1
777188000004,"Schoolcraft Township, Precinct 4",58,1
778284000001,"Wakeshma Township, Precinct 1",77,0
