id,name,Christian Vukasovich,Write-in
770992000001,"Brady Charter Township, Precinct 1",7,0
770992000002,"Brady Charter Township, Precinct 2",1,0
776620000001,"Prairie Ronde Township, Precinct 1",9,0
777188000001,"Schoolcraft Township, Precinct 1",13,0
777188000002,"Schoolcraft Township, Precinct 2",2,0
777188000003,"Schoolcraft Township, Precinct 3",11,0
777188000004,"Schoolcraft Township, Precinct 4",7,1
778284000001,"Wakeshma Township, Precinct 1",1,0
