id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in,Justin Blackburn
770084000001,"Alamo Township, Precinct 1",65,12,0,0
770084000002,"Alamo Township, Precinct 2",78,16,0,0
770992000001,"Brady Charter Township, Precinct 1",106,26,1,0
770992000002,"Brady Charter Township, Precinct 2",72,17,0,0
771472000001,"Charleston Township, Precinct 1",67,22,1,0
771646000001,"Climax Township, Precinct 1",67,32,0,0
771768000001,"Comstock Charter Township, Precinct 1",107,25,0,0
771768000002,"Comstock Charter Township, Precinct 2",100,18,2,0
771768000003,"Comstock Charter Township, Precinct 3",84,23,1,0
771768000004,"Comstock Charter Township, Precinct 4",98,19,0,0
771768000005,"Comstock Charter Township, Precinct 5",248,53,1,0
771768000006,"Comstock Charter Township, Precinct 6",65,24,0,0
771798000001,"Cooper Charter Township, Precinct 1",83,22,0,0
771798000002,"Cooper Charter Township, Precinct 2",72,15,0,0
771798000003,"Cooper Charter Township, Precinct 3",222,55,2,0
771798000004,"Cooper Charter Township, Precinct 4",134,28,0,0
773126000001,"Galesburg City, Precinct 1",150,24,0,0
774218000001,"Kalamazoo Charter Township, Precinct 1",30,7,0,0
774218000002,"Kalamazoo Charter Township, Precinct 2",279,57,1,0
774218000003,"Kalamazoo Charter Township, Precinct 3",387,59,0,0
774218000004,"Kalamazoo Charter Township, Precinct 4",421,74,3,0
774218000005,"Kalamazoo Charter Township, Precinct 5",172,13,2,0
774218000006,"Kalamazoo Charter Township, Precinct 6",204,45,1,0
774216000002,"Kalamazoo City, Precinct 2",160,37,3,0
774216000003,"Kalamazoo City, Precinct 3",484,89,3,0
774216000004,"Kalamazoo City, Precinct 4",273,52,2,0
774216000005,"Kalamazoo City, Precinct 5",260,55,1,0
774216000006,"Kalamazoo City, Precinct 6",177,19,0,0
774216000007,"Kalamazoo City, Precinct 7",284,29,0,0
774216000008,"Kalamazoo City, Precinct 8",266,43,2,0
774216000009,"Kalamazoo City, Precinct 9",429,65,3,0
774216000010,"Kalamazoo City, Precinct 10",157,30,0,0
774216000011,"Kalamazoo City, Precinct 11",116,22,0,0
774216000012,"Kalamazoo City, Precinct 12",284,54,3,0
774216000013,"Kalamazoo City, Precinct 13",165,43,0,0
774216000014,"Kalamazoo City, Precinct 14",480,77,5,0
774216000015,"Kalamazoo City, Precinct 15",187,37,0,0
774216000016,"Kalamazoo City, Precinct 16",260,48,3,0
774216000017,"Kalamazoo City, Precinct 17",180,32,1,0
774216000018,"Kalamazoo City, Precinct 18",204,34,1,0
774216000019,"Kalamazoo City, Precinct 19",156,24,1,0
774216000020,"Kalamazoo City, Precinct 20",221,33,2,0
774216000021,"Kalamazoo City, Precinct 21",259,33,2,0
776140000001,"Oshtemo Charter Township, Precinct 1",82,17,0,0
776140000002,"Oshtemo Charter Township, Precinct 2",166,31,3,0
776140000003,"Oshtemo Charter Township, Precinct 3",159,28,0,0
776140000004,"Oshtemo Charter Township, Precinct 4",160,29,0,0
776140000005,"Oshtemo Charter Township, Precinct 5",209,60,0,0
776140000006,"Oshtemo Charter Township, Precinct 6",61,23,1,0
776140000007,"Oshtemo Charter Township, Precinct 7",126,22,3,0
776140000008,"Oshtemo Charter Township, Precinct 8",69,12,0,0
776140000009,"Oshtemo Charter Township, Precinct 9",165,28,1,0
776234000001,"Parchment City, Precinct 1",267,41,1,0
776296000001,"Charter Township of Pavilion, Precinct 1",104,25,0,0
776296000002,"Charter Township of Pavilion, Precinct 2",42,11,0,0
776296000003,"Charter Township of Pavilion, Precinct 3",75,23,0,0
776556000001,"Portage City, Precinct 1",201,40,1,0
776556000002,"Portage City, Precinct 2",89,22,1,0
776556000003,"Portage City, Precinct 3",228,60,1,0
776556000004,"Portage City, Precinct 4",236,61,3,0
776556000005,"Portage City, Precinct 5",260,56,2,0
776556000006,"Portage City, Precinct 6",198,34,0,0
776556000007,"Portage City, Precinct 7",173,35,0,0
776556000008,"Portage City, Precinct 8",307,62,2,0
776556000009,"Portage City, Precinct 9",175,35,1,0
776556000010,"Portage City, Precinct 10",196,41,0,0
776556000011,"Portage City, Precinct 11",192,45,1,0
776556000012,"Portage City, Precinct 12",137,35,0,0
776556000013,"Portage City, Precinct 13",249,64,0,0
776620000001,"Prairie Ronde Township, Precinct 1",82,30,0,0
776826000001,"Richland Township, Precinct 1",204,41,1,0
776826000002,"Richland Township, Precinct 2",256,51,2,0
776982000001,"Ross Township, Precinct 1",85,24,0,0
776982000002,"Ross Township, Precinct 2",125,21,0,0
777188000001,"Schoolcraft Township, Precinct 1",52,13,1,0
777188000002,"Schoolcraft Township, Precinct 2",48,20,0,0
777188000003,"Schoolcraft Township, Precinct 3",162,46,0,0
777188000004,"Schoolcraft Township, Precinct 4",46,25,0,0
777930000001,"Texas Charter Township, Precinct 1",113,27,0,0
777930000002,"Texas Charter Township, Precinct 2",138,32,0,0
777930000003,"Texas Charter Township, Precinct 3",141,29,1,0
777930000004,"Texas Charter Township, Precinct 4",227,45,0,0
777930000005,"Texas Charter Township, Precinct 5",201,37,0,0
777930000006,"Texas Charter Township, Precinct 6",163,38,2,0
778284000001,"Wakeshma Township, Precinct 1",70,22,0,0
