id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
770084000001,"Alamo Township, Precinct 1",25,119,97,16,0
770084000002,"Alamo Township, Precinct 2",43,226,122,22,1
770992000001,"Brady Charter Township, Precinct 1",24,167,93,8,0
770992000002,"Brady Charter Township, Precinct 2",32,160,123,10,0
771472000001,"Charleston Township, Precinct 1",55,145,85,8,0
771646000001,"Climax Township, Precinct 1",36,186,126,8,1
771768000001,"Comstock Charter Township, Precinct 1",29,156,103,7,3
771768000002,"Comstock Charter Township, Precinct 2",28,97,72,7,1
771768000003,"Comstock Charter Township, Precinct 3",21,97,84,5,0
771768000004,"Comstock Charter Township, Precinct 4",21,157,67,3,0
771768000005,"Comstock Charter Township, Precinct 5",30,149,97,3,1
771768000006,"Comstock Charter Township, Precinct 6",22,103,85,6,1
771798000001,"Cooper Charter Township, Precinct 1",26,101,69,4,0
771798000002,"Cooper Charter Township, Precinct 2",15,113,76,11,1
771798000003,"Cooper Charter Township, Precinct 3",30,169,137,17,0
771798000004,"Cooper Charter Township, Precinct 4",41,250,180,30,0
773126000001,"Galesburg City, Precinct 1",16,45,34,6,1
774218000001,"Kalamazoo Charter Township, Precinct 1",4,19,15,0,0
774218000002,"Kalamazoo Charter Township, Precinct 2",34,170,103,11,2
774218000003,"Kalamazoo Charter Township, Precinct 3",34,161,81,10,0
774218000004,"Kalamazoo Charter Township, Precinct 4",16,93,55,5,0
774218000005,"Kalamazoo Charter Township, Precinct 5",11,50,38,4,0
774218000006,"Kalamazoo Charter Township, Precinct 6",20,59,51,2,0
774216000002,"Kalamazoo City, Precinct 2",0,11,7,0,0
774216000003,"Kalamazoo City, Precinct 3",9,38,19,2,0
774216000004,"Kalamazoo City, Precinct 4",15,36,33,4,0
774216000005,"Kalamazoo City, Precinct 5",9,47,24,1,1
774216000006,"Kalamazoo City, Precinct 6",12,69,42,6,0
774216000007,"Kalamazoo City, Precinct 7",5,18,12,3,0
774216000008,"Kalamazoo City, Precinct 8",1,22,4,3,0
774216000009,"Kalamazoo City, Precinct 9",10,70,25,4,1
774216000010,"Kalamazoo City, Precinct 10",10,73,60,5,0
774216000011,"Kalamazoo City, Precinct 11",7,9,7,1,0
774216000012,"Kalamazoo City, Precinct 12",8,65,39,11,0
774216000013,"Kalamazoo City, Precinct 13",10,34,25,2,0
774216000014,"Kalamazoo City, Precinct 14",21,94,44,8,1
774216000015,"Kalamazoo City, Precinct 15",7,28,9,0,1
774216000016,"Kalamazoo City, Precinct 16",13,61,23,2,0
774216000017,"Kalamazoo City, Precinct 17",16,51,28,2,0
774216000018,"Kalamazoo City, Precinct 18",8,57,25,2,0
774216000019,"Kalamazoo City, Precinct 19",12,40,26,2,0
774216000020,"Kalamazoo City, Precinct 20",11,73,26,4,0
774216000021,"Kalamazoo City, Precinct 21",23,80,33,6,0
776140000001,"Oshtemo Charter Township, Precinct 1",21,137,83,11,0
776140000002,"Oshtemo Charter Township, Precinct 2",42,160,83,9,0
776140000003,"Oshtemo Charter Township, Precinct 3",18,100,55,4,1
776140000004,"Oshtemo Charter Township, Precinct 4",20,87,66,11,0
776140000005,"Oshtemo Charter Township, Precinct 5",30,104,72,15,1
776140000006,"Oshtemo Charter Township, Precinct 6",20,76,36,8,0
776140000007,"Oshtemo Charter Township, Precinct 7",19,96,55,8,0
776140000008,"Oshtemo Charter Township, Precinct 8",15,42,30,5,0
776140000009,"Oshtemo Charter Township, Precinct 9",13,110,66,12,0
776234000001,"Parchment City, Precinct 1",13,56,55,5,1
776296000001,"Charter Township of Pavilion, Precinct 1",42,170,104,6,0
776296000002,"Charter Township of Pavilion, Precinct 2",12,96,88,7,1
776296000003,"Charter Township of Pavilion, Precinct 3",11,80,60,3,0
776556000001,"Portage City, Precinct 1",39,116,63,7,1
776556000002,"Portage City, Precinct 2",9,25,30,2,0
776556000003,"Portage City, Precinct 3",64,247,185,21,0
776556000004,"Portage City, Precinct 4",52,298,173,12,0
776556000005,"Portage City, Precinct 5",85,310,159,8,2
776556000006,"Portage City, Precinct 6",24,143,63,7,0
776556000007,"Portage City, Precinct 7",26,161,108,8,0
776556000008,"Portage City, Precinct 8",37,217,118,17,2
776556000009,"Portage City, Precinct 9",27,101,51,10,0
776556000010,"Portage City, Precinct 10",42,293,158,11,0
776556000011,"Portage City, Precinct 11",17,148,64,5,0
776556000012,"Portage City, Precinct 12",19,94,46,4,2
776556000013,"Portage City, Precinct 13",45,200,82,12,0
776620000001,"Prairie Ronde Township, Precinct 1",21,184,136,17,0
776826000001,"Richland Township, Precinct 1",31,267,153,12,0
776826000002,"Richland Township, Precinct 2",78,342,163,14,2
776982000001,"Ross Township, Precinct 1",36,165,110,5,0
776982000002,"Ross Township, Precinct 2",43,271,133,10,0
777188000001,"Schoolcraft Township, Precinct 1",22,125,94,9,0
777188000002,"Schoolcraft Township, Precinct 2",12,67,33,9,1
777188000003,"Schoolcraft Township, Precinct 3",38,180,100,10,1
777188000004,"Schoolcraft Township, Precinct 4",11,119,58,10,0
777930000001,"Texas Charter Township, Precinct 1",36,197,91,15,1
777930000002,"Texas Charter Township, Precinct 2",34,180,85,10,0
777930000003,"Texas Charter Township, Precinct 3",29,104,62,2,0
777930000004,"Texas Charter Township, Precinct 4",28,197,68,10,0
777930000005,"Texas Charter Township, Precinct 5",43,243,105,19,0
777930000006,"Texas Charter Township, Precinct 6",47,255,126,15,0
778284000001,"Wakeshma Township, Precinct 1",24,71,68,10,2
