id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
813400001007,"Grand Rapids City, Ward 1, Precinct 7",358,62,1
813400001008,"Grand Rapids City, Ward 1, Precinct 8",217,47,2
813400001009,"Grand Rapids City, Ward 1, Precinct 9",162,51,1
813400001010,"Grand Rapids City, Ward 1, Precinct 10",175,33,1
813400001011,"Grand Rapids City, Ward 1, Precinct 11",244,61,2
813400001012,"Grand Rapids City, Ward 1, Precinct 12",193,37,1
813400001013,"Grand Rapids City, Ward 1, Precinct 13",141,40,2
813400001014,"Grand Rapids City, Ward 1, Precinct 14",243,67,5
813400001015,"Grand Rapids City, Ward 1, Precinct 15",94,12,2
813400001016,"Grand Rapids City, Ward 1, Precinct 16",209,45,1
813400001017,"Grand Rapids City, Ward 1, Precinct 17",203,43,0
813400001018,"Grand Rapids City, Ward 1, Precinct 18",191,38,1
813400001019,"Grand Rapids City, Ward 1, Precinct 19",166,36,0
813400001020,"Grand Rapids City, Ward 1, Precinct 20",94,24,1
813400002021,"Grand Rapids City, Ward 2, Precinct 21",434,70,4
813400002022,"Grand Rapids City, Ward 2, Precinct 22",186,25,1
813400002023,"Grand Rapids City, Ward 2, Precinct 23",431,64,5
813400002024,"Grand Rapids City, Ward 2, Precinct 24",354,79,2
813400002025,"Grand Rapids City, Ward 2, Precinct 25",364,54,1
813400002026,"Grand Rapids City, Ward 2, Precinct 26",307,64,3
813400002027,"Grand Rapids City, Ward 2, Precinct 27",247,59,2
813400002028,"Grand Rapids City, Ward 2, Precinct 28",230,57,0
813400002029,"Grand Rapids City, Ward 2, Precinct 29",214,41,2
813400002030,"Grand Rapids City, Ward 2, Precinct 30",302,61,1
813400002031,"Grand Rapids City, Ward 2, Precinct 31",267,72,1
813400002032,"Grand Rapids City, Ward 2, Precinct 32",548,111,3
813400002033,"Grand Rapids City, Ward 2, Precinct 33",416,52,3
813400002034,"Grand Rapids City, Ward 2, Precinct 34",228,38,1
813400002035,"Grand Rapids City, Ward 2, Precinct 35",247,66,3
813400002036,"Grand Rapids City, Ward 2, Precinct 36",352,58,2
813400002037,"Grand Rapids City, Ward 2, Precinct 37",211,47,1
813400002038,"Grand Rapids City, Ward 2, Precinct 38",189,28,1
813400002039,"Grand Rapids City, Ward 2, Precinct 39",233,30,1
813400002040,"Grand Rapids City, Ward 2, Precinct 40",370,78,4
813400003041,"Grand Rapids City, Ward 3, Precinct 41",155,33,0
813400003042,"Grand Rapids City, Ward 3, Precinct 42",209,44,0
813400003043,"Grand Rapids City, Ward 3, Precinct 43",283,40,1
813400003044,"Grand Rapids City, Ward 3, Precinct 44",357,47,3
813400003045,"Grand Rapids City, Ward 3, Precinct 45",280,45,2
813400003046,"Grand Rapids City, Ward 3, Precinct 46",250,38,7
813400003047,"Grand Rapids City, Ward 3, Precinct 47",375,74,3
813400003048,"Grand Rapids City, Ward 3, Precinct 48",309,36,2
813400003049,"Grand Rapids City, Ward 3, Precinct 49",272,55,2
813400003050,"Grand Rapids City, Ward 3, Precinct 50",160,35,0
813400003051,"Grand Rapids City, Ward 3, Precinct 51",150,27,2
813400003052,"Grand Rapids City, Ward 3, Precinct 52",230,36,7
813400003053,"Grand Rapids City, Ward 3, Precinct 53",224,38,5
813400003054,"Grand Rapids City, Ward 3, Precinct 54",322,37,0
813400003055,"Grand Rapids City, Ward 3, Precinct 55",230,46,4
813400003056,"Grand Rapids City, Ward 3, Precinct 56",543,87,3
813400003057,"Grand Rapids City, Ward 3, Precinct 57",314,44,1
813400003058,"Grand Rapids City, Ward 3, Precinct 58",163,35,3
813400003059,"Grand Rapids City, Ward 3, Precinct 59",382,63,3
813416000001,"Grandville City, Precinct 1",168,36,0
813416000002,"Grandville City, Precinct 2",126,35,2
813416000003,"Grandville City, Precinct 3",132,23,0
813416000004,"Grandville City, Precinct 4",162,43,0
813416000005,"Grandville City, Precinct 5",180,30,1
813416000006,"Grandville City, Precinct 6",161,29,1
813456000001,"Grattan Township, Precinct 1",71,15,0
813456000002,"Grattan Township, Precinct 2",77,21,0
814282001001,"Kentwood City, Ward 1, Precinct 1",118,17,0
814282001002,"Kentwood City, Ward 1, Precinct 2",176,54,2
814282001003,"Kentwood City, Ward 1, Precinct 3",154,12,5
814282001004,"Kentwood City, Ward 1, Precinct 4",112,32,0
814282001005,"Kentwood City, Ward 1, Precinct 5",70,18,0
814282001006,"Kentwood City, Ward 1, Precinct 6",124,21,3
814282001007,"Kentwood City, Ward 1, Precinct 7",171,28,1
814282001008,"Kentwood City, Ward 1, Precinct 8",200,45,5
814282001009,"Kentwood City, Ward 1, Precinct 9",171,41,3
814282001017,"Kentwood City, Ward 1, Precinct 17",141,37,1
814282002010,"Kentwood City, Ward 2, Precinct 10",164,22,0
814282002011,"Kentwood City, Ward 2, Precinct 11",190,47,1
814282002012,"Kentwood City, Ward 2, Precinct 12",174,43,2
814282002013,"Kentwood City, Ward 2, Precinct 13",123,17,2
814282002014,"Kentwood City, Ward 2, Precinct 14",211,47,3
814282002015,"Kentwood City, Ward 2, Precinct 15",160,30,1
814282002016,"Kentwood City, Ward 2, Precinct 16",219,41,1
814956000001,"Lowell Charter Township, Precinct 1",146,49,2
814956000002,"Lowell Charter Township, Precinct 2",149,51,0
814954000001,"Lowell City, Precinct 1",123,28,2
814954000002,"Lowell City, Precinct 2",65,21,0
815692000001,"Nelson Township, Precinct 1",73,12,2
815692000002,"Nelson Township, Precinct 2",51,16,0
815958000001,"Oakfield Township, Precinct 1",68,20,1
815958000002,"Oakfield Township, Precinct 2",75,20,0
815958000003,"Oakfield Township, Precinct 3",50,22,0
816466000001,"Plainfield Charter Township, Precinct 1",146,27,1
816466000002,"Plainfield Charter Township, Precinct 2",144,36,1
816466000003,"Plainfield Charter Township, Precinct 3",259,63,5
816466000004,"Plainfield Charter Township, Precinct 4",152,40,1
816466000006,"Plainfield Charter Township, Precinct 6",139,25,2
816466000007,"Plainfield Charter Township, Precinct 7",161,31,1
816466000008,"Plainfield Charter Township, Precinct 8",182,37,1
816466000009,"Plainfield Charter Township, Precinct 9",147,48,1
816466000010,"Plainfield Charter Township, Precinct 10",129,35,0
816466000011,"Plainfield Charter Township, Precinct 11",168,29,1
816908000001,"Rockford City, Precinct 1",113,27,1
816908000002,"Rockford City, Precinct 2",177,55,1
817446000001,"Solon Township, Precinct 1",60,19,0
817446000002,"Solon Township, Precinct 2",69,25,2
817446000003,"Solon Township, Precinct 3",37,21,0
817544000001,"Sparta Township, Precinct 1",166,37,4
817544000002,"Sparta Township, Precinct 2",141,48,0
817556000001,"Spencer Township, Precinct 1",66,13,0
817556000002,"Spencer Township, Precinct 2",40,16,2
818114000001,"Tyrone Township, Precinct 1",103,30,0
818192000001,"Vergennes Township, Precinct 1",98,24,0
818192000002,"Vergennes Township, Precinct 2",93,33,2
818296001001,"Walker City, Ward 1, Precinct 1",184,41,1
818296001002,"Walker City, Ward 1, Precinct 2",206,47,0
818296002003,"Walker City, Ward 2, Precinct 3",216,44,3
818296002004,"Walker City, Ward 2, Precinct 4",176,39,2
818296003005,"Walker City, Ward 3, Precinct 5",227,55,2
818296003006,"Walker City, Ward 3, Precinct 6",189,50,0
818894001001,"Wyoming City, Ward 1, Precinct 1",268,55,5
818894001002,"Wyoming City, Ward 1, Precinct 2",181,59,0
818894001003,"Wyoming City, Ward 1, Precinct 3",223,50,0
818894001004,"Wyoming City, Ward 1, Precinct 4",101,20,1
818894001005,"Wyoming City, Ward 1, Precinct 5",175,45,0
818894001006,"Wyoming City, Ward 1, Precinct 6",223,54,3
818894002007,"Wyoming City, Ward 2, Precinct 7",239,55,2
818894002008,"Wyoming City, Ward 2, Precinct 8",142,42,2
818894002009,"Wyoming City, Ward 2, Precinct 9",210,56,5
818894002010,"Wyoming City, Ward 2, Precinct 10",191,47,2
818894002011,"Wyoming City, Ward 2, Precinct 11",166,38,2
818894002012,"Wyoming City, Ward 2, Precinct 12",113,22,0
818894003013,"Wyoming City, Ward 3, Precinct 13",137,34,4
818894003014,"Wyoming City, Ward 3, Precinct 14",157,56,0
818894003015,"Wyoming City, Ward 3, Precinct 15",214,41,2
818894003016,"Wyoming City, Ward 3, Precinct 16",185,46,2
818894003017,"Wyoming City, Ward 3, Precinct 17",134,31,1
818894003018,"Wyoming City, Ward 3, Precinct 18",163,20,1
