id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
810024000001,"Ada Township, Precinct 1",88,21,1
810024000002,"Ada Township, Precinct 2",165,21,0
810024000003,"Ada Township, Precinct 3",132,18,2
810024000004,"Ada Township, Precinct 4",69,10,0
810024000005,"Ada Township, Precinct 5",87,25,1
810024000006,"Ada Township, Precinct 6",155,23,0
810116000001,"Algoma Township, Precinct 1",51,10,0
810116000002,"Algoma Township, Precinct 2",54,15,0
810116000003,"Algoma Township, Precinct 3",94,23,0
810116000004,"Algoma Township, Precinct 4",72,27,2
810116000005,"Algoma Township, Precinct 5",161,35,0
810184000001,"Alpine Township, Precinct 1",54,16,1
810184000002,"Alpine Township, Precinct 2",93,16,0
810184000003,"Alpine Township, Precinct 3",132,32,1
810184000004,"Alpine Township, Precinct 4",117,27,1
810184000005,"Alpine Township, Precinct 5",38,14,1
810184000006,"Alpine Township, Precinct 6",106,21,3
810978000001,"Bowne Township, Precinct 1",93,34,0
811224000001,"Byron Township, Precinct 1",120,20,2
811224000002,"Byron Township, Precinct 2",132,34,1
811224000003,"Byron Township, Precinct 3",106,26,1
811224000004,"Byron Township, Precinct 4",52,20,2
811224000005,"Byron Township, Precinct 5",83,20,0
811224000006,"Byron Township, Precinct 6",83,17,1
811224000007,"Byron Township, Precinct 7",116,20,0
811224000008,"Byron Township, Precinct 8",102,19,2
811250000001,"Caledonia Charter Township, Precinct 1",74,22,1
811250000002,"Caledonia Charter Township, Precinct 2",110,15,2
811250000003,"Caledonia Charter Township, Precinct 3",78,24,0
811250000004,"Caledonia Charter Township, Precinct 4",46,17,0
811250000005,"Caledonia Charter Township, Precinct 5",115,34,2
811250000006,"Caledonia Charter Township, Precinct 6",92,34,3
811308000001,"Cannon Township, Precinct 1",121,24,1
811308000002,"Cannon Township, Precinct 2",169,47,2
811308000003,"Cannon Township, Precinct 3",196,27,2
811308000004,"Cannon Township, Precinct 4",111,20,0
811366000001,"Cascade Charter Township, Precinct 1",208,26,0
811366000002,"Cascade Charter Township, Precinct 2",263,51,2
811366000003,"Cascade Charter Township, Precinct 3",385,85,2
811366000004,"Cascade Charter Township, Precinct 4",237,58,0
811366000005,"Cascade Charter Township, Precinct 5",236,46,1
811420000001,"Cedar Springs City, Precinct 1",116,30,2
811850000001,"Courtland Township, Precinct 1",105,25,2
811850000002,"Courtland Township, Precinct 2",129,22,0
811850000003,"Courtland Township, Precinct 3",97,27,0
812398001001,"East Grand Rapids City, Ward 1, Precinct 1",389,42,0
812398002002,"East Grand Rapids City, Ward 2, Precinct 2",384,38,3
812398003003,"East Grand Rapids City, Ward 3, Precinct 3",417,63,6
813124000001,"Gaines Charter Township, Precinct 1",92,20,2
813124000002,"Gaines Charter Township, Precinct 2",118,18,0
813124000003,"Gaines Charter Township, Precinct 3",126,21,0
813124000004,"Gaines Charter Township, Precinct 4",61,24,0
813124000005,"Gaines Charter Township, Precinct 5",174,45,0
813124000006,"Gaines Charter Township, Precinct 6",129,25,2
813124000007,"Gaines Charter Township, Precinct 7",157,37,0
813124000008,"Gaines Charter Township, Precinct 8",105,32,0
813124000009,"Gaines Charter Township, Precinct 9",147,18,0
813402000001,"Grand Rapids Charter Township, Precinct 1",254,33,5
813402000002,"Grand Rapids Charter Township, Precinct 2",143,22,1
813402000003,"Grand Rapids Charter Township, Precinct 3",130,20,0
813402000004,"Grand Rapids Charter Township, Precinct 4",263,59,3
813402000005,"Grand Rapids Charter Township, Precinct 5",182,47,0
813402000006,"Grand Rapids Charter Township, Precinct 6",238,45,3
813400001001,"Grand Rapids City, Ward 1, Precinct 1",235,74,4
813400001002,"Grand Rapids City, Ward 1, Precinct 2",293,72,3
813400001003,"Grand Rapids City, Ward 1, Precinct 3",273,37,1
813400001004,"Grand Rapids City, Ward 1, Precinct 4",304,29,0
813400001005,"Grand Rapids City, Ward 1, Precinct 5",227,44,1
813400001006,"Grand Rapids City, Ward 1, Precinct 6",178,29,1
