id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
810024000001,"Ada Township, Precinct 1",195,6,0
810024000002,"Ada Township, Precinct 2",321,26,0
810024000003,"Ada Township, Precinct 3",335,19,0
810024000004,"Ada Township, Precinct 4",141,6,0
810024000005,"Ada Township, Precinct 5",208,13,0
810024000006,"Ada Township, Precinct 6",318,23,0
810116000001,"Algoma Township, Precinct 1",116,11,0
810116000002,"Algoma Township, Precinct 2",153,10,0
810116000003,"Algoma Township, Precinct 3",138,15,0
810116000004,"Algoma Township, Precinct 4",178,16,0
810116000005,"Algoma Township, Precinct 5",276,26,0
810184000001,"Alpine Township, Precinct 1",120,9,0
810184000002,"Alpine Township, Precinct 2",132,19,3
810184000003,"Alpine Township, Precinct 3",293,21,0
810184000004,"Alpine Township, Precinct 4",188,16,0
810184000005,"Alpine Township, Precinct 5",77,7,0
810184000006,"Alpine Township, Precinct 6",64,13,0
810978000001,"Bowne Township, Precinct 1",117,17,0
811224000001,"Byron Township, Precinct 1",235,17,0
811224000002,"Byron Township, Precinct 2",293,26,0
811224000003,"Byron Township, Precinct 3",98,13,0
811224000004,"Byron Township, Precinct 4",161,15,1
811224000005,"Byron Township, Precinct 5",223,18,0
811224000006,"Byron Township, Precinct 6",166,9,1
811224000007,"Byron Township, Precinct 7",238,20,0
811224000008,"Byron Township, Precinct 8",294,22,0
811250000001,"Caledonia Charter Township, Precinct 1",117,13,0
811250000002,"Caledonia Charter Township, Precinct 2",207,15,0
811250000003,"Caledonia Charter Township, Precinct 3",206,19,0
811250000004,"Caledonia Charter Township, Precinct 4",116,10,2
811250000005,"Caledonia Charter Township, Precinct 5",244,25,0
811250000006,"Caledonia Charter Township, Precinct 6",263,24,0
811308000001,"Cannon Township, Precinct 1",338,27,0
811308000002,"Cannon Township, Precinct 2",381,24,0
811308000003,"Cannon Township, Precinct 3",319,24,2
811308000004,"Cannon Township, Precinct 4",306,15,0
811366000001,"Cascade Charter Township, Precinct 1",537,25,0
811366000002,"Cascade Charter Township, Precinct 2",402,29,0
811366000003,"Cascade Charter Township, Precinct 3",580,28,0
811366000004,"Cascade Charter Township, Precinct 4",415,35,0
811366000005,"Cascade Charter Township, Precinct 5",468,27,1
811420000001,"Cedar Springs City, Precinct 1",111,40,1
811850000001,"Courtland Township, Precinct 1",230,22,0
811850000002,"Courtland Township, Precinct 2",343,41,0
811850000003,"Courtland Township, Precinct 3",214,24,0
812398001001,"East Grand Rapids City, Ward 1, Precinct 1",508,35,1
812398002002,"East Grand Rapids City, Ward 2, Precinct 2",506,42,3
812398003003,"East Grand Rapids City, Ward 3, Precinct 3",564,26,1
813124000001,"Gaines Charter Township, Precinct 1",175,21,0
813124000002,"Gaines Charter Township, Precinct 2",186,21,0
813124000003,"Gaines Charter Township, Precinct 3",131,14,0
813124000004,"Gaines Charter Township, Precinct 4",119,17,0
813124000005,"Gaines Charter Township, Precinct 5",146,11,1
813124000006,"Gaines Charter Township, Precinct 6",160,11,0
813124000007,"Gaines Charter Township, Precinct 7",285,31,0
813124000008,"Gaines Charter Township, Precinct 8",193,28,0
813124000009,"Gaines Charter Township, Precinct 9",153,9,0
813402000001,"Grand Rapids Charter Township, Precinct 1",492,29,1
813402000002,"Grand Rapids Charter Township, Precinct 2",111,12,2
813402000003,"Grand Rapids Charter Township, Precinct 3",354,16,1
813402000004,"Grand Rapids Charter Township, Precinct 4",442,21,2
813402000005,"Grand Rapids Charter Township, Precinct 5",236,32,2
813402000006,"Grand Rapids Charter Township, Precinct 6",349,13,0
813400001001,"Grand Rapids City, Ward 1, Precinct 1",140,27,0
813400001002,"Grand Rapids City, Ward 1, Precinct 2",172,17,1
813400001003,"Grand Rapids City, Ward 1, Precinct 3",333,18,0
813400001004,"Grand Rapids City, Ward 1, Precinct 4",252,26,0
813400001005,"Grand Rapids City, Ward 1, Precinct 5",308,24,0
813400001006,"Grand Rapids City, Ward 1, Precinct 6",155,13,0
813400001007,"Grand Rapids City, Ward 1, Precinct 7",467,37,0
813400001008,"Grand Rapids City, Ward 1, Precinct 8",196,24,2
813400001009,"Grand Rapids City, Ward 1, Precinct 9",123,21,0
813400001010,"Grand Rapids City, Ward 1, Precinct 10",150,11,0
813400001011,"Grand Rapids City, Ward 1, Precinct 11",217,26,0
813400001012,"Grand Rapids City, Ward 1, Precinct 12",82,11,0
813400001013,"Grand Rapids City, Ward 1, Precinct 13",97,8,0
813400001014,"Grand Rapids City, Ward 1, Precinct 14",193,22,1
813400001015,"Grand Rapids City, Ward 1, Precinct 15",57,4,0
813400001016,"Grand Rapids City, Ward 1, Precinct 16",156,19,0
813400001017,"Grand Rapids City, Ward 1, Precinct 17",398,20,1
813400001018,"Grand Rapids City, Ward 1, Precinct 18",229,31,0
813400001019,"Grand Rapids City, Ward 1, Precinct 19",283,23,0
813400001020,"Grand Rapids City, Ward 1, Precinct 20",47,12,0
813400002021,"Grand Rapids City, Ward 2, Precinct 21",259,22,0
813400002022,"Grand Rapids City, Ward 2, Precinct 22",184,25,1
813400002023,"Grand Rapids City, Ward 2, Precinct 23",293,39,0
813400002024,"Grand Rapids City, Ward 2, Precinct 24",249,19,0
813400002025,"Grand Rapids City, Ward 2, Precinct 25",250,18,1
813400002026,"Grand Rapids City, Ward 2, Precinct 26",183,28,1
813400002027,"Grand Rapids City, Ward 2, Precinct 27",185,17,1
813400002028,"Grand Rapids City, Ward 2, Precinct 28",375,24,3
813400002029,"Grand Rapids City, Ward 2, Precinct 29",335,7,0
813400002030,"Grand Rapids City, Ward 2, Precinct 30",315,39,1
813400002031,"Grand Rapids City, Ward 2, Precinct 31",185,18,1
813400002032,"Grand Rapids City, Ward 2, Precinct 32",396,48,0
813400002033,"Grand Rapids City, Ward 2, Precinct 33",235,20,0
813400002034,"Grand Rapids City, Ward 2, Precinct 34",314,20,0
813400002035,"Grand Rapids City, Ward 2, Precinct 35",305,30,0
813400002036,"Grand Rapids City, Ward 2, Precinct 36",516,28,0
813400002037,"Grand Rapids City, Ward 2, Precinct 37",307,22,0
813400002038,"Grand Rapids City, Ward 2, Precinct 38",281,26,0
813400002039,"Grand Rapids City, Ward 2, Precinct 39",335,33,0
813400002040,"Grand Rapids City, Ward 2, Precinct 40",274,35,0
813400003041,"Grand Rapids City, Ward 3, Precinct 41",147,6,0
813400003042,"Grand Rapids City, Ward 3, Precinct 42",381,23,0
813400003043,"Grand Rapids City, Ward 3, Precinct 43",377,17,1
813400003044,"Grand Rapids City, Ward 3, Precinct 44",412,28,3
813400003045,"Grand Rapids City, Ward 3, Precinct 45",319,22,0
813400003046,"Grand Rapids City, Ward 3, Precinct 46",403,26,0
813400003047,"Grand Rapids City, Ward 3, Precinct 47",279,24,2
813400003048,"Grand Rapids City, Ward 3, Precinct 48",230,18,0
813400003049,"Grand Rapids City, Ward 3, Precinct 49",175,14,0
813400003050,"Grand Rapids City, Ward 3, Precinct 50",141,18,0
813400003051,"Grand Rapids City, Ward 3, Precinct 51",164,13,1
813400003052,"Grand Rapids City, Ward 3, Precinct 52",179,17,0
813400003053,"Grand Rapids City, Ward 3, Precinct 53",214,31,2
813400003054,"Grand Rapids City, Ward 3, Precinct 54",233,10,1
813400003055,"Grand Rapids City, Ward 3, Precinct 55",220,20,2
813400003056,"Grand Rapids City, Ward 3, Precinct 56",465,30,0
813400003057,"Grand Rapids City, Ward 3, Precinct 57",261,23,0
813400003058,"Grand Rapids City, Ward 3, Precinct 58",88,15,0
813400003059,"Grand Rapids City, Ward 3, Precinct 59",533,30,0
813416000001,"Grandville City, Precinct 1",175,12,0
813416000002,"Grandville City, Precinct 2",166,18,1
813416000003,"Grandville City, Precinct 3",186,18,0
813416000004,"Grandville City, Precinct 4",246,15,0
813416000005,"Grandville City, Precinct 5",201,23,0
813416000006,"Grandville City, Precinct 6",170,14,0
813456000001,"Grattan Township, Precinct 1",130,8,0
813456000002,"Grattan Township, Precinct 2",191,14,0
814282001001,"Kentwood City, Ward 1, Precinct 1",206,13,0
814282001002,"Kentwood City, Ward 1, Precinct 2",279,39,0
814282001003,"Kentwood City, Ward 1, Precinct 3",177,15,0
814282001004,"Kentwood City, Ward 1, Precinct 4",76,11,0
814282001005,"Kentwood City, Ward 1, Precinct 5",77,13,0
814282001006,"Kentwood City, Ward 1, Precinct 6",162,16,0
814282001007,"Kentwood City, Ward 1, Precinct 7",157,12,0
814282001008,"Kentwood City, Ward 1, Precinct 8",246,28,0
