id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
814282001009,"Kentwood City, Ward 1, Precinct 9",168,22,0
814282001017,"Kentwood City, Ward 1, Precinct 17",261,30,0
814282002010,"Kentwood City, Ward 2, Precinct 10",158,14,0
814282002011,"Kentwood City, Ward 2, Precinct 11",359,39,0
814282002012,"Kentwood City, Ward 2, Precinct 12",191,17,0
814282002013,"Kentwood City, Ward 2, Precinct 13",324,34,0
814282002014,"Kentwood City, Ward 2, Precinct 14",319,21,0
814282002015,"Kentwood City, Ward 2, Precinct 15",227,19,0
814282002016,"Kentwood City, Ward 2, Precinct 16",451,31,0
814956000001,"Lowell Charter Township, Precinct 1",233,30,0
814956000002,"Lowell Charter Township, Precinct 2",271,43,0
814954000001,"Lowell City, Precinct 1",151,19,1
814954000002,"Lowell City, Precinct 2",120,8,0
815692000001,"Nelson Township, Precinct 1",125,15,1
815692000002,"Nelson Township, Precinct 2",139,12,0
815958000001,"Oakfield Township, Precinct 1",159,21,0
815958000002,"Oakfield Township, Precinct 2",137,16,0
815958000003,"Oakfield Township, Precinct 3",139,10,0
816466000001,"Plainfield Charter Township, Precinct 1",378,24,0
816466000002,"Plainfield Charter Township, Precinct 2",258,32,0
816466000003,"Plainfield Charter Township, Precinct 3",476,44,0
816466000004,"Plainfield Charter Township, Precinct 4",328,16,0
816466000006,"Plainfield Charter Township, Precinct 6",361,35,0
816466000007,"Plainfield Charter Township, Precinct 7",453,22,0
816466000008,"Plainfield Charter Township, Precinct 8",448,38,1
816466000009,"Plainfield Charter Township, Precinct 9",329,22,1
816466000010,"Plainfield Charter Township, Precinct 10",277,17,0
816466000011,"Plainfield Charter Township, Precinct 11",306,22,0
816908000001,"Rockford City, Precinct 1",256,16,2
816908000002,"Rockford City, Precinct 2",449,47,0
817446000001,"Solon Township, Precinct 1",168,20,0
817446000002,"Solon Township, Precinct 2",123,19,0
817446000003,"Solon Township, Precinct 3",84,12,0
817544000001,"Sparta Township, Precinct 1",230,26,0
817544000002,"Sparta Township, Precinct 2",267,31,0
817556000001,"Spencer Township, Precinct 1",172,19,0
817556000002,"Spencer Township, Precinct 2",80,6,0
818114000001,"Tyrone Township, Precinct 1",199,22,1
818192000001,"Vergennes Township, Precinct 1",211,19,0
818192000002,"Vergennes Township, Precinct 2",199,23,0
818296001001,"Walker City, Ward 1, Precinct 1",302,31,1
818296001002,"Walker City, Ward 1, Precinct 2",306,19,1
818296002003,"Walker City, Ward 2, Precinct 3",432,36,1
818296002004,"Walker City, Ward 2, Precinct 4",370,37,2
818296003005,"Walker City, Ward 3, Precinct 5",353,43,1
818296003006,"Walker City, Ward 3, Precinct 6",260,31,2
818894001001,"Wyoming City, Ward 1, Precinct 1",232,32,0
818894001002,"Wyoming City, Ward 1, Precinct 2",165,30,2
818894001003,"Wyoming City, Ward 1, Precinct 3",339,26,1
818894001004,"Wyoming City, Ward 1, Precinct 4",207,13,1
818894001005,"Wyoming City, Ward 1, Precinct 5",281,27,0
818894001006,"Wyoming City, Ward 1, Precinct 6",249,17,0
818894002007,"Wyoming City, Ward 2, Precinct 7",272,33,1
818894002008,"Wyoming City, Ward 2, Precinct 8",120,21,0
818894002009,"Wyoming City, Ward 2, Precinct 9",165,25,1
818894002010,"Wyoming City, Ward 2, Precinct 10",191,19,1
818894002011,"Wyoming City, Ward 2, Precinct 11",185,17,0
818894002012,"Wyoming City, Ward 2, Precinct 12",147,13,0
818894003013,"Wyoming City, Ward 3, Precinct 13",204,34,0
818894003014,"Wyoming City, Ward 3, Precinct 14",215,28,1
818894003015,"Wyoming City, Ward 3, Precinct 15",273,20,0
818894003016,"Wyoming City, Ward 3, Precinct 16",300,22,0
818894003017,"Wyoming City, Ward 3, Precinct 17",263,18,0
818894003018,"Wyoming City, Ward 3, Precinct 18",223,12,0
