id,name,Ryan Cushman,Terri DeBoer,Write-in
810024000001,"Ada Township, Precinct 1",29,133,0
810024000002,"Ada Township, Precinct 2",41,134,0
810024000003,"Ada Township, Precinct 3",56,185,0
810024000004,"Ada Township, Precinct 4",33,134,0
810024000005,"Ada Township, Precinct 5",65,158,0
810024000006,"Ada Township, Precinct 6",38,173,0
810184000001,"Alpine Township, Precinct 1",25,91,0
810184000002,"Alpine Township, Precinct 2",24,56,0
810184000003,"Alpine Township, Precinct 3",37,125,0
810184000004,"Alpine Township, Precinct 4",34,127,0
810184000005,"Alpine Township, Precinct 5",18,50,0
810184000006,"Alpine Township, Precinct 6",4,10,0
811224000001,"Byron Township, Precinct 1",104,302,1
811224000002,"Byron Township, Precinct 2",134,414,0
811224000003,"Byron Township, Precinct 3",27,70,0
811224000004,"Byron Township, Precinct 4",84,318,0
811224000005,"Byron Township, Precinct 5",84,285,0
811224000006,"Byron Township, Precinct 6",58,156,0
811224000007,"Byron Township, Precinct 7",55,184,0
811224000008,"Byron Township, Precinct 8",65,313,0
811308000001,"Cannon Township, Precinct 1",67,256,0
811308000002,"Cannon Township, Precinct 2",63,272,0
811308000003,"Cannon Township, Precinct 3",70,228,0
811308000004,"Cannon Township, Precinct 4",72,269,0
811366000001,"Cascade Charter Township, Precinct 1",90,279,0
811366000002,"Cascade Charter Township, Precinct 2",56,225,0
811366000003,"Cascade Charter Township, Precinct 3",69,252,0
811366000004,"Cascade Charter Township, Precinct 4",59,287,0
811366000005,"Cascade Charter Township, Precinct 5",75,210,0
812398001001,"East Grand Rapids City, Ward 1, Precinct 1",23,100,0
812398002002,"East Grand Rapids City, Ward 2, Precinct 2",23,81,0
812398003003,"East Grand Rapids City, Ward 3, Precinct 3",12,79,0
813124000001,"Gaines Charter Township, Precinct 1",85,255,0
813124000002,"Gaines Charter Township, Precinct 2",27,114,0
813124000003,"Gaines Charter Township, Precinct 3",26,101,0
813124000004,"Gaines Charter Township, Precinct 4",16,70,0
813124000005,"Gaines Charter Township, Precinct 5",13,40,0
813124000006,"Gaines Charter Township, Precinct 6",25,165,0
813124000007,"Gaines Charter Township, Precinct 7",76,249,0
813124000008,"Gaines Charter Township, Precinct 8",50,233,0
813124000009,"Gaines Charter Township, Precinct 9",23,83,0
813402000001,"Grand Rapids Charter Township, Precinct 1",52,261,0
813402000002,"Grand Rapids Charter Township, Precinct 2",12,43,1
813402000003,"Grand Rapids Charter Township, Precinct 3",48,184,2
813402000004,"Grand Rapids Charter Township, Precinct 4",55,212,1
813402000005,"Grand Rapids Charter Township, Precinct 5",14,84,1
813402000006,"Grand Rapids Charter Township, Precinct 6",34,131,1
813400001001,"Grand Rapids City, Ward 1, Precinct 1",5,30,0
813400001002,"Grand Rapids City, Ward 1, Precinct 2",10,26,0
813400001003,"Grand Rapids City, Ward 1, Precinct 3",6,58,0
813400001004,"Grand Rapids City, Ward 1, Precinct 4",6,21,0
813400001005,"Grand Rapids City, Ward 1, Precinct 5",39,116,0
813400001006,"Grand Rapids City, Ward 1, Precinct 6",7,18,0
813400001007,"Grand Rapids City, Ward 1, Precinct 7",24,88,0
813400001008,"Grand Rapids City, Ward 1, Precinct 8",24,94,0
813400001009,"Grand Rapids City, Ward 1, Precinct 9",8,11,0
813400001010,"Grand Rapids City, Ward 1, Precinct 10",10,24,0
813400001011,"Grand Rapids City, Ward 1, Precinct 11",14,50,1
813400001012,"Grand Rapids City, Ward 1, Precinct 12",0,4,0
813400001013,"Grand Rapids City, Ward 1, Precinct 13",5,9,0
813400001014,"Grand Rapids City, Ward 1, Precinct 14",13,37,0
813400001015,"Grand Rapids City, Ward 1, Precinct 15",2,2,0
813400001016,"Grand Rapids City, Ward 1, Precinct 16",5,28,0
813400001017,"Grand Rapids City, Ward 1, Precinct 17",50,170,0
813400001018,"Grand Rapids City, Ward 1, Precinct 18",33,80,0
813400001019,"Grand Rapids City, Ward 1, Precinct 19",26,126,1
813400001020,"Grand Rapids City, Ward 1, Precinct 20",1,3,0
813400002021,"Grand Rapids City, Ward 2, Precinct 21",3,19,0
813400002022,"Grand Rapids City, Ward 2, Precinct 22",12,38,0
813400002023,"Grand Rapids City, Ward 2, Precinct 23",10,30,0
813400002024,"Grand Rapids City, Ward 2, Precinct 24",26,62,0
813400002025,"Grand Rapids City, Ward 2, Precinct 25",7,35,0
813400002026,"Grand Rapids City, Ward 2, Precinct 26",6,21,0
813400002027,"Grand Rapids City, Ward 2, Precinct 27",5,17,0
813400002028,"Grand Rapids City, Ward 2, Precinct 28",18,58,0
813400002029,"Grand Rapids City, Ward 2, Precinct 29",19,70,0
813400002030,"Grand Rapids City, Ward 2, Precinct 30",24,70,0
813400002031,"Grand Rapids City, Ward 2, Precinct 31",14,23,0
813400002032,"Grand Rapids City, Ward 2, Precinct 32",9,17,0
813400002033,"Grand Rapids City, Ward 2, Precinct 33",2,16,0
813400002034,"Grand Rapids City, Ward 2, Precinct 34",22,100,0
813400002035,"Grand Rapids City, Ward 2, Precinct 35",15,41,0
