id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
810024000001,"Ada Township, Precinct 1",28,96,37,3,0
810024000002,"Ada Township, Precinct 2",27,110,42,5,0
810024000003,"Ada Township, Precinct 3",44,133,62,4,0
810024000004,"Ada Township, Precinct 4",22,97,49,3,0
810024000005,"Ada Township, Precinct 5",40,124,61,3,0
810024000006,"Ada Township, Precinct 6",29,128,54,4,0
810116000001,"Algoma Township, Precinct 1",14,85,71,3,0
810116000002,"Algoma Township, Precinct 2",21,88,74,8,0
810116000003,"Algoma Township, Precinct 3",28,62,64,2,1
810116000004,"Algoma Township, Precinct 4",14,78,61,5,0
810116000005,"Algoma Township, Precinct 5",44,111,101,1,0
810184000001,"Alpine Township, Precinct 1",21,44,49,5,1
810184000002,"Alpine Township, Precinct 2",18,36,27,0,0
810184000003,"Alpine Township, Precinct 3",24,72,67,3,0
810184000004,"Alpine Township, Precinct 4",18,76,70,3,0
810184000005,"Alpine Township, Precinct 5",16,25,26,2,0
810184000006,"Alpine Township, Precinct 6",1,7,6,0,0
810978000001,"Bowne Township, Precinct 1",25,117,87,8,0
811224000001,"Byron Township, Precinct 1",42,224,116,23,1
811224000002,"Byron Township, Precinct 2",83,292,145,29,0
811224000003,"Byron Township, Precinct 3",14,39,35,8,0
811224000004,"Byron Township, Precinct 4",41,210,131,24,0
811224000005,"Byron Township, Precinct 5",27,206,117,21,0
811224000006,"Byron Township, Precinct 6",43,95,61,15,0
811224000007,"Byron Township, Precinct 7",45,105,85,7,0
811224000008,"Byron Township, Precinct 8",56,194,122,13,0
811250000001,"Caledonia Charter Township, Precinct 1",14,46,44,0,0
811250000002,"Caledonia Charter Township, Precinct 2",36,160,93,5,1
811250000003,"Caledonia Charter Township, Precinct 3",33,128,64,3,0
811250000004,"Caledonia Charter Township, Precinct 4",22,82,39,3,0
811250000005,"Caledonia Charter Township, Precinct 5",51,155,100,6,0
811250000006,"Caledonia Charter Township, Precinct 6",42,147,86,6,0
811308000001,"Cannon Township, Precinct 1",45,193,84,6,0
811308000002,"Cannon Township, Precinct 2",38,207,91,3,1
811308000003,"Cannon Township, Precinct 3",55,155,91,2,0
