id,name,Mike Rogers,Write-in
810024000001,"Ada Township, Precinct 1",151,0
810024000002,"Ada Township, Precinct 2",170,0
810024000003,"Ada Township, Precinct 3",237,0
810024000004,"Ada Township, Precinct 4",157,0
810024000005,"Ada Township, Precinct 5",218,0
810024000006,"Ada Township, Precinct 6",201,0
810116000001,"Algoma Township, Precinct 1",166,0
810116000002,"Algoma Township, Precinct 2",181,0
810116000003,"Algoma Township, Precinct 3",146,0
810116000004,"Algoma Township, Precinct 4",151,1
810116000005,"Algoma Township, Precinct 5",252,2
810184000001,"Alpine Township, Precinct 1",110,0
810184000002,"Alpine Township, Precinct 2",77,0
810184000003,"Alpine Township, Precinct 3",152,1
810184000004,"Alpine Township, Precinct 4",158,0
810184000005,"Alpine Township, Precinct 5",66,1
810184000006,"Alpine Township, Precinct 6",14,0
810978000001,"Bowne Township, Precinct 1",221,0
811224000001,"Byron Township, Precinct 1",390,0
811224000002,"Byron Township, Precinct 2",528,1
811224000003,"Byron Township, Precinct 3",96,0
811224000004,"Byron Township, Precinct 4",387,1
811224000005,"Byron Township, Precinct 5",354,0
811224000006,"Byron Township, Precinct 6",207,0
811224000007,"Byron Township, Precinct 7",228,2
811224000008,"Byron Township, Precinct 8",377,1
811250000001,"Caledonia Charter Township, Precinct 1",95,0
811250000002,"Caledonia Charter Township, Precinct 2",270,0
811250000003,"Caledonia Charter Township, Precinct 3",219,0
811250000004,"Caledonia Charter Township, Precinct 4",134,1
811250000005,"Caledonia Charter Township, Precinct 5",295,3
811250000006,"Caledonia Charter Township, Precinct 6",266,0
811308000001,"Cannon Township, Precinct 1",310,1
811308000002,"Cannon Township, Precinct 2",321,1
811308000003,"Cannon Township, Precinct 3",289,1
811308000004,"Cannon Township, Precinct 4",332,0
811366000001,"Cascade Charter Township, Precinct 1",362,0
811366000002,"Cascade Charter Township, Precinct 2",275,1
811366000003,"Cascade Charter Township, Precinct 3",307,2
811366000004,"Cascade Charter Township, Precinct 4",332,0
811366000005,"Cascade Charter Township, Precinct 5",275,2
811420000001,"Cedar Springs City, Precinct 1",100,0
811850000001,"Courtland Township, Precinct 1",184,0
811850000002,"Courtland Township, Precinct 2",366,0
811850000003,"Courtland Township, Precinct 3",199,0
812398001001,"East Grand Rapids City, Ward 1, Precinct 1",120,0
