id,name,ballots,registered,turnout
570154000001,"City of Alma, Precinct 1",524.0,1427,36.72
570154000002,"City of Alma, Precinct 2",549.0,2058,26.68
570154000003,"City of Alma, Precinct 3",466.0,2244,20.77
574134000001,"City of Ithaca, Precinct 1",715.0,2153,33.21
577100000001,"City of St. Louis, Precinct 1",646.0,2735,23.62
570326000001,"Arcada Township, Precinct 1",409.0,1341,30.5
570802000001,"Bethany Township, Precinct 1",274.0,995,27.54
572512000001,"Elba Township, Precinct 1",274.0,923,29.69
572588000001,"Emerson Township, Precinct 1",220.0,730,30.14
573108000001,"Fulton Township, Precinct 1",707.0,1947,36.31
573616000001,"Hamilton Township, Precinct 1",114.0,339,33.63
574408000001,"Lafayette Township, Precinct 1",118.0,393,30.03
575736000001,"New Haven Township, Precinct 1",195.0,644,30.28
575704000001,"Newark Township, Precinct 1",216.0,708,30.51
575880000001,"North Shade Township, Precinct 1",136.0,388,35.05
575888000001,"North Star Township, Precinct 1",219.0,662,33.08
576436000001,"Pine River Township, Precinct 1",577.0,1896,30.43
577258000001,"Seville Township, Precinct 1",489.0,1655,29.55
577730000001,"Sumner Township, Precinct 1",388.0,1407,27.58
578408000001,"Washington Township, Precinct 1",218.0,615,35.45
578662000001,"Wheeler Township, Precinct 1",533.0,2034,26.2
