id,name,Mike Rogers,Write-in
570154000001,"City of Alma, Precinct 1",171,1
570154000002,"City of Alma, Precinct 2",187,2
570154000003,"City of Alma, Precinct 3",156,1
574134000001,"City of Ithaca, Precinct 1",304,0
577100000001,"City of St. Louis, Precinct 1",270,1
570326000001,"Arcada Township, Precinct 1",197,0
570802000001,"Bethany Township, Precinct 1",174,0
572512000001,"Elba Township, Precinct 1",137,1
572588000001,"Emerson Township, Precinct 1",130,1
573108000001,"Fulton Township, Precinct 1",376,0
573616000001,"Hamilton Township, Precinct 1",53,0
574408000001,"Lafayette Township, Precinct 1",71,0
575736000001,"New Haven Township, Precinct 1",108,0
575704000001,"Newark Township, Precinct 1",118,0
575880000001,"North Shade Township, Precinct 1",95,0
575888000001,"North Star Township, Precinct 1",130,0
576436000001,"Pine River Township, Precinct 1",307,1
577258000001,"Seville Township, Precinct 1",271,1
577730000001,"Sumner Township, Precinct 1",232,1
578408000001,"Washington Township, Precinct 1",126,0
578662000001,"Wheeler Township, Precinct 1",275,0
