id,name,ballots,registered,turnout
1233070000001,"City of Fremont, Precinct 1",708.0,1729,40.95
1233070000002,"City of Fremont, Precinct 2",594.0,1613,36.83
1233436000001,"City of Grant, Precinct 1",175.0,628,27.87
1235708000001,"City of Newaygo, Precinct 1",408.0,1749,23.33
1238668000001,"City of White Cloud, Precinct 1",269.0,904,29.76
1230370000001,"Ashland Township, Precinct 1",683.0,2061,33.14
1230562000001,"Barton Township, Precinct 1",197.0,588,33.5
1230658000001,"Beaver Township, Precinct 1",113.0,365,30.96
1230828000001,"Big Prairie Township, Precinct 1",495.0,1978,25.03
1231050000001,"Bridgeton Township, Precinct 1",528.0,1701,31.04
1231106000001,"Brooks Township, Precinct 1",1019.0,3045,33.46
1231898000001,"Croton Township, Precinct 1",968.0,2765,35.01
1231996000001,"Dayton Township, Precinct 1",590.0,1499,39.36
1232170000001,"Denver Township, Precinct 1",407.0,1497,27.19
1232616000001,"Ensley Township, Precinct 1",778.0,2103,36.99
1232670000001,"Everett Township, Precinct 1",502.0,1558,32.22
1233164000001,"Garfield Township, Precinct 1",680.0,1852,36.72
1233300000001,"Goodwell Township, Precinct 1",170.0,439,38.72
1233438000001,"Grant Township, Precinct 1",824.0,2421,34.04
1233886000001,"Home Township, Precinct 1",104.0,227,45.81
1234744000001,"Lilley Township, Precinct 1",230.0,689,33.38
1234770000001,"Lincoln Township, Precinct 1",417.0,1136,36.71
1235316000001,"Merrill Township, Precinct 1",273.0,769,35.5
1235506000001,"Monroe Township, Precinct 1",82.0,311,26.37
1235930000001,"Norwich Township, Precinct 1",151.0,447,33.78
1237312000001,"Sheridan Charter Township, Precinct 1",731.0,1900,38.47
1237326000001,"Sherman Township, Precinct 1",633.0,1547,40.92
1238068000001,"Troy Township, Precinct 1",61.0,197,30.96
1238720000001,"Wilcox Township, Precinct 1",269.0,875,30.74
