id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
690076000001,"Alabaster Township, Precinct 1",65,17,0
690430000001,"AuSable Township, Precinct 1",203,80,0
690492000001,"Baldwin Township, Precinct 1",182,68,1
691174000001,"Burleigh Township, Precinct 1",35,32,0
693428000001,"Grant Township, Precinct 1",133,76,0
696134000001,"Oscoda Township, Precinct 1",132,63,1
696134000002,"Oscoda Township, Precinct 2",78,47,1
696464000001,"Plainfield Township, Precinct 1",102,72,0
696464000002,"Plainfield Township, Precinct 2",195,112,0
696796000001,"Reno Township, Precinct 1",48,27,1
697318000001,"Sherman Township, Precinct 1",11,26,0
697810000001,"Tawas Township, Precinct 1",94,50,1
698718000001,"Wilber Township, Precinct 1",78,38,0
692442000001,"City of East Tawas, Precinct 1",294,142,1
697814000001,"City of Tawas City, Precinct 1",150,56,0
698714000001,"City of Whittemore, Precinct 1",14,15,0
