id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
690076000001,"Alabaster Township, Precinct 1",13,61,52,2,0
690430000001,"AuSable Township, Precinct 1",29,149,96,4,0
690492000001,"Baldwin Township, Precinct 1",34,124,113,7,1
691174000001,"Burleigh Township, Precinct 1",14,43,39,2,1
693428000001,"Grant Township, Precinct 1",64,103,118,3,1
696134000001,"Oscoda Township, Precinct 1",63,292,190,15,2
696134000002,"Oscoda Township, Precinct 2",46,123,128,3,0
696464000001,"Plainfield Township, Precinct 1",38,88,90,8,0
696464000002,"Plainfield Township, Precinct 2",76,190,162,5,1
696796000001,"Reno Township, Precinct 1",4,38,34,2,0
697318000001,"Sherman Township, Precinct 1",10,22,44,0,0
697810000001,"Tawas Township, Precinct 1",36,146,140,5,0
698718000001,"Wilber Township, Precinct 1",21,45,69,6,0
692442000001,"City of East Tawas, Precinct 1",62,224,188,5,1
697814000001,"City of Tawas City, Precinct 1",26,113,57,2,0
698714000001,"City of Whittemore, Precinct 1",9,19,17,1,0
