id,name,ballots,registered,turnout
690076000001,"Alabaster Township, Precinct 1",228.0,443,51.47
690430000001,"AuSable Township, Precinct 1",584.0,1895,30.82
690492000001,"Baldwin Township, Precinct 1",568.0,1631,34.83
691174000001,"Burleigh Township, Precinct 1",176.0,638,27.59
693428000001,"Grant Township, Precinct 1",533.0,1538,34.66
696134000001,"Oscoda Township, Precinct 1",1218.0,3814,31.93
696134000002,"Oscoda Township, Precinct 2",696.0,2835,24.55
696464000001,"Plainfield Township, Precinct 1",412.0,1239,33.25
696464000002,"Plainfield Township, Precinct 2",788.0,2048,38.48
696796000001,"Reno Township, Precinct 1",163.0,485,33.61
697318000001,"Sherman Township, Precinct 1",121.0,392,30.87
697810000001,"Tawas Township, Precinct 1",522.0,1511,34.55
698718000001,"Wilber Township, Precinct 1",281.0,718,39.14
692442000001,"City of East Tawas, Precinct 1",986.0,2261,43.61
697814000001,"City of Tawas City, Precinct 1",446.0,1398,31.9
698714000001,"City of Whittemore, Precinct 1",79.0,352,22.44
