id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
690076000001,"Alabaster Township, Precinct 1",31,9,47,0
690430000001,"AuSable Township, Precinct 1",130,12,146,0
690492000001,"Baldwin Township, Precinct 1",115,6,138,0
691174000001,"Burleigh Township, Precinct 1",17,5,50,0
693428000001,"Grant Township, Precinct 1",84,11,117,1
696134000001,"Oscoda Township, Precinct 1",241,18,343,0
696134000002,"Oscoda Township, Precinct 2",155,23,181,0
696464000001,"Plainfield Township, Precinct 1",57,14,102,0
696464000002,"Plainfield Township, Precinct 2",87,14,203,0
696796000001,"Reno Township, Precinct 1",25,3,47,0
697318000001,"Sherman Township, Precinct 1",12,1,24,0
697810000001,"Tawas Township, Precinct 1",67,6,93,0
698718000001,"Wilber Township, Precinct 1",40,7,78,0
692442000001,"City of East Tawas, Precinct 1",177,40,235,0
697814000001,"City of Tawas City, Precinct 1",93,16,111,0
698714000001,"City of Whittemore, Precinct 1",8,3,19,0
