id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
351592000001,"City of Clare, Precinct 1",130,7,39,0
353680000001,"City of Harrison, Precinct 1",64,7,102,0
350362000001,"Arthur Township, Precinct 1",20,0,16,0
353028000001,"Franklin Township, Precinct 1",14,5,47,0
353056000001,"Freeman Township, Precinct 1",64,10,100,0
353090000001,"Frost Township, Precinct 1",36,2,60,0
353156000001,"Garfield Township, Precinct 1",72,15,141,0
353422000001,"Grant Township, Precinct 1",127,10,168,1
353512000001,"Greenwood Township, Precinct 1",28,3,53,1
353614000001,"Hamilton Township, Precinct 1",52,7,85,0
353716000001,"Hatton Township, Precinct 1",28,4,45,0
353734000001,"Hayes Township, Precinct 1",69,7,112,0
353734000002,"Hayes Township, Precinct 2",71,18,126,0
354762000001,"Lincoln Township, Precinct 1",33,2,25,0
356760000001,"Redding Township, Precinct 1",8,0,18,0
357300000001,"Sheridan Township, Precinct 1",35,8,43,0
357712000001,"Summerfield Township, Precinct 1",10,5,20,0
357758000001,"Surrey Township, Precinct 1",50,3,35,0
358798000001,"Winterfield Township, Precinct 1",15,1,22,0
