id,name,Ben Ambrose,Jamie Hill,Clyde Welford,Write-in
351592000001,"City of Clare, Precinct 1",142,131,31,3
353680000001,"City of Harrison, Precinct 1",68,68,18,0
350362000001,"Arthur Township, Precinct 1",16,6,6,0
353028000001,"Franklin Township, Precinct 1",26,29,5,0
353056000001,"Freeman Township, Precinct 1",60,75,16,2
353090000001,"Frost Township, Precinct 1",44,30,14,2
353156000001,"Garfield Township, Precinct 1",110,83,16,2
353422000001,"Grant Township, Precinct 1",122,122,24,2
353512000001,"Greenwood Township, Precinct 1",41,25,10,1
353614000001,"Hamilton Township, Precinct 1",52,69,10,0
353716000001,"Hatton Township, Precinct 1",20,39,11,0
353734000001,"Hayes Township, Precinct 1",71,67,30,3
353734000002,"Hayes Township, Precinct 2",93,80,22,2
354762000001,"Lincoln Township, Precinct 1",58,100,25,0
356760000001,"Redding Township, Precinct 1",7,10,7,0
357300000001,"Sheridan Township, Precinct 1",35,24,13,0
357712000001,"Summerfield Township, Precinct 1",11,17,3,1
357758000001,"Surrey Township, Precinct 1",153,116,40,1
358798000001,"Winterfield Township, Precinct 1",17,9,9,0
