id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
493330000003,"Grand Blanc Township, Precinct 3",316,,,0,107,202,7
493330000004,"Grand Blanc Township, Precinct 4",397,,,1,143,242,11
493330000005,"Grand Blanc Township, Precinct 5",43,,,1,20,20,2
493330000006,"Grand Blanc Township, Precinct 6",198,,,0,69,122,7
493330000007,"Grand Blanc Township, Precinct 7",300,,,0,104,194,2
493330000008,"Grand Blanc Township, Precinct 8",256,,,0,75,174,7
493330000009,"Grand Blanc Township, Precinct 9",260,,,0,78,173,9
493330000010,"Grand Blanc Township, Precinct 10",275,,,0,132,137,6
494782000001,"City of Linden, Precinct 1",223,,,0,66,147,10
495528000001,"City of Montrose, Precinct 1",171,,,0,82,83,6
495530000001,"Montrose Township, Precinct 1",46,,,0,19,27,0
495530000002,"Montrose Township, Precinct 2",51,,,0,19,29,3
495530000003,"Montrose Township, Precinct 3",78,,,0,20,53,5
495530000004,"Montrose Township, Precinct 4",65,,,0,25,37,3
495596000001,"City of Mount Morris, Precinct 1",309,,,0,169,129,11
495598000001,"Mount Morris Township, Precinct 1",58,,,0,31,24,3
495598000002,"Mount Morris Township, Precinct 2",105,,,0,45,58,2
495598000003,"Mount Morris Township, Precinct 3",75,,,1,39,32,3
495598000004,"Mount Morris Township, Precinct 4",143,,,0,54,83,6
495598000005,"Mount Morris Township, Precinct 5",91,,,0,59,28,4
495598000006,"Mount Morris Township, Precinct 6",86,,,0,48,34,4
495598000007,"Mount Morris Township, Precinct 7",183,,,1,123,56,3
495598000008,"Mount Morris Township, Precinct 8",167,,,0,127,36,4
495598000009,"Mount Morris Township, Precinct 9",96,,,0,71,21,4
495598000010,"Mount Morris Township, Precinct 10",90,,,0,55,27,8
495616000001,"Mundy Township, Precinct 1",165,,,0,53,105,7
495616000002,"Mundy Township, Precinct 2",144,,,0,56,77,11
495616000003,"Mundy Township, Precinct 3",205,,,0,85,115,5
495616000004,"Mundy Township, Precinct 4",116,,,0,44,67,5
495616000005,"Mundy Township, Precinct 5",88,,,1,45,42,0
495616000006,"Mundy Township, Precinct 6",77,,,0,30,43,4
495616000007,"Mundy Township, Precinct 7",84,,,0,38,43,3
496818000001,"Richfield Township, Precinct 1",283,,,0,125,149,9
496818000002,"Richfield Township, Precinct 2",126,,,0,53,63,10
497770000001,"City of Swartz Creek, Precinct 1",247,,,0,125,108,14
497770000002,"City of Swartz Creek, Precinct 2",235,,,0,97,123,15
497770000003,"City of Swartz Creek, Precinct 3",205,,,0,94,96,15
497770000004,"City of Swartz Creek, Precinct 4",367,,,0,229,126,12
497946000001,"Thetford Township, Precinct 1",112,,,0,47,59,6
497946000003,"Thetford Township, Precinct 2",149,,,0,81,62,6
498238000001,"Vienna Township, Precinct 1",122,,,0,49,66,7
498238000002,"Vienna Township, Precinct 2",117,,,0,41,74,2
498238000003,"Vienna Township, Precinct 3",117,,,0,44,70,3
498238000004,"Vienna Township, Precinct 4",77,,,0,38,35,4
498238000005,"Vienna Township, Precinct 5",60,,,0,26,31,3
