id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
490342000001,"Argentine Township, Precinct 1",411,,,2,226,183
490342000002,"Argentine Township, Precinct 2",388,,,0,193,195
490342000003,"Argentine Township, Precinct 3",108,,,0,57,51
490400000001,"Atlas Township, Precinct 1",465,,,4,237,224
490400000002,"Atlas Township, Precinct 2",321,,,1,190,130
490400000003,"Atlas Township, Precinct 3",471,,,1,258,212
491206000001,"City of Burton, Precinct 1",188,,,0,102,86
491206000002,"City of Burton, Precinct 2",534,,,2,271,261
491206000003,"City of Burton, Precinct 3",636,,,0,334,302
491206000004,"City of Burton, Precinct 4",877,,,2,422,453
491206000005,"City of Burton, Precinct 5",664,,,0,337,327
491206000006,"City of Burton, Precinct 6",539,,,1,274,264
491206000007,"City of Burton, Precinct 7",642,,,0,328,314
491626000001,"Clayton Township, Precinct 1",533,,,2,298,233
491626000002,"Clayton Township, Precinct 2",390,,,2,220,168
491626000003,"Clayton Township, Precinct 3",291,,,0,129,162
491626000004,"Clayton Township, Precinct 4",211,,,1,91,119
491662000001,"City of Clio, Precinct 1",348,,,1,177,170
491988000001,"City of Davison, Precinct 1",418,,,1,238,179
491988000002,"City of Davison, Precinct 2",441,,,1,259,181
491990000001,"Davison Township, Precinct 1",437,,,1,242,194
491990000002,"Davison Township, Precinct 2",422,,,0,225,197
491990000003,"Davison Township, Precinct 3",279,,,0,161,118
491990000004,"Davison Township, Precinct 4",489,,,0,275,214
491990000005,"Davison Township, Precinct 5",271,,,0,148,123
491990000006,"Davison Township, Precinct 6",393,,,0,224,169
491990000007,"Davison Township, Precinct 7",261,,,0,121,140
491990000008,"Davison Township, Precinct 8",580,,,0,313,267
492776000001,"City of Fenton, Precinct 1",292,,,1,177,114
492776000002,"City of Fenton, Precinct 2",775,,,3,465,307
492776000003,"City of Fenton, Precinct 3",667,,,1,389,277
492778000001,"Fenton Township, Precinct 1",560,,,0,297,263
492778000002,"Fenton Township, Precinct 2",502,,,0,291,211
492778000003,"Fenton Township, Precinct 3",497,,,0,262,235
492778000004,"Fenton Township, Precinct 4",455,,,1,235,219
492778000005,"Fenton Township, Precinct 5",517,,,0,299,218
492778000006,"Fenton Township, Precinct 6",524,,,0,294,230
492900001001,"City of Flint, Precinct 1",889,,,0,413,476
492900001002,"City of Flint, Precinct 2",620,,,1,289,330
492900001003,"City of Flint, Precinct 3",17,,,0,6,11
492900002004,"City of Flint, Precinct 4",209,,,0,110,99
492900002005,"City of Flint, Precinct 5",597,,,1,296,300
492900002006,"City of Flint, Precinct 6",677,,,4,315,358
492900002007,"City of Flint, Precinct 7",218,,,2,83,133
492900003008,"City of Flint, Precinct 8",269,,,1,142,126
492900003009,"City of Flint, Precinct 9",296,,,0,136,160
492900003010,"City of Flint, Precinct 10",201,,,0,91,110
492900004011,"City of Flint, Precinct 11",296,,,0,150,146
492900004012,"City of Flint, Precinct 12",441,,,1,242,198
492900005013,"City of Flint, Precinct 13",8,,,0,3,5
492900005014,"City of Flint, Precinct 14",711,,,2,351,358
492900005015,"City of Flint, Precinct 15",540,,,0,302,238
492900006016,"City of Flint, Precinct 16",532,,,0,298,234
492900006017,"City of Flint, Precinct 17",361,,,2,186,173
492900006018,"City of Flint, Precinct 18",73,,,1,26,46
492900007019,"City of Flint, Precinct 19",265,,,2,150,113
492900007020,"City of Flint, Precinct 20",756,,,0,472,284
492900007021,"City of Flint, Precinct 21",996,,,1,567,428
492900008022,"City of Flint, Precinct 22",28,,,1,15,12
492900008023,"City of Flint, Precinct 23",803,,,0,425,378
492900008024,"City of Flint, Precinct 24",352,,,1,185,166
492900009025,"City of Flint, Precinct 25",63,,,0,43,20
492900009026,"City of Flint, Precinct 26",89,,,0,54,35
492900009027,"City of Flint, Precinct 27",4,,,0,2,2
492900009028,"City of Flint, Precinct 28",386,,,0,234,152
492900009029,"City of Flint, Precinct 29",348,,,1,168,179
492902000001,"Flint Township, Precinct 1",1297,,,0,668,629
492902000002,"Flint Township, Precinct 2",715,,,1,341,373
492902000003,"Flint Township, Precinct 3",1027,,,2,569,456
492902000004,"Flint Township, Precinct 4",264,,,0,146,118
492902000005,"Flint Township, Precinct 5",609,,,0,288,321
492902000006,"Flint Township, Precinct 6",212,,,0,116,96
492902000007,"Flint Township, Precinct 7",265,,,0,131,134
492902000008,"Flint Township, Precinct 8",855,,,0,404,451
492920000001,"City of Flushing, Precinct 1",476,,,0,229,247
492920000002,"City of Flushing, Precinct 2",474,,,1,277,196
492920000003,"City of Flushing, Precinct 3",395,,,1,232,162
492920000004,"City of Flushing, Precinct 4",435,,,1,226,208
492922000001,"Flushing Township, Precinct 1",443,,,0,249,194
492922000002,"Flushing Township, Precinct 2",325,,,0,184,141
492922000003,"Flushing Township, Precinct 3",577,,,1,321,255
492922000004,"Flushing Township, Precinct 4",451,,,0,245,206
492942000001,"Forest Township, Precinct 1",661,,,1,341,319
493122000001,"Gaines Township, Precinct 1",474,,,1,256,217
493122000002,"Gaines Township, Precinct 2",227,,,0,104,123
493122000003,"Gaines Township, Precinct 3",317,,,0,141,176
493180000001,"Genesee Township, Precinct 1",397,,,1,214,182
493180000002,"Genesee Township, Precinct 2",183,,,0,84,99
493180000003,"Genesee Township, Precinct 3",444,,,0,225,219
493180000004,"Genesee Township, Precinct 4",387,,,1,205,181
493180000005,"Genesee Township, Precinct 5",644,,,0,320,324
493180000006,"Genesee Township, Precinct 6",368,,,1,160,207
493180000007,"Genesee Township, Precinct 7",326,,,0,183,143
493328000001,"City of Grand Blanc, Precinct 1",829,,,0,518,311
493328000002,"City of Grand Blanc, Precinct 2",821,,,4,493,324
493330000001,"Grand Blanc Township, Precinct 1",810,,,0,393,417
493330000002,"Grand Blanc Township, Precinct 2",231,,,0,114,117
493330000003,"Grand Blanc Township, Precinct 3",901,,,2,474,425
