id,name,ballots,registered,turnout
490342000001,"Argentine Township, Precinct 1",887,2529,35.07
490342000002,"Argentine Township, Precinct 2",756,2703,27.97
490342000003,"Argentine Township, Precinct 3",234,736,31.79
490400000001,"Atlas Township, Precinct 1",960,2498,38.43
490400000002,"Atlas Township, Precinct 2",587,1608,36.50
490400000003,"Atlas Township, Precinct 3",1052,2918,36.05
491206000001,"City of Burton, Precinct 1",252,2188,11.52
491206000002,"City of Burton, Precinct 2",818,4773,17.14
491206000003,"City of Burton, Precinct 3",953,4584,20.79
491206000004,"City of Burton, Precinct 4",1323,4174,31.70
491206000005,"City of Burton, Precinct 5",1060,2896,36.60
491206000006,"City of Burton, Precinct 6",825,2947,27.99
491206000007,"City of Burton, Precinct 7",1043,3336,31.26
491626000001,"Clayton Township, Precinct 1",896,2080,43.08
491626000002,"Clayton Township, Precinct 2",657,1730,37.98
491626000003,"Clayton Township, Precinct 3",450,1252,35.94
491626000004,"Clayton Township, Precinct 4",406,1358,29.90
491662000001,"City of Clio, Precinct 1",552,2033,27.15
491988000001,"City of Davison, Precinct 1",671,2055,32.65
491988000002,"City of Davison, Precinct 2",682,2274,29.99
491990000001,"Davison Township, Precinct 1",781,2418,32.30
491990000002,"Davison Township, Precinct 2",785,2053,38.24
491990000003,"Davison Township, Precinct 3",560,1479,37.86
491990000004,"Davison Township, Precinct 4",805,2113,38.10
491990000005,"Davison Township, Precinct 5",422,2220,19.01
491990000006,"Davison Township, Precinct 6",609,2721,22.38
491990000007,"Davison Township, Precinct 7",550,1629,33.76
491990000008,"Davison Township, Precinct 8",1022,3055,33.45
492776000001,"City of Fenton, Precinct 1",512,1989,25.74
492776000002,"City of Fenton, Precinct 2",1271,4212,30.18
492776000003,"City of Fenton, Precinct 3",1071,3952,27.10
492778000001,"Fenton Township, Precinct 1",1054,2825,37.31
492778000002,"Fenton Township, Precinct 2",1028,2699,38.09
492778000003,"Fenton Township, Precinct 3",1004,2661,37.73
492778000004,"Fenton Township, Precinct 4",904,2351,38.45
492778000005,"Fenton Township, Precinct 5",959,2462,38.95
492778000006,"Fenton Township, Precinct 6",1017,2640,38.52
492900001001,"City of Flint, Precinct 1",964,4946,19.49
