id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1331168000001,"Burdell Township, Precinct 1",95,20,0
1331404000001,"Cedar Township, Precinct 1",33,9,0
1332666000001,"Evart Township, Precinct 1",117,28,2
1333706000001,"Hartwick Township, Precinct 1",26,14,1
1333784000001,"Hersey Township, Precinct 1",126,35,0
1333810000001,"Highland Township, Precinct 1",51,11,0
1334712000001,"Le Roy Township, Precinct 1",80,18,0
1334772000001,"Lincoln Township, Precinct 1",91,34,1
1335168000001,"Marion Township, Precinct 1",87,12,0
1335366000001,"Middle Branch Township, Precinct 1",44,5,1
1336108000001,"Orient Township, Precinct 1",45,10,0
1336128000001,"Osceola Township, Precinct 1",49,14,1
1336844000001,"Richmond Township, Precinct 1",126,27,0
1336976000001,"Rose Lake Township, Precinct 1",102,35,1
1337328000001,"Sherman Township, Precinct 1",61,17,0
1337776000001,"Sylvan Township, Precinct 1",49,15,0
1332664000001,"City of Evart, Precinct 1",79,28,0
1336782000001,"City of Reed City, Precinct 1",138,52,0
