id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1331168000001,"Burdell Township, Precinct 1",25,96,96,4,0
1331404000001,"Cedar Township, Precinct 1",13,53,57,0,0
1332666000001,"Evart Township, Precinct 1",25,100,104,5,2
1333706000001,"Hartwick Township, Precinct 1",18,49,46,1,0
1333784000001,"Hersey Township, Precinct 1",43,111,133,2,1
1333810000001,"Highland Township, Precinct 1",13,75,62,2,0
1334712000001,"Le Roy Township, Precinct 1",17,93,89,3,1
1334772000001,"Lincoln Township, Precinct 1",27,129,95,7,2
1335168000001,"Marion Township, Precinct 1",23,74,97,5,0
1335366000001,"Middle Branch Township, Precinct 1",22,52,70,3,1
1336108000001,"Orient Township, Precinct 1",15,70,62,6,1
1336128000001,"Osceola Township, Precinct 1",21,75,60,5,3
1336844000001,"Richmond Township, Precinct 1",50,154,130,7,1
1336976000001,"Rose Lake Township, Precinct 1",33,108,94,3,1
1337328000001,"Sherman Township, Precinct 1",14,77,82,1,0
1337776000001,"Sylvan Township, Precinct 1",22,66,86,6,0
1332664000001,"City of Evart, Precinct 1",30,62,61,2,2
1336782000001,"City of Reed City, Precinct 1",27,114,83,4,0
