id,name,Mike Rogers,Write-in
1331168000001,"Burdell Township, Precinct 1",206,3
1331404000001,"Cedar Township, Precinct 1",113,1
1332666000001,"Evart Township, Precinct 1",221,0
1333706000001,"Hartwick Township, Precinct 1",112,0
1333784000001,"Hersey Township, Precinct 1",280,2
1333810000001,"Highland Township, Precinct 1",147,1
1334712000001,"Le Roy Township, Precinct 1",191,0
1334772000001,"Lincoln Township, Precinct 1",246,0
1335168000001,"Marion Township, Precinct 1",192,0
1335366000001,"Middle Branch Township, Precinct 1",141,1
1336108000001,"Orient Township, Precinct 1",148,0
1336128000001,"Osceola Township, Precinct 1",154,0
1336844000001,"Richmond Township, Precinct 1",335,0
1336976000001,"Rose Lake Township, Precinct 1",227,0
1337328000001,"Sherman Township, Precinct 1",169,0
1337776000001,"Sylvan Township, Precinct 1",173,0
1332664000001,"City of Evart, Precinct 1",150,1
1336782000001,"City of Reed City, Precinct 1",224,0
