id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1590514000001,"City of Bangor, Precinct 1",13,33,23,14,0
1593264000001,"City of Gobles, Precinct 1",11,38,20,10,0
1593696000001,"City of Hartford, Precinct 1",13,61,59,33,0
1597498001001,"City of South Haven, Ward 1, Precinct 1",10,69,37,8,0
1597498002001,"City of South Haven, Ward 2, Precinct 1",11,54,37,11,0
1597498003001,"City of South Haven, Ward 3, Precinct 1",11,102,39,14,0
1597498003002,"City of South Haven, Ward 3, Precinct 2",,,,,
1590160000001,"Almena Township, Precinct 1",29,210,121,55,0
1590160000002,"Almena Township, Precinct 2",20,121,80,36,0
1590314000001,"Antwerp Township, Precinct 1",8,102,47,27,0
1590314000002,"Antwerp Township, Precinct 2",33,167,93,32,1
1590314000003,"Antwerp Township, Precinct 3",14,109,52,21,0
1590314000004,"Antwerp Township, Precinct 4",19,98,53,26,0
1590314000005,"Antwerp Township, Precinct 5",9,185,97,32,0
1590350000001,"Arlington Township, Precinct 1",6,111,59,28,0
1590516000001,"Bangor Township, Precinct 1",13,90,112,28,1
1590924000001,"Bloomingdale Township, Precinct 1",44,197,123,59,1
1591744000001,"Columbia Township, Precinct 1",23,145,69,17,3
1591856000001,"Covert Township, Precinct 1",11,51,58,10,0
1592106000001,"Decatur Township, Precinct 1",26,122,93,53,1
1593184000001,"Geneva Township, Precinct 1",28,145,89,42,1
1593618000001,"Hamilton Township, Precinct 1",9,82,60,19,0
1593698000001,"Hartford Township, Precinct 1",27,131,104,34,0
1594250000001,"Keeler Township, Precinct 1",25,107,76,48,0
1594646000001,"Lawrence Township, Precinct 1",32,159,99,43,0
1596300000001,"Paw Paw Township, Precinct 1",27,132,67,31,0
1596300000002,"Paw Paw Township, Precinct 2",39,240,143,82,1
1596428000001,"Pine Grove Township, Precinct 1",32,195,157,50,1
1596576000001,"Porter Township, Precinct 1",35,218,95,54,3
1597500000001,"South Haven Charter Township, Precinct 1",16,93,84,38,0
1597500000002,"South Haven Charter Township, Precinct 2",11,68,39,13,0
1598482000001,"Waverly Township, Precinct 1",23,129,91,54,0
