id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1590514000001,"City of Bangor, Precinct 1",52,4,67,0
1593264000001,"City of Gobles, Precinct 1",41,4,39,0
1593696000001,"City of Hartford, Precinct 1",77,8,66,0
1597498001001,"City of South Haven, Ward 1, Precinct 1",121,8,180,0
1597498002001,"City of South Haven, Ward 2, Precinct 1",151,19,152,0
1597498003001,"City of South Haven, Ward 3, Precinct 1",88,7,204,1
1597498003002,"City of South Haven, Ward 3, Precinct 2",,,,
1590160000001,"Almena Township, Precinct 1",242,15,240,0
1590160000002,"Almena Township, Precinct 2",169,6,180,0
1590314000001,"Antwerp Township, Precinct 1",127,12,108,0
1590314000002,"Antwerp Township, Precinct 2",287,26,226,0
1590314000003,"Antwerp Township, Precinct 3",154,4,113,0
1590314000004,"Antwerp Township, Precinct 4",211,12,130,0
1590314000005,"Antwerp Township, Precinct 5",188,19,192,0
1590350000001,"Arlington Township, Precinct 1",79,6,87,0
1590516000001,"Bangor Township, Precinct 1",63,2,60,0
1590924000001,"Bloomingdale Township, Precinct 1",109,13,177,0
1591744000001,"Columbia Township, Precinct 1",88,5,132,0
1591856000001,"Covert Township, Precinct 1",97,10,116,1
1592106000001,"Decatur Township, Precinct 1",119,25,148,0
1593184000001,"Geneva Township, Precinct 1",165,9,185,0
1593618000001,"Hamilton Township, Precinct 1",44,7,68,0
1593698000001,"Hartford Township, Precinct 1",66,6,69,0
1594250000001,"Keeler Township, Precinct 1",68,13,87,0
1594646000001,"Lawrence Township, Precinct 1",129,15,161,0
1596300000001,"Paw Paw Township, Precinct 1",217,21,163,0
1596300000002,"Paw Paw Township, Precinct 2",230,24,285,0
1596428000001,"Pine Grove Township, Precinct 1",147,17,199,0
1596576000001,"Porter Township, Precinct 1",162,23,185,0
1597500000001,"South Haven Charter Township, Precinct 1",126,3,194,0
1597500000002,"South Haven Charter Township, Precinct 2",91,10,108,0
1598482000001,"Waverly Township, Precinct 1",135,4,134,0
