id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1054964001001,"City of Ludington, Precinct 1",114,14,115,0
1054964002001,"City of Ludington, Precinct 2",110,11,97,0
1054964003001,"City of Ludington, Precinct 3",118,3,115,0
1054964004001,"City of Ludington, Precinct 4",80,6,62,0
1054964005001,"City of Ludington, Precinct 5",78,16,85,1
1054964006001,"City of Ludington, Precinct 6",113,4,62,0
1057208000001,"City of Scottville, Precinct 1",41,5,36,0
1050198000001,"Amber Township, Precinct 1",112,10,143,1
1051002000001,"Branch Township, Precinct 1",80,4,68,0
1051944000001,"Custer Township, Precinct 1",25,10,54,0
1052482000001,"Eden Township, Precinct 1",42,3,19,1
1053062000001,"Free Soil Township, Precinct 1",41,3,34,0
1053432000001,"Grant Township, Precinct 1",57,8,67,0
1053622000001,"Hamlin Township, Precinct 1",262,32,321,0
1054914000001,"Logan Township, Precinct 1",15,3,25,0
1055264000001,"Meade Township, Precinct 1",8,2,7,0
1056360000001,"Pere Marquette Charter Township, Precinct 1",158,19,187,0
1056886000001,"Riverton Township, Precinct 1",50,8,62,0
1057306000001,"Sheridan Township, Precinct 1",37,9,78,1
1057324000001,"Sherman Township, Precinct 1",40,7,42,0
1057722000001,"Summit Township, Precinct 1",72,7,78,0
1058236000001,"Victory Township, Precinct 1",78,5,58,0
