id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1054964001001,"City of Ludington, Precinct 1",27,132,74,4,0
1054964002001,"City of Ludington, Precinct 2",40,76,37,4,0
1054964003001,"City of Ludington, Precinct 3",23,112,60,1,0
1054964004001,"City of Ludington, Precinct 4",18,48,31,7,1
1054964005001,"City of Ludington, Precinct 5",32,77,40,2,1
1054964006001,"City of Ludington, Precinct 6",12,62,44,7,2
1057208000001,"City of Scottville, Precinct 1",21,55,34,3,3
1050198000001,"Amber Township, Precinct 1",81,183,113,10,0
1051002000001,"Branch Township, Precinct 1",24,76,72,3,2
1051944000001,"Custer Township, Precinct 1",39,107,78,6,0
1052482000001,"Eden Township, Precinct 1",20,41,43,2,0
1053062000001,"Free Soil Township, Precinct 1",18,65,79,6,0
1053432000001,"Grant Township, Precinct 1",25,54,71,2,0
1053622000001,"Hamlin Township, Precinct 1",105,405,184,14,3
1054914000001,"Logan Township, Precinct 1",15,28,27,2,0
1055264000001,"Meade Township, Precinct 1",6,10,15,1,0
1056360000001,"Pere Marquette Charter Township, Precinct 1",64,204,110,8,0
1056886000001,"Riverton Township, Precinct 1",21,93,62,1,2
1057306000001,"Sheridan Township, Precinct 1",28,69,74,5,0
1057324000001,"Sherman Township, Precinct 1",16,79,68,2,1
1057722000001,"Summit Township, Precinct 1",28,94,50,1,0
1058236000001,"Victory Township, Precinct 1",34,125,65,1,1
