id,name,ballots,registered,turnout
1618916000003,"Ypsilanti Township, Precinct 3",980,3354,29.2188431723
1610418000002,"Augusta Township, Precinct 2",1662,4013,41.4153999501
1618916000011,"Ypsilanti Township, Precinct 11",1557,4627,33.6503133779
1615828000002,"Northfield Township, Precinct 2",947,2139,44.2730247779
1618914003002,"City of Ypsilanti, Ward 3, Precinct 2",1498,2814,53.2338308457
1618916000001,"Ypsilanti Township, Precinct 1",676,2521,26.8147560491
1618916000006,"Ypsilanti Township, Precinct 6",1735,4084,42.4828599412
1614978000001,"Lyndon Township, Precinct 1",1138,2310,49.264069264
1611502000002,"City of Chelsea, Precinct 2",1060,1953,54.2754736303
1612216000002,"City of Dexter, Precinct 2",781,1418,55.0775740479
1617194000001,"Scio Township, Precinct 1",992,2071,47.8995654273
1612218000002,"Dexter Township, Precinct 2",897,1954,45.9058341862
1618916000002,"Ypsilanti Township, Precinct 2",891,2638,33.7755875663
1618510000002,"Webster Township, Precinct 2",1337,2869,46.6016033461
1615828000001,"Northfield Township, Precinct 1",1054,2734,38.5515727871
1618916000009,"Ypsilanti Township, Precinct 9",1818,4395,41.3651877133
1618910000002,"York Township, Precinct 2",1769,4220,41.9194312796
1615828000003,"Northfield Township, Precinct 3",683,2177,31.3734497014
1614912000002,"Lodi Township, Precinct 2",504,1257,40.0954653937
1618914001001,"City of Ypsilanti, Ward 1, Precinct 1",372,1668,22.3021582733
1617756000003,"Superior Township, Precinct 3",520,1798,28.9210233592
1611056000001,"Bridgewater Township, Precinct 1",534,1383,38.6117136659
1611502000001,"City of Chelsea, Precinct 1",1376,2691,51.1334076551
1617756000005,"Superior Township, Precinct 5",1230,2785,44.1651705565
1617113000001,"Salem Township, Precinct 1",778,1870,41.6042780748
1616456000004,"Pittsfield Charter Township, Precinct 4",1109,2599,42.6702577914
1617780000001,"Sylvan Township, Precinct 1",1421,3040,46.7434210526
1617756000004,"Superior Township, Precinct 4",832,2650,31.396226415
1617756000001,"Superior Township, Precinct 1",853,1715,49.7376093294
1618916000007,"Ypsilanti Township, Precinct 7",1481,3752,39.4722814498
1610418000001,"Augusta Township, Precinct 1",993,2073,47.9015918958
1617116000001,"Saline Township, Precinct 1",770,2141,35.9645025688
1617113000002,"Salem Township, Precinct 2",720,2359,30.521407376
1612218000003,"Dexter Township, Precinct 3",549,1130,48.5840707964
1614746000001,"Lima Township, Precinct 1",1511,3363,44.9301219149
1618916000005,"Ypsilanti Township, Precinct 5",1073,3710,28.921832884
1617113000003,"Salem Township, Precinct 3",555,1408,39.4176136363
1618916000008,"Ypsilanti Township, Precinct 8",1478,4251,34.7682898141
1613052000001,"Freedom Township, Precinct 1",511,1171,43.6379163108
1617756000002,"Superior Township, Precinct 2",1187,2540,46.7322834645
1618914001002,"City of Ypsilanti, Ward 1, Precinct 2",679,1619,41.9394688079
1617194000003,"Scio Township, Precinct 3",1995,3440,57.9941860465
1612218000001,"Dexter Township, Precinct 1",1167,2473,47.1896482005
1617276000001,"Sharon Township, Precinct 1",626,1576,39.7208121827
1616456000008,"Pittsfield Charter Township, Precinct 8",939,2531,37.0999604899
1616456000009,"Pittsfield Charter Township, Precinct 9",1260,2613,48.2204362801
1617194000005,"Scio Township, Precinct 5",1342,3336,40.2278177458
1614912000001,"Lodi Township, Precinct 1",1971,3978,49.5475113122
1617114000002,"City of Saline, Precinct 2",1822,3916,46.5270684371
1616456000006,"Pittsfield Charter Township, Precinct 6",1244,3533,35.2108689499
1616456000007,"Pittsfield Charter Township, Precinct 7",1679,3965,42.3455233291
1616456000005,"Pittsfield Charter Township, Precinct 5",987,2197,44.9248975876
1612216000001,"City of Dexter, Precinct 1",1056,2140,49.3457943925
1615068000002,"Manchester Township, Precinct 2",858,2208,38.8586956521
1618914002001,"City of Ypsilanti, Ward 2, Precinct 1",1907,3208,59.4451371571
1618910000001,"York Township, Precinct 1",835,2218,37.6465284039
1617194000002,"Scio Township, Precinct 2",1723,3244,53.1134401972
1615066000001,"City of Manchester, Precinct 1",683,1723,39.6401625072
,"City of Milan, Precinct 1W",1220,3004,40.6125166444
1618916000004,"Ypsilanti Township, Precinct 4",1574,3764,41.8172157279
1616456000003,"Pittsfield Charter Township, Precinct 3",1871,3710,50.4312668463
1616456000002,"Pittsfield Charter Township, Precinct 2",1939,3981,48.7063551871
1618914002004,"City of Ypsilanti, Ward 2, Precinct 4",111,664,16.7168674698
1618914001003,"City of Ypsilanti, Ward 1, Precinct 3",414,1264,32.7531645569
1618914003001,"City of Ypsilanti, Ward 3, Precinct 1",262,951,27.5499474237
1610300002021,"City of Ann Arbor, Ward 2, Precinct 21",1074,2102,51.0941960038
1610300001010,"City of Ann Arbor, Ward 1, Precinct 10",1091,2145,50.8624708624
1610300002018,"City of Ann Arbor, Ward 2, Precinct 18",1004,1682,59.690844233
1610300002013,"City of Ann Arbor, Ward 2, Precinct 13",1122,2208,50.8152173913
1610300001005,"City of Ann Arbor, Ward 1, Precinct 5",740,1332,55.5555555555
1610300005051,"City of Ann Arbor, Ward 5, Precinct 51",1101,2145,51.3286713286
1610300001006,"City of Ann Arbor, Ward 1, Precinct 6",399,1185,33.6708860759
1610300001007,"City of Ann Arbor, Ward 1, Precinct 7",98,1092,8.9743589743
1610300005050,"City of Ann Arbor, Ward 5, Precinct 50",1204,1825,65.9726027397
1610300001004,"City of Ann Arbor, Ward 1, Precinct 4",273,671,40.6855439642
1610300005044,"City of Ann Arbor, Ward 5, Precinct 44",598,1088,54.9632352941
1610300002019,"City of Ann Arbor, Ward 2, Precinct 19",1049,1922,54.5785639958
1610300005049,"City of Ann Arbor, Ward 5, Precinct 49",668,1098,60.8378870673
1610300002014,"City of Ann Arbor, Ward 2, Precinct 14",233,1991,11.7026619789
1610300005042,"City of Ann Arbor, Ward 5, Precinct 42",393,2139,18.3730715287
1610300005043,"City of Ann Arbor, Ward 5, Precinct 43",985,1865,52.8150134048
1610300005047,"City of Ann Arbor, Ward 5, Precinct 47",1059,1707,62.0386643233
1610300003023,"City of Ann Arbor, Ward 3, Precinct 23",197,2007,9.8156452416
1610300004031,"City of Ann Arbor, Ward 4, Precinct 31",73,874,8.3524027459
1610300004032,"City of Ann Arbor, Ward 4, Precinct 32",115,984,11.6869918699
1610300005048,"City of Ann Arbor, Ward 5, Precinct 48",496,1466,33.8335607094
1610300003022,"City of Ann Arbor, Ward 3, Precinct 22",107,2799,3.8227938549
1610300004033,"City of Ann Arbor, Ward 4, Precinct 33",1494,3217,46.4407833385
1610300004034,"City of Ann Arbor, Ward 4, Precinct 34",1059,1794,59.0301003344
1610300004037,"City of Ann Arbor, Ward 4, Precinct 37",1240,1865,66.4879356568
1610300003029,"City of Ann Arbor, Ward 3, Precinct 29",1012,1705,59.3548387096
1610300004036,"City of Ann Arbor, Ward 4, Precinct 36",1007,1898,53.0558482613
1610300003030,"City of Ann Arbor, Ward 3, Precinct 30",935,1941,48.1710458526
1610300003026,"City of Ann Arbor, Ward 3, Precinct 26",819,2433,33.6621454993
1610300003027,"City of Ann Arbor, Ward 3, Precinct 27",684,1574,43.4561626429
1610300005045,"City of Ann Arbor, Ward 5, Precinct 45",2317,3645,63.5665294924
1610300001008,"City of Ann Arbor, Ward 1, Precinct 8",984,1533,64.1878669275
1610300001002,"City of Ann Arbor, Ward 1, Precinct 2",524,2109,24.8458985301
1610300004038,"City of Ann Arbor, Ward 4, Precinct 38",680,1764,38.5487528344
1610300004039,"City of Ann Arbor, Ward 4, Precinct 39",1532,2775,55.2072072072
1610300001009,"City of Ann Arbor, Ward 1, Precinct 9",1279,3083,41.4855660071
1610300005052,"City of Ann Arbor, Ward 5, Precinct 52",1629,2357,69.1132795927
1610300003024,"City of Ann Arbor, Ward 3, Precinct 24",2072,3550,58.366197183
1610300003028,"City of Ann Arbor, Ward 3, Precinct 28",1399,2192,63.8229927007
1610300001001,"City of Ann Arbor, Ward 1, Precinct 1",69,1175,5.8723404255
1617114000001,"City of Saline, Precinct 1",1739,3323,52.3322299127
1617194000004,"Scio Township, Precinct 4",1197,2352,50.8928571428
1616456000001,"Pittsfield Charter Township, Precinct 1",963,2114,45.5534531693
1618916000010,"Ypsilanti Township, Precinct 10",2015,4681,43.0463576158
1618510000001,"Webster Township, Precinct 1",1307,2681,48.7504662439
1610300002016,"City of Ann Arbor, Ward 2, Precinct 16",1936,3282,58.988421694
1610302000001,"Ann Arbor Township, Precinct 1",1953,3858,50.6220839813
