id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
550020000001,"Acme Township, Precinct 1",385,,,0,339,46
550020000002,"Acme Township, Precinct 2",227,,,0,213,14
550888000001,"Blair Township, Precinct 1",221,,,0,179,42
550888000002,"Blair Township, Precinct 2",238,,,0,211,27
550888000003,"Blair Township, Precinct 3",191,,,0,166,25
552380000001,"East Bay Township, Precinct 1",321,,,0,274,47
552380000004,"East Bay Township, Precinct 4",358,,,0,307,51
552380000005,"East Bay Township, Precinct 5",282,,,0,242,40
552380000006,"East Bay Township, Precinct 6",668,,,0,589,79
552802000001,"Fife Lake Township, Precinct 1",120,,,0,100,20
553158000001,"Garfield Township, Precinct 1",310,,,0,287,23
553158000002,"Garfield Township, Precinct 2",468,,,2,415,51
553158000003,"Garfield Township, Precinct 3",224,,,0,196,28
553158000004,"Garfield Township, Precinct 4",339,,,0,293,46
553158000005,"Garfield Township, Precinct 5",588,,,1,536,51
553158000006,"Garfield Township, Precinct 6",332,,,0,298,34
553158000007,"Garfield Township, Precinct 7",165,,,0,144,21
553424000001,"Grant Township, Precinct 1",20,,,0,17,3
553496000001,"Green Lake Township, Precinct 1",316,,,0,282,34
553496000002,"Green Lake Township, Precinct 2",219,,,0,195,24
553496000003,"Green Lake Township, Precinct 3",213,,,0,197,16
554924000001,"Long Lake Township, Precinct 1",651,,,0,590,61
554924000002,"Long Lake Township, Precinct 2",605,,,1,545,59
555248000001,"Mayfield Township, Precinct 1",7,,,0,7,0
556232000001,"Paradise Township, Precinct 1",21,,,0,20,1
556232000002,"Paradise Township, Precinct 2",19,,,0,16,3
556334000001,"Peninsula Township, Precinct 1",612,,,1,571,40
556334000002,"Peninsula Township, Precinct 2",652,,,0,596,56
558132000001,"Union Township, Precinct 1",3,,,0,3,0
558704000001,"Whitewater Township, Precinct 1",335,,,0,298,37
558034000001,"Traverse City, Precinct 1",518,,,1,470,47
558034000003,"Traverse City, Precinct 3",503,,,0,459,44
558034000007,"Traverse City, Precinct 7",364,,,0,311,53
558034000008,"Traverse City, Precinct 8",447,,,1,400,46
558034000009,"Traverse City, Precinct 9",427,,,0,397,30
558034000010,"Traverse City, Precinct 10",487,,,0,427,60
