id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
550020000001,"Acme Township, Precinct 1",585,,,0,494,91
550020000002,"Acme Township, Precinct 2",351,,,0,312,39
550888000001,"Blair Township, Precinct 1",398,,,2,321,75
550888000002,"Blair Township, Precinct 2",334,,,1,276,57
550888000003,"Blair Township, Precinct 3",284,,,0,240,44
552380000001,"East Bay Township, Precinct 1",469,,,0,390,79
552380000004,"East Bay Township, Precinct 4",505,,,0,428,77
552380000005,"East Bay Township, Precinct 5",392,,,0,323,69
552380000006,"East Bay Township, Precinct 6",888,,,0,764,124
552802000001,"Fife Lake Township, Precinct 1",196,,,0,159,37
553158000001,"Garfield Township, Precinct 1",478,,,0,420,58
553158000002,"Garfield Township, Precinct 2",669,,,4,581,84
553158000003,"Garfield Township, Precinct 3",370,,,0,309,61
553158000004,"Garfield Township, Precinct 4",508,,,0,427,81
553158000005,"Garfield Township, Precinct 5",823,,,1,730,92
553158000006,"Garfield Township, Precinct 6",467,,,1,404,62
553158000007,"Garfield Township, Precinct 7",273,,,1,233,39
553424000001,"Grant Township, Precinct 1",142,,,0,118,24
553496000001,"Green Lake Township, Precinct 1",434,,,0,371,63
553496000002,"Green Lake Township, Precinct 2",350,,,0,298,52
553496000003,"Green Lake Township, Precinct 3",318,,,0,280,38
554924000001,"Long Lake Township, Precinct 1",963,,,0,839,124
554924000002,"Long Lake Township, Precinct 2",949,,,3,827,119
555248000001,"Mayfield Township, Precinct 1",150,,,0,118,32
556232000001,"Paradise Township, Precinct 1",286,,,0,242,44
556232000002,"Paradise Township, Precinct 2",219,,,1,188,30
556334000001,"Peninsula Township, Precinct 1",835,,,1,767,67
556334000002,"Peninsula Township, Precinct 2",886,,,1,787,98
558132000001,"Union Township, Precinct 1",65,,,0,55,10
558704000001,"Whitewater Township, Precinct 1",469,,,0,413,56
558034000001,"Traverse City, Precinct 1",781,,,1,690,90
558034000003,"Traverse City, Precinct 3",797,,,3,697,97
558034000007,"Traverse City, Precinct 7",624,,,0,516,108
558034000008,"Traverse City, Precinct 8",699,,,2,599,98
558034000009,"Traverse City, Precinct 9",646,,,0,577,69
558034000010,"Traverse City, Precinct 10",729,,,2,615,112
