id,name,board,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,22,1,28,0,512,210,0,0,51,41.02
130534000001,"Baraga Township, Precinct 1",,65,7,48,0,1301,264,0,0,120,20.29
130534000002,"Baraga Township, Precinct 2",,55,5,59,0,1185,354,0,0,119,29.87
131860000001,"Covington Township, Precinct 1",,10,1,24,0,381,122,0,0,35,32.02
134556000001,"L'Anse Township, Precinct 1",,161,43,161,1,3226,898,0,0,365,27.84
137600000001,"Spurr Township, Precinct 1",,27,4,35,0,289,123,0,0,66,42.56
