id,name,board,Mike Rogers,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,142,0,512,210,0,0,142,41.02
130534000001,"Baraga Township, Precinct 1",,125,1,1301,264,0,0,125,20.29
130534000002,"Baraga Township, Precinct 2",,205,0,1185,354,0,0,205,29.87
131860000001,"Covington Township, Precinct 1",,78,1,381,122,0,0,78,32.02
134556000001,"L'Anse Township, Precinct 1",,468,1,3226,898,0,0,468,27.84
137600000001,"Spurr Township, Precinct 1",,53,0,289,123,0,0,53,42.56
