id,name,board,Callie Barr,Kyle Blomquist,Wayne Stiles,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,29,16,2,0,512,210,0,0,47,41.02
130534000001,"Baraga Township, Precinct 1",,79,35,9,0,1301,264,0,0,123,20.29
130534000002,"Baraga Township, Precinct 2",,85,27,4,0,1185,354,0,0,116,29.87
131860000001,"Covington Township, Precinct 1",,21,9,3,0,381,122,0,0,33,32.02
134556000001,"L'Anse Township, Precinct 1",,236,115,13,0,3226,898,0,0,364,27.84
137600000001,"Spurr Township, Precinct 1",,48,15,1,0,289,123,0,0,64,42.56
