id,name,board,Jack Bergman,Matthew DenOtter,Justin Michal,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,132,7,11,0,512,210,0,0,150,41.02
130534000001,"Baraga Township, Precinct 1",,90,8,30,0,1301,264,0,0,128,20.29
130534000002,"Baraga Township, Precinct 2",,141,25,58,0,1185,354,0,0,224,29.87
131860000001,"Covington Township, Precinct 1",,62,9,9,1,381,122,0,0,80,32.02
134556000001,"L'Anse Township, Precinct 1",,364,49,73,0,3226,898,0,0,486,27.84
137600000001,"Spurr Township, Precinct 1",,39,9,5,0,289,123,0,0,53,42.56
