id,name,board,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,24,77,45,3,0,512,210,0,0,149,41.02
130534000001,"Baraga Township, Precinct 1",,7,53,64,5,0,1301,264,0,0,129,20.29
130534000002,"Baraga Township, Precinct 2",,31,87,100,4,0,1185,354,0,0,222,29.87
131860000001,"Covington Township, Precinct 1",,6,38,35,4,1,381,122,0,0,83,32.02
134556000001,"L'Anse Township, Precinct 1",,77,227,185,2,1,3226,898,0,0,491,27.84
137600000001,"Spurr Township, Precinct 1",,4,20,28,1,0,289,123,0,0,53,42.56
