id,name,board,Beau Matthew LaFave,David Prestin,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,96,55,0,512,210,0,0,151,41.02
130534000001,"Baraga Township, Precinct 1",,65,61,0,1301,264,0,0,126,20.29
130534000002,"Baraga Township, Precinct 2",,108,117,0,1185,354,0,0,225,29.87
131860000001,"Covington Township, Precinct 1",,33,46,1,381,122,0,0,79,32.02
134556000001,"L'Anse Township, Precinct 1",,264,225,0,3226,898,0,0,489,27.84
137600000001,"Spurr Township, Precinct 1",,22,29,0,289,123,0,0,51,42.56
