id,name,board,Jocelyn Benson,Christopher Robert Swanson,Justin Blackburn Qualified Write In,Unresolved Write-In,registered,ballots,over_votes,under_votes,total,turnout
130366000001,"Arvon Township, Precinct 1",,42,6,0,0,512,210,0,0,48,41.02
130534000001,"Baraga Township, Precinct 1",,100,21,0,1,1301,264,0,0,121,20.29
130534000002,"Baraga Township, Precinct 2",,104,13,0,0,1185,354,0,0,117,29.87
131860000001,"Covington Township, Precinct 1",,28,5,0,0,381,122,0,0,33,32.02
134556000001,"L'Anse Township, Precinct 1",,327,41,0,0,3226,898,0,0,368,27.84
137600000001,"Spurr Township, Precinct 1",,56,10,0,0,289,123,0,0,66,42.56
