id,name,Ben Ambrose,Jamie Hill,Clyde Welford,Write-in
851488000001,"Chase Township, Precinct 1",20,28,11,2
851510000002,"Cherry Valley Township, Precinct 2",6,16,20,0
852280000003,"Dover Township, Precinct 3",9,5,5,0
852480000004,"Eden Township, Precinct 4",15,23,9,0
852526000005,"Elk Township, Precinct 5",39,70,36,1
852544000006,"Ellsworth Township, Precinct 6",19,27,13,0
854432000007,"Lake Township, Precinct 7",36,42,17,0
855748000008,"Newkirk Township, Precinct 8",11,10,6,0
856312000010,"Peacock Township, Precinct 10",27,11,15,0
856444000011,"Pinora Township, Precinct 11",21,25,15,0
856488000012,"Pleasant Plains Township, Precinct 12",34,42,58,0
857168000015,"Sauble Township, Precinct 15",21,20,13,0
857774000016,"Sweetwater Township, Precinct 16",16,5,3,0
858506000017,"Webber Township, Precinct 17",24,39,61,1
858904000019,"Yates Township, Precinct 19",15,29,90,1
