id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
851488000001,"Chase Township, Precinct 1",52,9,1
851510000002,"Cherry Valley Township, Precinct 2",28,15,0
852280000003,"Dover Township, Precinct 3",21,1,0
852480000004,"Eden Township, Precinct 4",42,6,0
852526000005,"Elk Township, Precinct 5",145,11,1
852544000006,"Ellsworth Township, Precinct 6",61,5,0
854432000007,"Lake Township, Precinct 7",91,10,0
855748000008,"Newkirk Township, Precinct 8",24,8,0
856312000010,"Peacock Township, Precinct 10",51,8,0
856444000011,"Pinora Township, Precinct 11",52,18,0
856488000012,"Pleasant Plains Township, Precinct 12",116,20,0
857168000015,"Sauble Township, Precinct 15",54,5,0
857774000016,"Sweetwater Township, Precinct 16",21,4,0
858506000017,"Webber Township, Precinct 17",105,24,1
858904000019,"Yates Township, Precinct 19",121,21,0
