id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1111710000001,"City of Coleman, Precinct 1",65,38,0
1115378001001,"City of Midland, Ward 1, Precinct 1",401,198,1
1115378001002,"City of Midland, Ward 1, Precinct 2",300,153,1
1115378002003,"City of Midland, Ward 2, Precinct 3",374,168,1
1115378002004,"City of Midland, Ward 2, Precinct 4",594,211,1
1115378003005,"City of Midland, Ward 3, Precinct 5",465,163,1
1115378003006,"City of Midland, Ward 3, Precinct 6",591,186,1
1115378004007,"City of Midland, Ward 4, Precinct 7",611,178,3
1115378004008,"City of Midland, Ward 4, Precinct 8",629,174,1
1115378005009,"City of Midland, Ward 5, Precinct 9",568,230,2
1115378005010,"City of Midland, Ward 5, Precinct 10",619,217,0
1112483000001,"Edenville Township, Precinct 1",161,98,0
1113182000001,"Geneva Township, Precinct 1",79,41,1
1113486000001,"Greendale Township, Precinct 1",79,49,1
1113898000001,"Homer Township, Precinct 1",139,53,0
1113898000002,"Homer Township, Precinct 2",71,62,0
1113898000003,"Homer Township, Precinct 3",143,87,1
1113916000001,"Hope Township, Precinct 1",83,56,0
1114062000001,"Ingersoll Township, Precinct 1",105,75,0
1114062000002,"Ingersoll Township, Precinct 2",57,63,0
1114156000001,"Jasper Township, Precinct 1",41,48,0
1114176000001,"Jerome Township, Precinct 1",199,108,1
1114176000002,"Jerome Township, Precinct 2",143,99,0
1114616000001,"Larkin Township, Precinct 1",196,80,1
1114616000002,"Larkin Township, Precinct 2",280,117,0
1114664000001,"Lee Township, Precinct 1",96,84,1
1114664000002,"Lee Township, Precinct 2",103,62,0
1114768000001,"Lincoln Township, Precinct 1",191,145,2
1115380000001,"Midland Township, Precinct 1",144,112,0
1115432000001,"Mills Township, Precinct 1",110,94,0
1115594000001,"Mount Haley Township, Precinct 1",115,95,0
1116574000001,"Porter Township, Precinct 1",62,54,0
1118402000001,"Warren Township, Precinct 1",83,79,0
