id,name,John Moolenaar,Write-in
1111710000001,"City of Coleman, Precinct 1",111,0
1112483000001,"Edenville Township, Precinct 1",353,2
1113182000001,"Geneva Township, Precinct 1",149,0
1113486000001,"Greendale Township, Precinct 1",201,0
1114156000001,"Jasper Township, Precinct 1",123,0
1118402000001,"Warren Township, Precinct 1",261,1
