id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1111710000001,"City of Coleman, Precinct 1",65,35,0
1115378001001,"City of Midland, Ward 1, Precinct 1",122,86,1
1115378001002,"City of Midland, Ward 1, Precinct 2",94,56,1
1115378002003,"City of Midland, Ward 2, Precinct 3",97,61,1
1115378002004,"City of Midland, Ward 2, Precinct 4",170,85,1
1115378003005,"City of Midland, Ward 3, Precinct 5",147,58,1
1115378003006,"City of Midland, Ward 3, Precinct 6",162,75,1
1115378004007,"City of Midland, Ward 4, Precinct 7",166,67,3
1115378004008,"City of Midland, Ward 4, Precinct 8",172,72,1
1115378005009,"City of Midland, Ward 5, Precinct 9",172,88,1
1115378005010,"City of Midland, Ward 5, Precinct 10",203,83,0
1112483000001,"Edenville Township, Precinct 1",159,92,0
1113182000001,"Geneva Township, Precinct 1",79,41,1
1113486000001,"Greendale Township, Precinct 1",78,49,1
1113898000001,"Homer Township, Precinct 1",135,53,0
1113898000002,"Homer Township, Precinct 2",68,62,0
1113898000003,"Homer Township, Precinct 3",136,83,0
1113916000001,"Hope Township, Precinct 1",83,56,0
1114062000001,"Ingersoll Township, Precinct 1",105,72,0
1114062000002,"Ingersoll Township, Precinct 2",56,61,0
1114156000001,"Jasper Township, Precinct 1",41,48,0
1114176000001,"Jerome Township, Precinct 1",42,27,1
1114176000002,"Jerome Township, Precinct 2",28,32,0
1114616000001,"Larkin Township, Precinct 1",64,31,1
1114616000002,"Larkin Township, Precinct 2",99,49,0
1114664000001,"Lee Township, Precinct 1",89,83,1
1114664000002,"Lee Township, Precinct 2",101,61,0
1114768000001,"Lincoln Township, Precinct 1",178,141,2
1115380000001,"Midland Township, Precinct 1",139,111,0
1115432000001,"Mills Township, Precinct 1",103,90,0
1115594000001,"Mount Haley Township, Precinct 1",102,90,0
1116574000001,"Porter Township, Precinct 1",60,54,0
1118402000001,"Warren Township, Precinct 1",81,76,0
