id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1111710000001,"City of Coleman, Precinct 1",16,59,32,1,0
1115378001001,"City of Midland, Ward 1, Precinct 1",18,94,44,0,0
1115378001002,"City of Midland, Ward 1, Precinct 2",14,74,45,2,0
1115378002003,"City of Midland, Ward 2, Precinct 3",12,73,41,0,0
1115378002004,"City of Midland, Ward 2, Precinct 4",24,103,49,2,0
1115378003005,"City of Midland, Ward 3, Precinct 5",14,137,53,7,0
1115378003006,"City of Midland, Ward 3, Precinct 6",20,148,48,2,0
1115378004007,"City of Midland, Ward 4, Precinct 7",10,119,54,3,1
1115378004008,"City of Midland, Ward 4, Precinct 8",12,142,40,0,0
1115378005009,"City of Midland, Ward 5, Precinct 9",16,126,54,2,0
1115378005010,"City of Midland, Ward 5, Precinct 10",21,146,47,2,0
1112483000001,"Edenville Township, Precinct 1",47,191,129,7,2
1113182000001,"Geneva Township, Precinct 1",27,74,56,2,0
1113486000001,"Greendale Township, Precinct 1",25,107,79,5,1
1113898000001,"Homer Township, Precinct 1",20,71,40,0,1
1113898000002,"Homer Township, Precinct 2",15,82,63,6,0
1113898000003,"Homer Township, Precinct 3",27,102,50,5,0
1113916000001,"Hope Township, Precinct 1",21,128,75,6,0
1114062000001,"Ingersoll Township, Precinct 1",19,114,69,4,1
1114062000002,"Ingersoll Township, Precinct 2",15,53,71,5,0
1114156000001,"Jasper Township, Precinct 1",13,70,46,3,0
1114176000001,"Jerome Township, Precinct 1",10,79,38,1,0
1114176000002,"Jerome Township, Precinct 2",11,82,69,1,0
1114616000001,"Larkin Township, Precinct 1",30,145,72,5,0
1114616000002,"Larkin Township, Precinct 2",47,198,70,5,0
1114664000001,"Lee Township, Precinct 1",17,102,79,2,0
1114664000002,"Lee Township, Precinct 2",23,71,100,1,0
1114768000001,"Lincoln Township, Precinct 1",50,192,128,9,0
1115380000001,"Midland Township, Precinct 1",52,142,78,3,0
1115432000001,"Mills Township, Precinct 1",19,136,100,1,0
1115594000001,"Mount Haley Township, Precinct 1",19,101,83,1,0
1116574000001,"Porter Township, Precinct 1",11,62,67,2,0
1118402000001,"Warren Township, Precinct 1",43,126,99,5,0
