id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1111710000001,"City of Coleman, Precinct 1",53,4,43,0
1115378001001,"City of Midland, Ward 1, Precinct 1",144,7,56,0
1115378001002,"City of Midland, Ward 1, Precinct 2",113,4,41,0
1115378002003,"City of Midland, Ward 2, Precinct 3",118,5,40,0
1115378002004,"City of Midland, Ward 2, Precinct 4",168,4,90,2
1115378003005,"City of Midland, Ward 3, Precinct 5",131,1,79,0
1115378003006,"City of Midland, Ward 3, Precinct 6",178,5,65,0
1115378004007,"City of Midland, Ward 4, Precinct 7",159,9,70,0
1115378004008,"City of Midland, Ward 4, Precinct 8",179,5,70,0
1115378005009,"City of Midland, Ward 5, Precinct 9",191,8,71,0
1115378005010,"City of Midland, Ward 5, Precinct 10",176,5,109,1
1112483000001,"Edenville Township, Precinct 1",80,12,167,0
1113182000001,"Geneva Township, Precinct 1",47,8,66,0
1113486000001,"Greendale Township, Precinct 1",67,2,59,0
1113898000001,"Homer Township, Precinct 1",72,7,110,0
1113898000002,"Homer Township, Precinct 2",66,3,63,0
1113898000003,"Homer Township, Precinct 3",84,11,120,1
1113916000001,"Hope Township, Precinct 1",54,3,81,0
1114062000001,"Ingersoll Township, Precinct 1",66,12,101,2
1114062000002,"Ingersoll Township, Precinct 2",48,8,64,1
1114156000001,"Jasper Township, Precinct 1",23,3,63,0
1114176000001,"Jerome Township, Precinct 1",47,4,23,0
1114176000002,"Jerome Township, Precinct 2",33,3,28,0
1114616000001,"Larkin Township, Precinct 1",57,2,40,0
1114616000002,"Larkin Township, Precinct 2",87,2,65,0
1114664000001,"Lee Township, Precinct 1",65,5,105,0
1114664000002,"Lee Township, Precinct 2",65,8,93,0
1114768000001,"Lincoln Township, Precinct 1",113,20,186,1
1115380000001,"Midland Township, Precinct 1",116,16,117,0
1115432000001,"Mills Township, Precinct 1",67,8,117,0
1115594000001,"Mount Haley Township, Precinct 1",77,20,96,0
1116574000001,"Porter Township, Precinct 1",22,12,79,0
1118402000001,"Warren Township, Precinct 1",41,2,113,1
