id,name,total,over_votes,under_votes,Write-in,Abdul El-Sayed,Mallory McMorrow,Haley Stevens
1250040000001,"Addison Township, Precinct 1",6,,,0,4,1,1
1250040000002,"Addison Township, Precinct 2",6,,,0,5,0,1
1250040000003,"Addison Township, Precinct 3",3,,,0,1,0,2
1250911000001,"Bloomfield Township, Precinct 1",68,,,0,44,2,22
1250911000002,"Bloomfield Township, Precinct 2",81,,,0,64,0,17
1250911000003,"Bloomfield Township, Precinct 3",106,,,0,62,0,44
1250911000004,"Bloomfield Township, Precinct 4",34,,,0,13,1,20
1250911000005,"Bloomfield Township, Precinct 5",162,,,0,91,5,66
1250911000006,"Bloomfield Township, Precinct 6",32,,,0,17,2,13
1250911000007,"Bloomfield Township, Precinct 7",178,,,0,106,1,71
1250911000008,"Bloomfield Township, Precinct 8",127,,,0,52,1,74
1250911000009,"Bloomfield Township, Precinct 9",148,,,0,77,0,71
1250911000010,"Bloomfield Township, Precinct 10",59,,,0,32,0,27
1250911000011,"Bloomfield Township, Precinct 11",127,,,0,43,1,83
1250911000012,"Bloomfield Township, Precinct 12",53,,,0,27,1,25
1251004000001,"Brandon Township, Precinct 1",28,,,0,17,1,10
1251004000002,"Brandon Township, Precinct 2",27,,,0,12,0,15
1251004000003,"Brandon Township, Precinct 3",29,,,0,16,3,10
1251004000004,"Brandon Township, Precinct 4",31,,,0,18,1,12
1251004000005,"Brandon Township, Precinct 5",9,,,0,6,0,3
1251004000006,"Brandon Township, Precinct 6",20,,,0,14,0,6
1251764000001,"Commerce Township, Precinct 1",40,,,0,16,0,24
1251764000002,"Commerce Township, Precinct 2",26,,,0,17,1,8
1251764000003,"Commerce Township, Precinct 3",27,,,0,13,0,14
1251764000004,"Commerce Township, Precinct 4",33,,,0,23,1,9
1251764000005,"Commerce Township, Precinct 5",32,,,0,20,1,11
1251764000006,"Commerce Township, Precinct 6",38,,,0,23,0,15
1251764000007,"Commerce Township, Precinct 7",45,,,0,19,0,26
1251764000008,"Commerce Township, Precinct 8",27,,,0,15,0,12
1251764000009,"Commerce Township, Precinct 9",46,,,0,24,0,22
1251764000010,"Commerce Township, Precinct 10",30,,,0,21,1,8
1251764000011,"Commerce Township, Precinct 11",44,,,0,17,0,27
1251764000012,"Commerce Township, Precinct 12",11,,,0,4,0,7
1251764000013,"Commerce Township, Precinct 13",50,,,0,31,1,18
1251764000014,"Commerce Township, Precinct 14",9,,,0,6,0,3
1251764000015,"Commerce Township, Precinct 15",30,,,0,12,0,18
1253564000001,"Groveland Township, Precinct 1",17,,,0,7,0,10
1253564000002,"Groveland Township, Precinct 2",31,,,0,16,2,13
1253564000003,"Groveland Township, Precinct 3",19,,,0,12,0,7
1253808000001,"Highland Township, Precinct 1",55,,,0,32,0,23
1253808000002,"Highland Township, Precinct 2",54,,,0,35,1,18
1253808000003,"Highland Township, Precinct 3",41,,,0,22,1,18
1253808000004,"Highland Township, Precinct 4",47,,,0,28,2,17
1253808000005,"Highland Township, Precinct 5",28,,,0,14,0,14
1253872000001,"Holly Township, Precinct 1",9,,,0,7,0,2
1253872000002,"Holly Township, Precinct 2",11,,,0,8,0,3
1253872000003,"Holly Township, Precinct 3",21,,,0,12,0,9
1253872000004,"Holly Township, Precinct 4",8,,,0,6,0,2
1254040000001,"Independence Township, Precinct 1",28,,,0,16,0,12
1254040000002,"Independence Township, Precinct 2",44,,,0,29,1,14
1254040000003,"Independence Township, Precinct 3",34,,,0,20,0,14
1254040000004,"Independence Township, Precinct 4",72,,,0,37,1,34
1254040000005,"Independence Township, Precinct 5",69,,,0,40,0,29
1254040000006,"Independence Township, Precinct 6",46,,,0,24,2,20
1254040000007,"Independence Township, Precinct 7",72,,,0,48,0,24
1254040000008,"Independence Township, Precinct 8",44,,,0,30,2,12
1254982000001,"Lyon Township, Precinct 1",3,,,0,1,0,2
1254982000002,"Lyon Township, Precinct 2",7,,,0,5,0,2
1254982000003,"Lyon Township, Precinct 3",35,,,0,24,0,11
1254982000004,"Lyon Township, Precinct 4",8,,,0,4,0,4
1254982000005,"Lyon Township, Precinct 5",20,,,0,11,1,8
1254982000006,"Lyon Township, Precinct 6",23,,,0,15,0,8
1254982000007,"Lyon Township, Precinct 7",8,,,0,3,0,5
1254982000008,"Lyon Township, Precinct 8",20,,,0,4,1,15
1254982000009,"Lyon Township, Precinct 9",28,,,0,17,0,11
1254982000010,"Lyon Township, Precinct 10",20,,,0,11,0,9
1254982000011,"Lyon Township, Precinct 11",22,,,0,17,1,4
1255398000001,"Milford Township, Precinct 1",12,,,0,5,0,7
1255398000002,"Milford Township, Precinct 2",15,,,0,9,0,6
1255398000003,"Milford Township, Precinct 3",24,,,0,9,0,15
1255398000004,"Milford Township, Precinct 4",31,,,0,26,0,5
1255398000005,"Milford Township, Precinct 5",20,,,0,14,0,6
1255398000006,"Milford Township, Precinct 6",22,,,0,15,0,7
1255398000007,"Milford Township, Precinct 7",3,,,0,3,0,0
1255946000001,"Novi Township, Precinct 1",0,,,0,0,0,0
1255982000001,"Oakland Township, Precinct 1",32,,,0,24,0,8
1255982000002,"Oakland Township, Precinct 2",65,,,0,45,1,19
1255982000003,"Oakland Township, Precinct 3",47,,,0,30,0,17
1255982000004,"Oakland Township, Precinct 4",16,,,0,6,1,9
1255982000005,"Oakland Township, Precinct 5",46,,,0,30,0,16
1255982000006,"Oakland Township, Precinct 6",43,,,0,26,1,16
1256110000001,"Orion Township, Precinct 1",53,,,0,35,0,18
1256110000002,"Orion Township, Precinct 2",16,,,0,11,1,4
1256110000003,"Orion Township, Precinct 3",26,,,0,15,0,11
1256110000004,"Orion Township, Precinct 4",35,,,0,20,0,15
1256110000005,"Orion Township, Precinct 5",53,,,0,38,1,14
1256110000006,"Orion Township, Precinct 6",33,,,0,22,0,11
1256110000007,"Orion Township, Precinct 7",92,,,0,63,1,28
1256110000008,"Orion Township, Precinct 8",49,,,0,39,2,8
1256110000009,"Orion Township, Precinct 9",47,,,0,32,0,15
1256110000010,"Orion Township, Precinct 10",52,,,0,34,0,18
1256110000011,"Orion Township, Precinct 11",64,,,0,36,1,27
1256204000001,"Oxford Township, Precinct 1",32,,,0,26,0,6
1256204000002,"Oxford Township, Precinct 2",23,,,0,14,1,8
1256204000003,"Oxford Township, Precinct 3",52,,,0,39,1,12
1256204000004,"Oxford Township, Precinct 4",49,,,0,35,0,14
1256204000005,"Oxford Township, Precinct 5",26,,,0,17,0,9
1256958000001,"Rose Township, Precinct 1",9,,,0,6,0,3
1256958000002,"Rose Township, Precinct 2",28,,,0,15,0,13
1256958000003,"Rose Township, Precinct 3",15,,,0,10,1,4
1257006000001,"Royal Oak Township, Precinct 1",8,,,0,3,0,5
1257006000002,"Royal Oak Township, Precinct 2",4,,,0,2,0,2
1257492000001,"Southfield Township, Precinct 1",24,,,0,13,1,10
1257492000002,"Southfield Township, Precinct 2",31,,,0,18,1,12
1257492000003,"Southfield Township, Precinct 3",18,,,0,12,0,6
1257492000004,"Southfield Township, Precinct 4",22,,,0,12,0,10
1257492000005,"Southfield Township, Precinct 5",35,,,0,23,0,12
1257492000006,"Southfield Township, Precinct 6",8,,,0,3,0,5
1257492000007,"Southfield Township, Precinct 7",47,,,0,23,0,24
1257576000001,"Springfield Township, Precinct 1",36,,,0,19,0,17
1257576000002,"Springfield Township, Precinct 2",15,,,0,9,0,6
1257576000003,"Springfield Township, Precinct 3",27,,,0,11,3,13
1257576000004,"Springfield Township, Precinct 4",45,,,0,30,0,15
1257576000005,"Springfield Township, Precinct 5",18,,,0,11,1,6
1258424000001,"Waterford Township, Precinct 1",11,,,0,7,0,4
1258424000002,"Waterford Township, Precinct 2",32,,,0,19,1,12
1258424000003,"Waterford Township, Precinct 3",26,,,0,17,0,9
1258424000004,"Waterford Township, Precinct 4",26,,,0,18,0,8
1258424000005,"Waterford Township, Precinct 5",32,,,0,15,2,15
1258424000006,"Waterford Township, Precinct 6",25,,,0,17,0,8
1258424000007,"Waterford Township, Precinct 7",34,,,0,25,0,9
1258424000008,"Waterford Township, Precinct 8",29,,,0,20,1,8
1258424000009,"Waterford Township, Precinct 9",30,,,0,14,1,15
1258424000010,"Waterford Township, Precinct 10",21,,,0,10,0,11
1258424000011,"Waterford Township, Precinct 11",26,,,0,19,0,7
1258424000012,"Waterford Township, Precinct 12",48,,,0,28,1,19
1258424000013,"Waterford Township, Precinct 13",32,,,0,19,0,13
1258424000014,"Waterford Township, Precinct 14",19,,,0,11,0,8
1258424000015,"Waterford Township, Precinct 15",35,,,0,25,0,10
1258424000016,"Waterford Township, Precinct 16",31,,,0,15,3,13
1258424000017,"Waterford Township, Precinct 17",20,,,0,17,0,3
1258424000018,"Waterford Township, Precinct 18",23,,,0,14,0,9
1258424000019,"Waterford Township, Precinct 19",25,,,0,17,1,7
1258424000020,"Waterford Township, Precinct 20",19,,,0,7,0,12
1258424000021,"Waterford Township, Precinct 21",21,,,0,16,0,5
1258548000001,"West Bloomfield Township, Precinct 1",110,,,1,44,0,65
1258548000002,"West Bloomfield Township, Precinct 2",95,,,0,44,0,51
1258548000003,"West Bloomfield Township, Precinct 3",153,,,0,48,1,104
1258548000004,"West Bloomfield Township, Precinct 4",71,,,0,31,1,39
1258548000005,"West Bloomfield Township, Precinct 5",14,,,0,7,1,6
1258548000006,"West Bloomfield Township, Precinct 6",61,,,0,27,1,33
