id,name,total,over_votes,under_votes,Write-in,Mike Cox,John James,Perry Johnson,Aric Nesbitt
1250040000001,"Addison Township, Precinct 1",306,,,2,34,127,141,2
1250040000002,"Addison Township, Precinct 2",234,,,0,13,126,94,1
1250040000003,"Addison Township, Precinct 3",133,,,0,9,72,52,0
1250911000001,"Bloomfield Township, Precinct 1",72,,,0,7,44,21,0
1250911000002,"Bloomfield Township, Precinct 2",79,,,1,5,42,31,0
1250911000003,"Bloomfield Township, Precinct 3",185,,,0,11,123,50,1
1250911000004,"Bloomfield Township, Precinct 4",63,,,0,6,34,23,0
1250911000005,"Bloomfield Township, Precinct 5",168,,,0,15,93,58,2
1250911000006,"Bloomfield Township, Precinct 6",121,,,0,14,69,38,0
1250911000007,"Bloomfield Township, Precinct 7",137,,,0,10,84,41,2
1250911000008,"Bloomfield Township, Precinct 8",123,,,0,6,67,49,1
1250911000009,"Bloomfield Township, Precinct 9",152,,,1,17,77,56,1
1250911000010,"Bloomfield Township, Precinct 10",106,,,0,14,50,40,2
1250911000011,"Bloomfield Township, Precinct 11",243,,,0,15,138,88,2
1250911000012,"Bloomfield Township, Precinct 12",108,,,0,7,63,38,0
1251004000001,"Brandon Township, Precinct 1",261,,,0,38,116,101,6
1251004000002,"Brandon Township, Precinct 2",282,,,1,32,135,114,0
1251004000003,"Brandon Township, Precinct 3",382,,,2,26,202,147,5
1251004000004,"Brandon Township, Precinct 4",335,,,0,30,160,143,2
1251004000005,"Brandon Township, Precinct 5",82,,,0,14,40,26,2
1251004000006,"Brandon Township, Precinct 6",157,,,0,21,90,46,0
1251764000001,"Commerce Township, Precinct 1",186,,,0,16,103,67,0
1251764000002,"Commerce Township, Precinct 2",134,,,0,13,62,58,1
1251764000003,"Commerce Township, Precinct 3",110,,,0,14,55,40,1
1251764000004,"Commerce Township, Precinct 4",176,,,0,21,89,66,0
1251764000005,"Commerce Township, Precinct 5",224,,,1,9,119,93,2
1251764000006,"Commerce Township, Precinct 6",105,,,1,5,55,44,0
1251764000007,"Commerce Township, Precinct 7",219,,,0,14,121,78,6
1251764000008,"Commerce Township, Precinct 8",185,,,0,8,97,80,0
1251764000009,"Commerce Township, Precinct 9",201,,,1,7,109,83,1
1251764000010,"Commerce Township, Precinct 10",184,,,0,15,94,75,0
1251764000011,"Commerce Township, Precinct 11",153,,,0,18,80,53,2
1251764000012,"Commerce Township, Precinct 12",112,,,0,19,37,56,0
1251764000013,"Commerce Township, Precinct 13",180,,,0,12,100,66,2
1251764000014,"Commerce Township, Precinct 14",130,,,0,15,64,50,1
1251764000015,"Commerce Township, Precinct 15",159,,,0,10,91,58,0
1253564000001,"Groveland Township, Precinct 1",148,,,1,13,79,55,0
1253564000002,"Groveland Township, Precinct 2",194,,,0,21,113,59,1
1253564000003,"Groveland Township, Precinct 3",247,,,1,24,130,88,4
1253808000001,"Highland Township, Precinct 1",294,,,0,21,172,99,2
1253808000002,"Highland Township, Precinct 2",333,,,0,26,148,157,2
1253808000003,"Highland Township, Precinct 3",322,,,0,20,145,157,0
1253808000004,"Highland Township, Precinct 4",313,,,1,23,131,155,3
1253808000005,"Highland Township, Precinct 5",235,,,1,18,111,103,2
1253872000001,"Holly Township, Precinct 1",154,,,0,14,84,54,2
1253872000002,"Holly Township, Precinct 2",184,,,3,11,96,73,1
1253872000003,"Holly Township, Precinct 3",251,,,0,17,139,89,6
1253872000004,"Holly Township, Precinct 4",245,,,1,22,133,87,2
1254040000001,"Independence Township, Precinct 1",262,,,1,38,138,82,3
1254040000002,"Independence Township, Precinct 2",333,,,0,25,199,106,3
1254040000003,"Independence Township, Precinct 3",366,,,0,40,197,129,0
1254040000004,"Independence Township, Precinct 4",366,,,1,38,195,123,9
1254040000005,"Independence Township, Precinct 5",327,,,1,32,168,125,1
1254040000006,"Independence Township, Precinct 6",248,,,0,23,139,84,2
1254040000007,"Independence Township, Precinct 7",269,,,1,20,151,96,1
1254040000008,"Independence Township, Precinct 8",266,,,1,29,150,84,2
1254982000001,"Lyon Township, Precinct 1",55,,,0,7,27,20,1
1254982000002,"Lyon Township, Precinct 2",45,,,0,7,15,22,1
1254982000003,"Lyon Township, Precinct 3",97,,,1,8,63,25,0
1254982000004,"Lyon Township, Precinct 4",124,,,0,8,62,53,1
1254982000005,"Lyon Township, Precinct 5",92,,,0,9,47,36,0
1254982000006,"Lyon Township, Precinct 6",157,,,1,9,85,62,0
1254982000007,"Lyon Township, Precinct 7",16,,,0,2,10,4,0
1254982000008,"Lyon Township, Precinct 8",146,,,0,19,93,33,1
1254982000009,"Lyon Township, Precinct 9",175,,,0,24,82,69,0
1254982000010,"Lyon Township, Precinct 10",72,,,1,7,31,32,1
1254982000011,"Lyon Township, Precinct 11",127,,,1,12,56,57,1
1255398000001,"Milford Township, Precinct 1",261,,,0,15,117,127,2
1255398000002,"Milford Township, Precinct 2",181,,,0,9,78,93,1
1255398000003,"Milford Township, Precinct 3",102,,,0,2,34,66,0
1255398000004,"Milford Township, Precinct 4",320,,,1,8,169,141,1
1255398000005,"Milford Township, Precinct 5",183,,,0,16,79,87,1
1255398000006,"Milford Township, Precinct 6",110,,,0,8,57,45,0
1255398000007,"Milford Township, Precinct 7",100,,,0,3,50,47,0
1255946000001,"Novi Township, Precinct 1",27,,,0,5,17,5,0
1255982000001,"Oakland Township, Precinct 1",144,,,0,22,77,45,0
1255982000002,"Oakland Township, Precinct 2",297,,,0,26,182,89,0
1255982000003,"Oakland Township, Precinct 3",245,,,0,17,140,88,0
1255982000004,"Oakland Township, Precinct 4",144,,,0,13,74,57,0
1255982000005,"Oakland Township, Precinct 5",186,,,0,8,117,59,2
1255982000006,"Oakland Township, Precinct 6",190,,,0,19,104,67,0
1256110000001,"Orion Township, Precinct 1",357,,,0,29,216,107,5
1256110000002,"Orion Township, Precinct 2",242,,,0,31,124,85,2
1256110000003,"Orion Township, Precinct 3",233,,,0,29,118,84,2
1256110000004,"Orion Township, Precinct 4",277,,,0,26,131,119,1
1256110000005,"Orion Township, Precinct 5",242,,,0,30,130,81,1
1256110000006,"Orion Township, Precinct 6",168,,,0,15,90,61,2
1256110000007,"Orion Township, Precinct 7",295,,,0,41,151,102,1
1256110000008,"Orion Township, Precinct 8",316,,,0,42,163,110,1
1256110000009,"Orion Township, Precinct 9",145,,,0,17,89,38,1
1256110000010,"Orion Township, Precinct 10",160,,,0,20,87,53,0
1256110000011,"Orion Township, Precinct 11",223,,,2,25,129,67,0
1256204000001,"Oxford Township, Precinct 1",239,,,1,38,134,66,0
1256204000002,"Oxford Township, Precinct 2",409,,,0,50,204,154,1
1256204000003,"Oxford Township, Precinct 3",547,,,0,60,284,196,7
1256204000004,"Oxford Township, Precinct 4",294,,,0,35,150,107,2
1256204000005,"Oxford Township, Precinct 5",211,,,1,23,118,68,1
1256958000001,"Rose Township, Precinct 1",128,,,0,7,68,52,1
1256958000002,"Rose Township, Precinct 2",218,,,0,15,124,77,2
1256958000003,"Rose Township, Precinct 3",206,,,0,15,118,73,0
1257006000001,"Royal Oak Township, Precinct 1",3,,,0,0,1,2,0
