id,name,total,over_votes,under_votes,Write-in,Mike Cox,John James,Perry Johnson,Aric Nesbitt
1250040000001,"Addison Township, Precinct 1",582,,,2,77,251,248,4
1250040000002,"Addison Township, Precinct 2",520,,,0,43,301,175,1
1250040000003,"Addison Township, Precinct 3",256,,,0,19,132,103,2
1250911000001,"Bloomfield Township, Precinct 1",203,,,0,22,129,52,0
1250911000002,"Bloomfield Township, Precinct 2",225,,,1,30,114,80,0
1250911000003,"Bloomfield Township, Precinct 3",587,,,0,64,367,153,3
1250911000004,"Bloomfield Township, Precinct 4",228,,,0,52,110,65,1
1250911000005,"Bloomfield Township, Precinct 5",574,,,0,79,306,184,5
1250911000006,"Bloomfield Township, Precinct 6",357,,,0,55,194,106,2
1250911000007,"Bloomfield Township, Precinct 7",492,,,0,70,275,143,4
1250911000008,"Bloomfield Township, Precinct 8",337,,,1,34,172,128,2
1250911000009,"Bloomfield Township, Precinct 9",424,,,1,54,236,130,3
1250911000010,"Bloomfield Township, Precinct 10",355,,,0,63,185,101,6
1250911000011,"Bloomfield Township, Precinct 11",780,,,3,70,495,207,5
1250911000012,"Bloomfield Township, Precinct 12",268,,,0,19,151,94,4
1251004000001,"Brandon Township, Precinct 1",426,,,1,59,184,175,7
1251004000002,"Brandon Township, Precinct 2",533,,,1,69,254,208,1
1251004000003,"Brandon Township, Precinct 3",598,,,2,54,290,246,6
1251004000004,"Brandon Township, Precinct 4",564,,,0,80,244,235,5
1251004000005,"Brandon Township, Precinct 5",105,,,0,22,48,33,2
1251004000006,"Brandon Township, Precinct 6",223,,,0,29,126,68,0
1251764000001,"Commerce Township, Precinct 1",417,,,0,48,220,147,2
1251764000002,"Commerce Township, Precinct 2",327,,,0,51,141,133,2
1251764000003,"Commerce Township, Precinct 3",309,,,0,66,131,109,3
1251764000004,"Commerce Township, Precinct 4",353,,,0,39,161,150,3
1251764000005,"Commerce Township, Precinct 5",463,,,1,56,223,180,3
1251764000006,"Commerce Township, Precinct 6",252,,,1,24,133,91,3
1251764000007,"Commerce Township, Precinct 7",499,,,1,58,263,168,9
1251764000008,"Commerce Township, Precinct 8",454,,,0,69,222,163,0
1251764000009,"Commerce Township, Precinct 9",447,,,1,44,233,167,2
1251764000010,"Commerce Township, Precinct 10",357,,,0,41,182,134,0
1251764000011,"Commerce Township, Precinct 11",353,,,0,47,176,127,3
1251764000012,"Commerce Township, Precinct 12",204,,,0,34,85,85,0
1251764000013,"Commerce Township, Precinct 13",382,,,0,42,200,136,4
1251764000014,"Commerce Township, Precinct 14",175,,,0,23,90,61,1
1251764000015,"Commerce Township, Precinct 15",326,,,1,44,169,110,2
1253564000001,"Groveland Township, Precinct 1",275,,,2,31,135,106,1
1253564000002,"Groveland Township, Precinct 2",305,,,0,36,162,105,2
1253564000003,"Groveland Township, Precinct 3",447,,,3,60,210,169,5
1253808000001,"Highland Township, Precinct 1",707,,,3,83,365,254,2
1253808000002,"Highland Township, Precinct 2",768,,,0,74,357,332,5
1253808000003,"Highland Township, Precinct 3",765,,,0,77,349,336,3
1253808000004,"Highland Township, Precinct 4",667,,,2,82,277,299,7
1253808000005,"Highland Township, Precinct 5",418,,,2,40,214,157,5
1253872000001,"Holly Township, Precinct 1",266,,,0,38,120,101,7
1253872000002,"Holly Township, Precinct 2",267,,,3,32,129,100,3
1253872000003,"Holly Township, Precinct 3",376,,,0,42,191,134,9
1253872000004,"Holly Township, Precinct 4",436,,,1,45,226,155,9
1254040000001,"Independence Township, Precinct 1",542,,,1,90,272,175,4
1254040000002,"Independence Township, Precinct 2",721,,,0,81,407,228,5
1254040000003,"Independence Township, Precinct 3",897,,,0,115,475,300,7
1254040000004,"Independence Township, Precinct 4",823,,,1,132,412,267,11
1254040000005,"Independence Township, Precinct 5",668,,,1,102,348,215,2
1254040000006,"Independence Township, Precinct 6",590,,,0,92,304,192,2
1254040000007,"Independence Township, Precinct 7",641,,,3,73,327,230,8
1254040000008,"Independence Township, Precinct 8",492,,,2,65,245,173,7
1254982000001,"Lyon Township, Precinct 1",148,,,1,21,76,48,2
1254982000002,"Lyon Township, Precinct 2",100,,,0,8,42,49,1
1254982000003,"Lyon Township, Precinct 3",195,,,1,23,98,70,3
1254982000004,"Lyon Township, Precinct 4",268,,,0,46,123,98,1
1254982000005,"Lyon Township, Precinct 5",299,,,0,56,136,106,1
1254982000006,"Lyon Township, Precinct 6",421,,,3,56,230,131,1
1254982000007,"Lyon Township, Precinct 7",49,,,0,8,30,11,0
1254982000008,"Lyon Township, Precinct 8",388,,,3,62,232,89,2
1254982000009,"Lyon Township, Precinct 9",367,,,2,57,167,141,0
1254982000010,"Lyon Township, Precinct 10",186,,,1,23,75,84,3
1254982000011,"Lyon Township, Precinct 11",379,,,1,53,167,154,4
1255398000001,"Milford Township, Precinct 1",531,,,0,48,252,227,4
1255398000002,"Milford Township, Precinct 2",335,,,1,35,149,148,2
1255398000003,"Milford Township, Precinct 3",306,,,0,36,124,145,1
1255398000004,"Milford Township, Precinct 4",702,,,1,50,343,306,2
1255398000005,"Milford Township, Precinct 5",388,,,0,43,188,154,3
1255398000006,"Milford Township, Precinct 6",275,,,0,34,136,104,1
1255398000007,"Milford Township, Precinct 7",222,,,0,19,116,83,4
1255946000001,"Novi Township, Precinct 1",28,,,0,5,18,5,0
1255982000001,"Oakland Township, Precinct 1",311,,,1,45,165,99,1
1255982000002,"Oakland Township, Precinct 2",622,,,0,80,352,187,3
1255982000003,"Oakland Township, Precinct 3",575,,,0,68,309,195,3
1255982000004,"Oakland Township, Precinct 4",298,,,0,35,153,107,3
1255982000005,"Oakland Township, Precinct 5",381,,,0,42,232,100,7
1255982000006,"Oakland Township, Precinct 6",566,,,0,86,314,162,4
1256110000001,"Orion Township, Precinct 1",631,,,1,55,370,197,8
1256110000002,"Orion Township, Precinct 2",500,,,0,70,244,180,6
1256110000003,"Orion Township, Precinct 3",481,,,0,73,252,150,6
1256110000004,"Orion Township, Precinct 4",537,,,0,79,269,187,2
1256110000005,"Orion Township, Precinct 5",444,,,0,54,241,146,3
1256110000006,"Orion Township, Precinct 6",407,,,0,48,220,135,4
1256110000007,"Orion Township, Precinct 7",598,,,0,89,334,174,1
1256110000008,"Orion Township, Precinct 8",603,,,0,104,278,218,3
1256110000009,"Orion Township, Precinct 9",354,,,0,51,190,111,2
1256110000010,"Orion Township, Precinct 10",372,,,0,55,205,109,3
1256110000011,"Orion Township, Precinct 11",476,,,3,58,251,157,7
1256204000001,"Oxford Township, Precinct 1",471,,,1,87,250,133,0
1256204000002,"Oxford Township, Precinct 2",805,,,0,109,387,305,4
1256204000003,"Oxford Township, Precinct 3",1025,,,1,152,502,359,11
1256204000004,"Oxford Township, Precinct 4",645,,,2,91,326,218,8
1256204000005,"Oxford Township, Precinct 5",500,,,1,83,257,157,2
1256958000001,"Rose Township, Precinct 1",251,,,0,21,139,90,1
1256958000002,"Rose Township, Precinct 2",425,,,0,52,203,165,5
1256958000003,"Rose Township, Precinct 3",394,,,1,51,205,134,3
1257006000001,"Royal Oak Township, Precinct 1",3,,,0,0,1,2,0
1257006000002,"Royal Oak Township, Precinct 2",5,,,0,0,4,1,0
1257492000001,"Southfield Township, Precinct 1",195,,,0,21,100,74,0
1257492000002,"Southfield Township, Precinct 2",275,,,0,22,163,89,1
1257492000003,"Southfield Township, Precinct 3",130,,,0,16,84,29,1
1257492000004,"Southfield Township, Precinct 4",158,,,0,18,87,53,0
1257492000005,"Southfield Township, Precinct 5",232,,,0,44,124,64,0
1257492000006,"Southfield Township, Precinct 6",142,,,0,21,83,38,0
1257492000007,"Southfield Township, Precinct 7",255,,,0,41,139,72,3
1257576000001,"Springfield Township, Precinct 1",596,,,1,65,304,225,1
1257576000002,"Springfield Township, Precinct 2",306,,,2,36,141,123,4
1257576000003,"Springfield Township, Precinct 3",503,,,1,61,249,188,4
1257576000004,"Springfield Township, Precinct 4",635,,,0,71,333,226,5
1257576000005,"Springfield Township, Precinct 5",364,,,2,33,202,126,1
1258424000001,"Waterford Township, Precinct 1",187,,,0,19,86,80,2
1258424000002,"Waterford Township, Precinct 2",512,,,0,79,219,210,4
1258424000003,"Waterford Township, Precinct 3",448,,,0,87,190,167,4
1258424000004,"Waterford Township, Precinct 4",506,,,0,62,241,199,4
1258424000005,"Waterford Township, Precinct 5",594,,,0,91,272,224,7
1258424000006,"Waterford Township, Precinct 6",467,,,1,60,209,191,6
1258424000007,"Waterford Township, Precinct 7",398,,,3,65,167,158,5
1258424000008,"Waterford Township, Precinct 8",439,,,0,61,204,169,5
1258424000009,"Waterford Township, Precinct 9",474,,,1,59,216,193,5
1258424000010,"Waterford Township, Precinct 10",335,,,2,53,151,127,2
1258424000011,"Waterford Township, Precinct 11",351,,,0,58,148,143,2
1258424000012,"Waterford Township, Precinct 12",446,,,0,64,218,162,2
1258424000013,"Waterford Township, Precinct 13",390,,,1,59,168,158,4
1258424000014,"Waterford Township, Precinct 14",246,,,2,30,112,98,4
1258424000015,"Waterford Township, Precinct 15",285,,,0,42,140,101,2
1258424000016,"Waterford Township, Precinct 16",416,,,0,45,203,165,3
1258424000017,"Waterford Township, Precinct 17",402,,,2,43,163,187,7
1258424000018,"Waterford Township, Precinct 18",424,,,0,56,198,158,12
1258424000019,"Waterford Township, Precinct 19",358,,,0,63,171,118,6
1258424000020,"Waterford Township, Precinct 20",361,,,1,34,190,135,1
1258424000021,"Waterford Township, Precinct 21",341,,,2,43,145,147,4
1258548000001,"West Bloomfield Township, Precinct 1",183,,,0,27,99,56,1
1258548000002,"West Bloomfield Township, Precinct 2",207,,,0,38,113,56,0
1258548000003,"West Bloomfield Township, Precinct 3",170,,,0,24,108,38,0
