id,name,total,over_votes,under_votes,Write-in,Aisha Farooqi,Jeremy Moss,John Paul Torres,Don Ufford
1257004000015,"Royal Oak, Precinct 15",260,,,0,81,113,36,30
1257786000001,"Sylvan Lake, Precinct 1",178,,,0,39,108,13,18
1258070000001,"Troy, Precinct 1",451,,,0,220,174,27,30
1258070000002,"Troy, Precinct 2",306,,,0,103,154,19,30
1258070000003,"Troy, Precinct 3",307,,,0,94,150,27,36
1258070000004,"Troy, Precinct 4",208,,,1,48,104,15,40
1258070000005,"Troy, Precinct 5",60,,,0,15,33,5,7
1258070000006,"Troy, Precinct 6",115,,,0,47,49,7,12
1258070000007,"Troy, Precinct 7",534,,,1,176,223,64,70
1258070000008,"Troy, Precinct 8",226,,,0,68,108,19,31
1258070000009,"Troy, Precinct 9",503,,,0,174,245,34,50
1258070000010,"Troy, Precinct 10",310,,,0,101,138,30,41
1258070000011,"Troy, Precinct 11",369,,,0,118,182,38,31
1258070000012,"Troy, Precinct 12",261,,,0,111,110,15,25
1258070000013,"Troy, Precinct 13",476,,,0,222,212,20,22
1258070000014,"Troy, Precinct 14",291,,,0,92,153,21,25
1258070000015,"Troy, Precinct 15",495,,,0,159,223,57,56
1258070000016,"Troy, Precinct 16",219,,,0,83,98,10,28
1258070000017,"Troy, Precinct 17",304,,,0,102,154,17,31
1258070000018,"Troy, Precinct 18",393,,,0,94,226,36,37
1258070000019,"Troy, Precinct 19",432,,,0,119,223,52,38
1258070000020,"Troy, Precinct 20",306,,,0,119,135,19,33
1258070000021,"Troy, Precinct 21",372,,,0,116,206,22,28
1258070000022,"Troy, Precinct 22",427,,,0,213,179,19,16
1258070000023,"Troy, Precinct 23",365,,,0,153,145,43,24
1258070000024,"Troy, Precinct 24",192,,,0,72,81,11,28
1258070000025,"Troy, Precinct 25",88,,,0,37,44,3,4
1258070000026,"Troy, Precinct 26",208,,,1,84,87,21,15
1258070000027,"Troy, Precinct 27",228,,,0,84,88,39,17
1258306000001,"Walled Lake, Precinct 1",157,,,0,56,67,21,13
1258306000002,"Walled Lake, Precinct 2",211,,,0,59,109,25,18
1258306000003,"Walled Lake, Precinct 3",189,,,0,51,99,24,15
1258814000001,"Wixom, Precinct 1",277,,,0,57,163,30,27
1258814000002,"Wixom, Precinct 2",273,,,0,67,132,31,43
1258814000003,"Wixom, Precinct 3",92,,,1,49,30,8,4
1258814000004,"Wixom, Precinct 4",260,,,0,68,150,16,26
