id,name,total,over_votes,under_votes,Write-in,Ray Pooley
1250040000001,"Addison Township, Precinct 1",153,,,1,152
1250040000002,"Addison Township, Precinct 2",175,,,0,175
1250040000003,"Addison Township, Precinct 3",103,,,0,103
1251004000001,"Brandon Township, Precinct 1",200,,,0,200
1251004000002,"Brandon Township, Precinct 2",188,,,2,186
1251004000003,"Brandon Township, Precinct 3",207,,,1,206
1251004000004,"Brandon Township, Precinct 4",260,,,1,259
1251004000005,"Brandon Township, Precinct 5",64,,,0,64
1251004000006,"Brandon Township, Precinct 6",76,,,0,76
1253564000001,"Groveland Township, Precinct 1",75,,,0,75
1253564000002,"Groveland Township, Precinct 2",114,,,0,114
1253564000003,"Groveland Township, Precinct 3",133,,,2,131
1333810000001,"Highland Township, Precinct 1",345,,,1,344
1253808000002,"Highland Township, Precinct 2",411,,,1,410
1253808000003,"Highland Township, Precinct 3",316,,,0,316
1253808000004,"Highland Township, Precinct 4",299,,,0,299
1253808000005,"Highland Township, Precinct 5",141,,,2,139
1253872000001,"Holly Township, Precinct 1",124,,,1,123
1253872000002,"Holly Township, Precinct 2",142,,,0,142
1253872000003,"Holly Township, Precinct 3",171,,,0,171
1253872000004,"Holly Township, Precinct 4",213,,,0,213
1254040000001,"Independence Township, Precinct 1",285,,,1,284
1254040000002,"Independence Township, Precinct 2",320,,,1,319
1254040000003,"Independence Township, Precinct 3",421,,,0,421
1254040000004,"Independence Township, Precinct 4",391,,,0,391
1254040000005,"Independence Township, Precinct 5",450,,,0,450
1254040000006,"Independence Township, Precinct 6",405,,,1,404
1254040000007,"Independence Township, Precinct 7",331,,,3,328
1254040000008,"Independence Township, Precinct 8",299,,,0,299
1255398000001,"Milford Township, Precinct 1",234,,,0,234
1255398000005,"Milford Township, Precinct 5",303,,,1,302
1255398000007,"Milford Township, Precinct 7",156,,,0,156
1255982000001,"Oakland Township, Precinct 1",190,,,2,188
1255982000002,"Oakland Township, Precinct 2",326,,,1,325
1255982000003,"Oakland Township, Precinct 3",264,,,1,263
1255982000004,"Oakland Township, Precinct 4",189,,,1,188
1255982000005,"Oakland Township, Precinct 5",265,,,0,265
1255982000006,"Oakland Township, Precinct 6",234,,,1,233
1256110000001,"Orion Township, Precinct 1",376,,,0,376
1256110000002,"Orion Township, Precinct 2",182,,,1,181
1256110000003,"Orion Township, Precinct 3",190,,,1,189
1256110000004,"Orion Township, Precinct 4",220,,,0,220
1256110000005,"Orion Township, Precinct 5",233,,,2,231
1256110000006,"Orion Township, Precinct 6",235,,,0,235
1256110000007,"Orion Township, Precinct 7",364,,,0,364
1256110000008,"Orion Township, Precinct 8",349,,,0,349
1256110000009,"Orion Township, Precinct 9",284,,,0,284
1256110000010,"Orion Township, Precinct 10",224,,,0,224
1256110000011,"Orion Township, Precinct 11",320,,,0,320
1256204000001,"Oxford Township, Precinct 1",247,,,0,247
1256204000002,"Oxford Township, Precinct 2",316,,,1,315
1256204000003,"Oxford Township, Precinct 3",456,,,2,454
1256204000004,"Oxford Township, Precinct 4",336,,,1,335
1256204000005,"Oxford Township, Precinct 5",269,,,2,267
1296960000001,"Rose Township, Precinct 1",127,,,0,127
1256958000002,"Rose Township, Precinct 2",168,,,0,168
1256958000003,"Rose Township, Precinct 3",133,,,2,131
1257576000001,"Springfield Township, Precinct 1",201,,,0,201
1257576000002,"Springfield Township, Precinct 2",128,,,0,128
1257576000003,"Springfield Township, Precinct 3",158,,,0,158
1257576000004,"Springfield Township, Precinct 4",258,,,0,258
1257576000005,"Springfield Township, Precinct 5",158,,,0,158
1258686000001,"White Lake Township, Precinct 1",53,,,0,53
1258245000001,"Clarkston, Precinct 1",7,,,0,7
0492776000002,"Fenton, Precinct 2",0,,,0,0
