id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
1250040000001,"Addison Township, Precinct 1",283,,,0,241,42
1250040000002,"Addison Township, Precinct 2",332,,,2,288,42
1250040000003,"Addison Township, Precinct 3",180,,,0,153,27
1250911000001,"Bloomfield Township, Precinct 1",403,,,2,321,80
1250911000002,"Bloomfield Township, Precinct 2",679,,,3,557,119
1250911000003,"Bloomfield Township, Precinct 3",1183,,,5,1003,175
1250911000004,"Bloomfield Township, Precinct 4",437,,,2,395,40
1250911000005,"Bloomfield Township, Precinct 5",1318,,,3,1152,163
1250911000006,"Bloomfield Township, Precinct 6",567,,,2,498,67
1250911000007,"Bloomfield Township, Precinct 7",1327,,,5,1140,182
1250911000008,"Bloomfield Township, Precinct 8",1093,,,1,972,120
1250911000009,"Bloomfield Township, Precinct 9",1464,,,2,1242,220
1250911000010,"Bloomfield Township, Precinct 10",643,,,0,572,71
1250911000011,"Bloomfield Township, Precinct 11",1282,,,1,1104,177
1250911000012,"Bloomfield Township, Precinct 12",507,,,0,444,63
1251004000001,"Brandon Township, Precinct 1",383,,,1,268,114
1251004000002,"Brandon Township, Precinct 2",393,,,0,321,72
1251004000003,"Brandon Township, Precinct 3",415,,,0,317,98
1251004000004,"Brandon Township, Precinct 4",459,,,1,387,71
1251004000005,"Brandon Township, Precinct 5",156,,,0,122,34
1251004000006,"Brandon Township, Precinct 6",215,,,0,153,62
1251764000001,"Commerce Township, Precinct 1",418,,,1,350,67
1251764000002,"Commerce Township, Precinct 2",434,,,2,357,75
1251764000003,"Commerce Township, Precinct 3",757,,,2,676,79
1251764000004,"Commerce Township, Precinct 4",482,,,0,409,73
1251764000005,"Commerce Township, Precinct 5",493,,,3,432,58
1251764000006,"Commerce Township, Precinct 6",408,,,0,343,65
1251764000007,"Commerce Township, Precinct 7",508,,,0,431,77
1251764000008,"Commerce Township, Precinct 8",499,,,0,419,80
1251764000009,"Commerce Township, Precinct 9",588,,,1,502,85
1251764000010,"Commerce Township, Precinct 10",490,,,2,405,83
1251764000011,"Commerce Township, Precinct 11",526,,,1,480,45
1251764000012,"Commerce Township, Precinct 12",263,,,2,211,50
1251764000013,"Commerce Township, Precinct 13",609,,,4,507,98
1251764000014,"Commerce Township, Precinct 14",243,,,0,196,47
1251764000015,"Commerce Township, Precinct 15",403,,,0,337,66
1253564000001,"Groveland Township, Precinct 1",169,,,0,124,45
1253564000002,"Groveland Township, Precinct 2",251,,,0,182,69
1253564000003,"Groveland Township, Precinct 3",295,,,3,228,64
1253808000001,"Highland Township, Precinct 1",648,,,4,545,99
1253808000002,"Highland Township, Precinct 2",673,,,2,547,124
1253808000003,"Highland Township, Precinct 3",598,,,1,503,94
1253808000004,"Highland Township, Precinct 4",560,,,0,451,109
1253808000005,"Highland Township, Precinct 5",315,,,0,259,56
1253872000001,"Holly Township, Precinct 1",388,,,0,303,85
1253872000002,"Holly Township, Precinct 2",346,,,2,236,108
1253872000003,"Holly Township, Precinct 3",442,,,0,289,153
1253872000004,"Holly Township, Precinct 4",441,,,1,305,135
1254040000001,"Independence Township, Precinct 1",514,,,0,423,91
1254040000002,"Independence Township, Precinct 2",691,,,0,579,112
1254040000003,"Independence Township, Precinct 3",844,,,2,714,128
1254040000004,"Independence Township, Precinct 4",796,,,0,652,144
1254040000005,"Independence Township, Precinct 5",869,,,3,706,160
1254040000006,"Independence Township, Precinct 6",825,,,1,695,129
1254040000007,"Independence Township, Precinct 7",655,,,1,535,119
1254040000008,"Independence Township, Precinct 8",620,,,1,489,130
1254982000001,"Lyon Township, Precinct 1",194,,,1,159,34
1254982000002,"Lyon Township, Precinct 2",135,,,0,99,36
1254982000003,"Lyon Township, Precinct 3",327,,,0,264,63
1254982000004,"Lyon Township, Precinct 4",360,,,0,288,72
1254982000005,"Lyon Township, Precinct 5",317,,,0,269,48
1254982000006,"Lyon Township, Precinct 6",483,,,2,395,86
1254982000007,"Lyon Township, Precinct 7",129,,,0,106,23
1254982000008,"Lyon Township, Precinct 8",385,,,1,319,65
1254982000009,"Lyon Township, Precinct 9",603,,,0,494,109
1254982000010,"Lyon Township, Precinct 10",259,,,0,211,48
1254982000011,"Lyon Township, Precinct 11",420,,,0,340,80
1255398000001,"Milford Township, Precinct 1",522,,,2,417,103
1255398000002,"Milford Township, Precinct 2",339,,,2,273,64
1255398000003,"Milford Township, Precinct 3",363,,,2,321,40
1255398000004,"Milford Township, Precinct 4",691,,,0,582,109
1255398000005,"Milford Township, Precinct 5",654,,,2,569,83
1255398000006,"Milford Township, Precinct 6",409,,,1,348,60
1255398000007,"Milford Township, Precinct 7",325,,,3,274,48
1255946000001,"Novi Township, Precinct 1",42,,,1,33,8
1255982000001,"Oakland Township, Precinct 1",400,,,2,354,44
1255982000002,"Oakland Township, Precinct 2",612,,,2,507,103
1255982000003,"Oakland Township, Precinct 3",535,,,0,457,78
1255982000004,"Oakland Township, Precinct 4",336,,,0,295,41
1255982000005,"Oakland Township, Precinct 5",593,,,0,501,92
1255982000006,"Oakland Township, Precinct 6",487,,,0,413,74
1256110000001,"Orion Township, Precinct 1",781,,,2,642,137
1256110000002,"Orion Township, Precinct 2",394,,,4,325,65
1256110000003,"Orion Township, Precinct 3",397,,,1,322,74
1256110000004,"Orion Township, Precinct 4",422,,,0,354,68
