id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
1250040000001,"Addison Township, Precinct 1",85,,,0,58,27
1250040000002,"Addison Township, Precinct 2",97,,,2,83,12
1250040000003,"Addison Township, Precinct 3",51,,,0,39,12
1250911000001,"Bloomfield Township, Precinct 1",120,,,1,87,32
1250911000002,"Bloomfield Township, Precinct 2",209,,,2,148,59
1250911000003,"Bloomfield Township, Precinct 3",364,,,1,276,87
1250911000004,"Bloomfield Township, Precinct 4",124,,,2,104,18
1250911000005,"Bloomfield Township, Precinct 5",356,,,0,300,56
1250911000006,"Bloomfield Township, Precinct 6",190,,,0,150,40
1250911000007,"Bloomfield Township, Precinct 7",323,,,0,258,65
1250911000008,"Bloomfield Township, Precinct 8",295,,,1,234,60
1250911000009,"Bloomfield Township, Precinct 9",404,,,2,310,92
1250911000010,"Bloomfield Township, Precinct 10",152,,,0,130,22
1250911000011,"Bloomfield Township, Precinct 11",368,,,0,297,71
1250911000012,"Bloomfield Township, Precinct 12",162,,,0,126,36
1251004000001,"Brandon Township, Precinct 1",128,,,0,72,56
1251004000002,"Brandon Township, Precinct 2",139,,,0,96,43
1251004000003,"Brandon Township, Precinct 3",141,,,0,92,49
1251004000004,"Brandon Township, Precinct 4",135,,,0,95,40
1251004000005,"Brandon Township, Precinct 5",77,,,0,60,17
1251004000006,"Brandon Township, Precinct 6",114,,,0,75,39
1251764000001,"Commerce Township, Precinct 1",160,,,0,121,39
1251764000002,"Commerce Township, Precinct 2",139,,,1,102,36
1251764000003,"Commerce Township, Precinct 3",186,,,0,150,36
1251764000004,"Commerce Township, Precinct 4",157,,,0,118,39
1251764000005,"Commerce Township, Precinct 5",135,,,1,108,26
1251764000006,"Commerce Township, Precinct 6",157,,,0,117,40
1251764000007,"Commerce Township, Precinct 7",129,,,0,100,29
1251764000008,"Commerce Township, Precinct 8",161,,,0,127,34
1251764000009,"Commerce Township, Precinct 9",252,,,0,202,50
1251764000010,"Commerce Township, Precinct 10",172,,,0,131,41
1251764000011,"Commerce Township, Precinct 11",173,,,0,152,21
1251764000012,"Commerce Township, Precinct 12",107,,,2,82,23
1251764000013,"Commerce Township, Precinct 13",211,,,1,166,44
1251764000014,"Commerce Township, Precinct 14",128,,,0,101,27
1251764000015,"Commerce Township, Precinct 15",144,,,0,109,35
1253564000001,"Groveland Township, Precinct 1",63,,,0,45,18
1253564000002,"Groveland Township, Precinct 2",102,,,0,65,37
1253564000003,"Groveland Township, Precinct 3",124,,,1,88,35
1253808000001,"Highland Township, Precinct 1",197,,,3,149,45
1253808000002,"Highland Township, Precinct 2",176,,,0,134,42
1253808000003,"Highland Township, Precinct 3",183,,,0,134,49
1253808000004,"Highland Township, Precinct 4",165,,,0,112,53
1253808000005,"Highland Township, Precinct 5",110,,,0,83,27
1253872000001,"Holly Township, Precinct 1",224,,,0,162,62
1253872000002,"Holly Township, Precinct 2",183,,,1,107,75
1253872000003,"Holly Township, Precinct 3",227,,,0,140,87
1253872000004,"Holly Township, Precinct 4",182,,,1,119,62
1254040000001,"Independence Township, Precinct 1",167,,,0,122,45
1254040000002,"Independence Township, Precinct 2",256,,,0,187,69
1254040000003,"Independence Township, Precinct 3",261,,,1,185,75
1254040000004,"Independence Township, Precinct 4",283,,,0,200,83
1254040000005,"Independence Township, Precinct 5",297,,,1,219,77
1254040000006,"Independence Township, Precinct 6",321,,,1,254,66
1254040000007,"Independence Township, Precinct 7",223,,,1,154,68
1254040000008,"Independence Township, Precinct 8",244,,,1,174,69
1254982000001,"Lyon Township, Precinct 1",58,,,0,42,16
1254982000002,"Lyon Township, Precinct 2",32,,,0,20,12
1254982000003,"Lyon Township, Precinct 3",100,,,0,70,30
1254982000004,"Lyon Township, Precinct 4",142,,,0,110,32
1254982000005,"Lyon Township, Precinct 5",81,,,0,71,10
1254982000006,"Lyon Township, Precinct 6",192,,,1,141,50
1254982000007,"Lyon Township, Precinct 7",55,,,0,42,13
1254982000008,"Lyon Township, Precinct 8",147,,,1,111,35
1254982000009,"Lyon Township, Precinct 9",266,,,0,201,65
1254982000010,"Lyon Township, Precinct 10",91,,,0,67,24
