id,name,total,over_votes,under_votes,Write-in,Ethan Baker
1130908000001,"Bloomfield Township, Precinct 1",65,,,0,65
1250911000002,"Bloomfield Township, Precinct 2",66,,,1,65
1250911000003,"Bloomfield Township, Precinct 3",155,,,1,154
1250911000004,"Bloomfield Township, Precinct 4",55,,,0,55
1250911000005,"Bloomfield Township, Precinct 5",147,,,0,147
1250911000006,"Bloomfield Township, Precinct 6",102,,,0,102
1250911000007,"Bloomfield Township, Precinct 7",118,,,0,118
1250911000008,"Bloomfield Township, Precinct 8",110,,,0,110
1250911000009,"Bloomfield Township, Precinct 9",124,,,0,124
1250911000010,"Bloomfield Township, Precinct 10",89,,,0,89
1250911000011,"Bloomfield Township, Precinct 11",217,,,1,216
1250911000012,"Bloomfield Township, Precinct 12",95,,,1,94
1251764000001,"Commerce Township, Precinct 1",155,,,0,155
1251764000002,"Commerce Township, Precinct 2",105,,,1,104
1251764000003,"Commerce Township, Precinct 3",100,,,0,100
1251764000004,"Commerce Township, Precinct 4",152,,,0,152
1251764000005,"Commerce Township, Precinct 5",190,,,0,190
1251764000006,"Commerce Township, Precinct 6",89,,,0,89
1251764000007,"Commerce Township, Precinct 7",201,,,0,201
1251764000008,"Commerce Township, Precinct 8",160,,,0,160
1251764000009,"Commerce Township, Precinct 9",180,,,0,180
1251764000010,"Commerce Township, Precinct 10",161,,,1,160
1251764000011,"Commerce Township, Precinct 11",135,,,0,135
1251764000012,"Commerce Township, Precinct 12",94,,,0,94
1251764000013,"Commerce Township, Precinct 13",146,,,1,145
1251764000014,"Commerce Township, Precinct 14",117,,,0,117
1251764000015,"Commerce Township, Precinct 15",139,,,2,137
1254040000007,"Independence Township, Precinct 7",0,,,0,0
1257006000001,"Royal Oak Township, Precinct 1",3,,,1,2
1257006000002,"Royal Oak Township, Precinct 2",0,,,0,0
1258424000001,"Waterford Township, Precinct 1",66,,,0,66
1258424000002,"Waterford Township, Precinct 2",197,,,2,195
1258424000003,"Waterford Township, Precinct 3",189,,,0,189
1258424000004,"Waterford Township, Precinct 4",209,,,0,209
1258424000005,"Waterford Township, Precinct 5",237,,,0,237
1258424000006,"Waterford Township, Precinct 6",201,,,0,201
1258424000007,"Waterford Township, Precinct 7",185,,,0,185
1258424000008,"Waterford Township, Precinct 8",164,,,0,164
1258424000009,"Waterford Township, Precinct 9",167,,,0,167
1258424000010,"Waterford Township, Precinct 10",122,,,0,122
1258424000011,"Waterford Township, Precinct 11",155,,,0,155
1258424000012,"Waterford Township, Precinct 12",152,,,0,152
1258424000013,"Waterford Township, Precinct 13",194,,,0,194
1258424000014,"Waterford Township, Precinct 14",109,,,1,108
1258424000015,"Waterford Township, Precinct 15",140,,,0,140
1258424000016,"Waterford Township, Precinct 16",172,,,1,171
