id,name,total,over_votes,under_votes,Write-in,Ethan Baker
1258424000017,"Waterford Township, Precinct 17",165,,,4,161
1258424000018,"Waterford Township, Precinct 18",178,,,0,178
1258424000019,"Waterford Township, Precinct 19",145,,,0,145
1258424000020,"Waterford Township, Precinct 20",166,,,1,165
1258424000021,"Waterford Township, Precinct 21",145,,,2,143
1258548000001,"West Bloomfield Township, Precinct 1",53,,,0,53
1258548000002,"West Bloomfield Township, Precinct 2",54,,,0,54
1258548000003,"West Bloomfield Township, Precinct 3",55,,,0,55
1258548000004,"West Bloomfield Township, Precinct 4",37,,,0,37
1258548000005,"West Bloomfield Township, Precinct 5",69,,,0,69
1258548000006,"West Bloomfield Township, Precinct 6",136,,,0,136
1258548000007,"West Bloomfield Township, Precinct 7",118,,,0,118
1258548000008,"West Bloomfield Township, Precinct 8",67,,,0,67
1258548000009,"West Bloomfield Township, Precinct 9",29,,,0,29
1258548000010,"West Bloomfield Township, Precinct 10",41,,,0,41
1258548000011,"West Bloomfield Township, Precinct 11",56,,,0,56
1258548000012,"West Bloomfield Township, Precinct 12",107,,,0,107
1258548000013,"West Bloomfield Township, Precinct 13",49,,,0,49
1258548000014,"West Bloomfield Township, Precinct 14",180,,,0,180
1258548000015,"West Bloomfield Township, Precinct 15",119,,,0,119
1258548000016,"West Bloomfield Township, Precinct 16",52,,,0,52
1258548000017,"West Bloomfield Township, Precinct 17",63,,,1,62
1258548000018,"West Bloomfield Township, Precinct 18",35,,,0,35
1258548000019,"West Bloomfield Township, Precinct 19",60,,,2,58
1258548000020,"West Bloomfield Township, Precinct 20",44,,,1,43
1258686000002,"White Lake Township, Precinct 2",195,,,0,195
1258686000003,"White Lake Township, Precinct 3",234,,,1,233
1258686000004,"White Lake Township, Precinct 4",154,,,1,153
1258686000005,"White Lake Township, Precinct 5",261,,,0,261
1258686000006,"White Lake Township, Precinct 6",290,,,1,289
1258686000007,"White Lake Township, Precinct 7",260,,,1,259
1258686000008,"White Lake Township, Precinct 8",268,,,1,267
1258686000009,"White Lake Township, Precinct 9",301,,,2,299
1250410500001,"Auburn Hills, Precinct 1",72,,,0,72
1250410500002,"Auburn Hills, Precinct 2",103,,,2,101
1250410500003,"Auburn Hills, Precinct 3",72,,,0,72
1250410500004,"Auburn Hills, Precinct 4",82,,,1,81
1250410500005,"Auburn Hills, Precinct 5",76,,,0,76
1250410500006,"Auburn Hills, Precinct 6",113,,,0,113
1250410500007,"Auburn Hills, Precinct 7",62,,,0,62
1250766000001,"Berkley, Precinct 1",152,,,1,151
1250766000002,"Berkley, Precinct 2",142,,,0,142
1250766000003,"Berkley, Precinct 3",119,,,1,118
1250766000004,"Berkley, Precinct 4",104,,,0,104
1250864000001,"Birmingham, Precinct 1",140,,,1,139
1250864000002,"Birmingham, Precinct 2",154,,,1,153
1250864000003,"Birmingham, Precinct 3",93,,,0,93
1250864000004,"Birmingham, Precinct 4",135,,,0,135
1250864000005,"Birmingham, Precinct 5",110,,,0,110
1250918000001,"Bloomfield Hills, Precinct 1",85,,,0,85
1250918000002,"Bloomfield Hills, Precinct 2",59,,,0,59
1251616000001,"Clawson, Precinct 1",111,,,0,111
1251616000002,"Clawson, Precinct 2",95,,,0,95
1251616000003,"Clawson, Precinct 3",134,,,0,134
1251616000004,"Clawson, Precinct 4",102,,,0,102
1252738000001,"Farmington, Precinct 1",87,,,1,86
1252738000002,"Farmington, Precinct 2",127,,,1,126
1252738000003,"Farmington, Precinct 3",142,,,0,142
1252744000001,"Farmington Hills, Precinct 1",37,,,1,36
1252744000002,"Farmington Hills, Precinct 2",41,,,0,41
1252744000003,"Farmington Hills, Precinct 3",75,,,0,75
1252744000004,"Farmington Hills, Precinct 4",54,,,2,52
1252744000005,"Farmington Hills, Precinct 5",63,,,0,63
1252744000006,"Farmington Hills, Precinct 6",74,,,0,74
1252744000007,"Farmington Hills, Precinct 7",59,,,0,59
1252744000008,"Farmington Hills, Precinct 8",83,,,0,83
1252744000009,"Farmington Hills, Precinct 9",95,,,0,95
1252744000010,"Farmington Hills, Precinct 10",45,,,0,45
1252744000011,"Farmington Hills, Precinct 11",110,,,1,109
1252744000012,"Farmington Hills, Precinct 12",106,,,1,105
1252744000013,"Farmington Hills, Precinct 13",76,,,0,76
1252744000014,"Farmington Hills, Precinct 14",95,,,0,95
1252744000015,"Farmington Hills, Precinct 15",20,,,0,20
1252744000016,"Farmington Hills, Precinct 16",132,,,1,131
1252744000017,"Farmington Hills, Precinct 17",77,,,0,77
1252744000018,"Farmington Hills, Precinct 18",85,,,0,85
1252744000019,"Farmington Hills, Precinct 19",136,,,0,136
1252744000020,"Farmington Hills, Precinct 20",112,,,0,112
1252744000021,"Farmington Hills, Precinct 21",78,,,0,78
1252744000022,"Farmington Hills, Precinct 22",65,,,1,64
1252744000023,"Farmington Hills, Precinct 23",69,,,0,69
1252788000001,"Ferndale, Precinct 1",40,,,0,40
1252788000002,"Ferndale, Precinct 2",35,,,0,35
1252788000003,"Ferndale, Precinct 3",22,,,1,21
1252788000004,"Ferndale, Precinct 4",33,,,1,32
1252788000005,"Ferndale, Precinct 5",31,,,1,30
1252788000006,"Ferndale, Precinct 6",69,,,0,69
1253742000001,"Hazel Park, Precinct 1",64,,,0,64
1253742000002,"Hazel Park, Precinct 2",68,,,0,68
1253742000003,"Hazel Park, Precinct 3",69,,,0,69
1253742000004,"Hazel Park, Precinct 4",63,,,1,62
1253742000005,"Hazel Park, Precinct 5",76,,,1,75
1253742000006,"Hazel Park, Precinct 6",40,,,0,40
1254000000001,"Huntington Woods, Precinct 1",32,,,0,32
1254000000002,"Huntington Woods, Precinct 2",27,,,0,27
1254000000003,"Huntington Woods, Precinct 3",45,,,0,45
1254246000001,"Keego Harbor, Precinct 1",111,,,1,110
1254444000001,"Lake Angelus, Precinct 1",83,,,0,83
1255056000001,"Madison Heights, Precinct 1",85,,,0,85
1255056000002,"Madison Heights, Precinct 2",102,,,0,102
1255056000003,"Madison Heights, Precinct 3",77,,,0,77
1255056000004,"Madison Heights, Precinct 4",131,,,1,130
1255056000005,"Madison Heights, Precinct 5",65,,,0,65
1255056000006,"Madison Heights, Precinct 6",189,,,1,188
1255056000007,"Madison Heights, Precinct 7",110,,,1,109
1255944000012,"Novi, Precinct 12",44,,,0,44
1255944000013,"Novi, Precinct 13",58,,,0,58
1255944000014,"Novi, Precinct 14",10,,,0,10
1255992000001,"Oak Park, Precinct 1",27,,,0,27
1255992000002,"Oak Park, Precinct 2",17,,,1,16
1255992000003,"Oak Park, Precinct 3",7,,,0,7
1255992000004,"Oak Park, Precinct 4",15,,,0,15
1255992000005,"Oak Park, Precinct 5",8,,,0,8
1255992000006,"Oak Park, Precinct 6",11,,,0,11
1255992000007,"Oak Park, Precinct 7",5,,,0,5
1255992000008,"Oak Park, Precinct 8",13,,,0,13
1255992000009,"Oak Park, Precinct 9",28,,,0,28
1255992000010,"Oak Park, Precinct 10",33,,,0,33
1256102000001,"Orchard Lake, Precinct 1",267,,,0,267
1256490000001,"Pleasant Ridge, Precinct 1",69,,,0,69
1256544001001,"Pontiac, Precinct 1",7,,,0,7
1256544001002,"Pontiac, Precinct 2",12,,,0,12
1256544001003,"Pontiac, Precinct 3",22,,,0,22
1256544002004,"Pontiac, Precinct 4",53,,,0,53
1256544002005,"Pontiac, Precinct 5",27,,,0,27
1256544002006,"Pontiac, Precinct 6",9,,,0,9
1256544003007,"Pontiac, Precinct 7",43,,,0,43
1256544003008,"Pontiac, Precinct 8",44,,,1,43
1256544004009,"Pontiac, Precinct 9",60,,,0,60
1256544004010,"Pontiac, Precinct 10",33,,,0,33
1256544005011,"Pontiac, Precinct 11",25,,,0,25
1256544005012,"Pontiac, Precinct 12",17,,,0,17
1256544006013,"Pontiac, Precinct 13",6,,,0,6
1256544006014,"Pontiac, Precinct 14",9,,,0,9
1257004000001,"Royal Oak, Precinct 1",104,,,0,104
1257004000002,"Royal Oak, Precinct 2",88,,,0,88
1257004000003,"Royal Oak, Precinct 3",135,,,1,134
1257004000004,"Royal Oak, Precinct 4",124,,,0,124
1257004000005,"Royal Oak, Precinct 5",109,,,1,108
1257004000006,"Royal Oak, Precinct 6",174,,,0,174
1257004000007,"Royal Oak, Precinct 7",210,,,1,209
1257004000008,"Royal Oak, Precinct 8",147,,,1,146
1257004000009,"Royal Oak, Precinct 9",121,,,0,121
1257004000010,"Royal Oak, Precinct 10",60,,,0,60
1257004000011,"Royal Oak, Precinct 11",63,,,0,63
1257004000012,"Royal Oak, Precinct 12",88,,,0,88
1257004000013,"Royal Oak, Precinct 13",104,,,1,103
1257004000014,"Royal Oak, Precinct 14",126,,,0,126
1257004000015,"Royal Oak, Precinct 15",37,,,0,37
1257786000001,"Sylvan Lake, Precinct 1",109,,,0,109
1258070000001,"Troy, Precinct 1",184,,,1,183
1258070000002,"Troy, Precinct 2",97,,,0,97
1258070000003,"Troy, Precinct 3",103,,,0,103
1258070000004,"Troy, Precinct 4",96,,,0,96
1258070000005,"Troy, Precinct 5",46,,,1,45
1258070000006,"Troy, Precinct 6",42,,,0,42
1258070000007,"Troy, Precinct 7",148,,,1,147
1258070000008,"Troy, Precinct 8",86,,,0,86
1258070000009,"Troy, Precinct 9",136,,,1,135
1258070000010,"Troy, Precinct 10",105,,,1,104
1258070000011,"Troy, Precinct 11",110,,,3,107
1258070000012,"Troy, Precinct 12",83,,,0,83
1258070000013,"Troy, Precinct 13",136,,,0,136
1258070000014,"Troy, Precinct 14",94,,,1,93
1258070000015,"Troy, Precinct 15",194,,,1,193
1258070000016,"Troy, Precinct 16",92,,,0,92
1258070000017,"Troy, Precinct 17",81,,,1,80
1258070000018,"Troy, Precinct 18",107,,,0,107
1258070000019,"Troy, Precinct 19",126,,,1,125
1258070000020,"Troy, Precinct 20",121,,,2,119
1258070000021,"Troy, Precinct 21",127,,,4,123
1258070000022,"Troy, Precinct 22",129,,,0,129
1258070000023,"Troy, Precinct 23",139,,,0,139
1258070000024,"Troy, Precinct 24",50,,,1,49
1258070000025,"Troy, Precinct 25",28,,,0,28
1258070000026,"Troy, Precinct 26",68,,,0,68
1258070000027,"Troy, Precinct 27",56,,,1,55
1258306000001,"Walled Lake, Precinct 1",60,,,1,59
1258306000002,"Walled Lake, Precinct 2",104,,,1,103
1258306000003,"Walled Lake, Precinct 3",82,,,0,82
1258814000001,"Wixom, Precinct 1",181,,,0,181
1258814000002,"Wixom, Precinct 2",175,,,0,175
1258814000003,"Wixom, Precinct 3",46,,,1,45
1258814000004,"Wixom, Precinct 4",144,,,1,143
