id,name,total,over_votes,under_votes,Write-in,Aisha Farooqi,Jeremy Moss,John Paul Torres,Don Ufford
1258424000006,"Waterford Township, Precinct 6",466,,,1,107,163,155,40
1258424000007,"Waterford Township, Precinct 7",520,,,1,126,168,190,35
1258424000008,"Waterford Township, Precinct 8",463,,,2,83,157,194,27
1258424000009,"Waterford Township, Precinct 9",561,,,0,101,169,247,44
1258424000010,"Waterford Township, Precinct 10",336,,,1,82,149,76,28
1258424000011,"Waterford Township, Precinct 11",417,,,1,116,141,135,24
1258424000012,"Waterford Township, Precinct 12",556,,,0,140,215,154,47
1258424000013,"Waterford Township, Precinct 13",542,,,1,114,141,247,39
1258424000014,"Waterford Township, Precinct 14",420,,,0,126,132,135,27
1258424000015,"Waterford Township, Precinct 15",505,,,0,164,161,146,34
1258424000016,"Waterford Township, Precinct 16",507,,,0,117,174,189,27
1258424000017,"Waterford Township, Precinct 17",555,,,1,142,166,210,36
1258424000018,"Waterford Township, Precinct 18",539,,,2,156,214,119,48
1258424000019,"Waterford Township, Precinct 19",505,,,2,154,182,134,33
1258424000020,"Waterford Township, Precinct 20",481,,,0,142,165,144,30
1258424000021,"Waterford Township, Precinct 21",519,,,1,134,177,178,29
1258548000001,"West Bloomfield Township, Precinct 1",894,,,1,175,609,42,67
1258548000002,"West Bloomfield Township, Precinct 2",870,,,0,207,563,46,54
1258548000003,"West Bloomfield Township, Precinct 3",1352,,,1,219,1026,48,58
1258548000004,"West Bloomfield Township, Precinct 4",620,,,1,175,350,55,39
1258548000005,"West Bloomfield Township, Precinct 5",272,,,1,71,141,31,28
1258548000006,"West Bloomfield Township, Precinct 6",732,,,2,207,411,72,40
1258548000007,"West Bloomfield Township, Precinct 7",777,,,4,197,439,77,60
1258548000008,"West Bloomfield Township, Precinct 8",1000,,,0,253,597,99,51
1258548000009,"West Bloomfield Township, Precinct 9",846,,,0,139,610,58,39
1258548000010,"West Bloomfield Township, Precinct 10",768,,,0,220,462,54,32
1258548000011,"West Bloomfield Township, Precinct 11",591,,,0,170,316,69,36
1258548000012,"West Bloomfield Township, Precinct 12",354,,,2,93,163,71,25
1258548000013,"West Bloomfield Township, Precinct 13",117,,,0,20,67,13,17
1258548000014,"West Bloomfield Township, Precinct 14",867,,,2,235,477,91,62
1258548000015,"West Bloomfield Township, Precinct 15",636,,,1,186,332,67,50
1258548000016,"West Bloomfield Township, Precinct 16",1210,,,2,297,729,111,71
1258548000017,"West Bloomfield Township, Precinct 17",893,,,2,238,524,72,57
1258548000018,"West Bloomfield Township, Precinct 18",779,,,0,194,487,52,46
1258548000019,"West Bloomfield Township, Precinct 19",1009,,,2,251,606,91,59
1258548000020,"West Bloomfield Township, Precinct 20",1461,,,1,414,867,113,66
1258686000002,"White Lake Township, Precinct 2",376,,,1,117,134,59,65
1258686000003,"White Lake Township, Precinct 3",391,,,0,126,177,43,45
1258686000004,"White Lake Township, Precinct 4",324,,,0,96,148,49,31
1258686000005,"White Lake Township, Precinct 5",584,,,0,168,251,96,69
1258686000006,"White Lake Township, Precinct 6",572,,,3,154,250,89,76
1258686000007,"White Lake Township, Precinct 7",635,,,1,192,264,125,53
1258686000008,"White Lake Township, Precinct 8",549,,,1,179,252,64,53
1258686000009,"White Lake Township, Precinct 9",666,,,3,185,290,141,47
1250410500001,"Auburn Hills, Precinct 1",304,,,0,123,117,36,28
1250410500002,"Auburn Hills, Precinct 2",739,,,0,251,374,66,48
1250410500003,"Auburn Hills, Precinct 3",359,,,0,141,165,42,11
1250410500004,"Auburn Hills, Precinct 4",320,,,0,113,135,43,29
1250410500005,"Auburn Hills, Precinct 5",360,,,1,144,158,26,31
1250410500006,"Auburn Hills, Precinct 6",666,,,1,222,353,52,38
1250410500007,"Auburn Hills, Precinct 7",402,,,0,101,232,54,15
1250766000001,"Berkley, Precinct 1",1285,,,0,446,608,102,129
1250766000002,"Berkley, Precinct 2",1280,,,0,455,602,79,144
1250766000003,"Berkley, Precinct 3",1206,,,1,451,587,77,90
1250766000004,"Berkley, Precinct 4",569,,,0,178,301,43,47
1250864000001,"Birmingham, Precinct 1",923,,,1,145,613,52,112
1250864000002,"Birmingham, Precinct 2",1010,,,1,251,574,68,116
1250864000003,"Birmingham, Precinct 3",740,,,1,124,473,34,108
1250864000004,"Birmingham, Precinct 4",1351,,,1,245,879,76,150
1250864000005,"Birmingham, Precinct 5",822,,,1,210,440,83,88
1250918000001,"Bloomfield Hills, Precinct 1",530,,,0,183,281,26,40
1250918000002,"Bloomfield Hills, Precinct 2",395,,,0,108,243,18,26
1251616000001,"Clawson, Precinct 1",656,,,1,222,306,68,59
1251616000002,"Clawson, Precinct 2",447,,,0,168,172,62,45
1251616000003,"Clawson, Precinct 3",845,,,1,335,351,72,86
1251616000004,"Clawson, Precinct 4",539,,,3,208,240,39,49
1252738000001,"Farmington, Precinct 1",445,,,0,121,252,27,45
1252738000002,"Farmington, Precinct 2",928,,,2,303,457,85,81
1252738000003,"Farmington, Precinct 3",959,,,1,392,426,55,85
1252744000001,"Farmington Hills, Precinct 1",229,,,0,73,126,20,10
1252744000002,"Farmington Hills, Precinct 2",286,,,0,98,150,25,13
1252744000003,"Farmington Hills, Precinct 3",421,,,2,120,228,47,24
1252744000004,"Farmington Hills, Precinct 4",287,,,0,94,154,18,21
1252744000005,"Farmington Hills, Precinct 5",327,,,1,162,121,26,17
1252744000006,"Farmington Hills, Precinct 6",682,,,2,167,390,72,51
1252744000007,"Farmington Hills, Precinct 7",690,,,2,179,398,61,50
1252744000008,"Farmington Hills, Precinct 8",895,,,1,305,454,52,83
1252744000009,"Farmington Hills, Precinct 9",989,,,2,390,483,48,66
1252744000010,"Farmington Hills, Precinct 10",677,,,0,194,366,72,45
1252744000011,"Farmington Hills, Precinct 11",1434,,,0,439,716,137,142
1252744000012,"Farmington Hills, Precinct 12",672,,,1,181,359,53,78
1252744000013,"Farmington Hills, Precinct 13",418,,,0,151,202,42,23
1252744000014,"Farmington Hills, Precinct 14",797,,,1,245,432,80,39
1252744000015,"Farmington Hills, Precinct 15",383,,,0,158,148,64,13
1252744000016,"Farmington Hills, Precinct 16",1192,,,0,372,653,75,92
1252744000017,"Farmington Hills, Precinct 17",805,,,0,299,426,40,40
1252744000018,"Farmington Hills, Precinct 18",684,,,2,255,317,62,48
1252744000019,"Farmington Hills, Precinct 19",833,,,0,298,324,104,107
1252744000020,"Farmington Hills, Precinct 20",598,,,1,194,291,52,60
1252744000021,"Farmington Hills, Precinct 21",766,,,1,259,404,54,48
1252744000022,"Farmington Hills, Precinct 22",274,,,0,109,110,35,20
1252744000023,"Farmington Hills, Precinct 23",247,,,0,101,89,42,15
1252788000001,"Ferndale, Precinct 1",1220,,,1,444,618,60,97
1252788000002,"Ferndale, Precinct 2",1090,,,0,557,434,42,57
1252788000003,"Ferndale, Precinct 3",1487,,,1,622,670,79,115
1252788000004,"Ferndale, Precinct 4",962,,,1,467,368,67,59
1252788000005,"Ferndale, Precinct 5",1003,,,0,499,375,56,73
1252788000006,"Ferndale, Precinct 6",1145,,,1,571,410,90,73
1253742000001,"Hazel Park, Precinct 1",573,,,2,325,186,31,29
1253742000002,"Hazel Park, Precinct 2",498,,,0,232,187,50,29
1253742000003,"Hazel Park, Precinct 3",402,,,2,213,135,31,21
1253742000004,"Hazel Park, Precinct 4",372,,,0,165,146,39,22
1253742000005,"Hazel Park, Precinct 5",460,,,1,215,175,38,31
1253742000006,"Hazel Park, Precinct 6",426,,,0,210,136,49,31
1254000000001,"Huntington Woods, Precinct 1",981,,,0,133,762,19,67
1254000000002,"Huntington Woods, Precinct 2",990,,,0,159,758,15,58
1254000000003,"Huntington Woods, Precinct 3",1105,,,1,184,824,37,59
1254246000001,"Keego Harbor, Precinct 1",344,,,0,118,152,50,24
1254444000001,"Lake Angelus, Precinct 1",38,,,0,9,18,3,8
1255056000001,"Madison Heights, Precinct 1",685,,,3,274,304,54,50
1255056000002,"Madison Heights, Precinct 2",534,,,2,220,226,51,35
1255056000003,"Madison Heights, Precinct 3",473,,,1,204,175,63,30
1255056000004,"Madison Heights, Precinct 4",680,,,1,239,322,59,59
1255056000005,"Madison Heights, Precinct 5",416,,,1,197,170,28,20
1255056000006,"Madison Heights, Precinct 6",861,,,3,287,442,84,45
1255056000007,"Madison Heights, Precinct 7",526,,,0,280,164,52,30
1255944000012,"Novi, Precinct 12",320,,,2,163,109,27,19
1255944000013,"Novi, Precinct 13",423,,,0,129,225,38,31
1255944000014,"Novi, Precinct 14",142,,,0,47,51,12,32
1255992000001,"Oak Park, Precinct 1",823,,,2,154,592,52,23
1255992000002,"Oak Park, Precinct 2",706,,,1,142,517,18,28
1255992000003,"Oak Park, Precinct 3",379,,,3,57,287,14,18
1255992000004,"Oak Park, Precinct 4",863,,,2,223,524,57,57
1255992000005,"Oak Park, Precinct 5",922,,,3,226,488,92,113
1255992000006,"Oak Park, Precinct 6",995,,,1,236,566,63,129
1255992000007,"Oak Park, Precinct 7",289,,,0,126,136,17,10
1255992000008,"Oak Park, Precinct 8",1174,,,2,332,656,61,123
1255992000009,"Oak Park, Precinct 9",556,,,0,234,248,45,29
1255992000010,"Oak Park, Precinct 10",1025,,,4,406,487,53,75
1256102000001,"Orchard Lake, Precinct 1",397,,,0,119,206,33,39
1256490000001,"Pleasant Ridge, Precinct 1",1167,,,1,299,745,57,65
1256544001001,"Pontiac, Precinct 1",605,,,3,98,353,74,77
1256544001002,"Pontiac, Precinct 2",289,,,0,63,160,37,29
1256544001003,"Pontiac, Precinct 3",623,,,3,134,365,67,54
1256544002004,"Pontiac, Precinct 4",729,,,2,153,441,98,35
1256544002005,"Pontiac, Precinct 5",504,,,2,129,274,82,17
1256544002006,"Pontiac, Precinct 6",112,,,0,36,41,28,7
1256544003007,"Pontiac, Precinct 7",278,,,1,84,126,59,8
1256544003008,"Pontiac, Precinct 8",310,,,1,72,160,59,18
1256544004009,"Pontiac, Precinct 9",623,,,0,137,292,158,36
1256544004010,"Pontiac, Precinct 10",489,,,2,155,241,67,24
1256544005011,"Pontiac, Precinct 11",411,,,3,119,202,65,22
1256544005012,"Pontiac, Precinct 12",578,,,1,112,373,73,19
1256544006013,"Pontiac, Precinct 13",602,,,3,109,385,74,31
1256544006014,"Pontiac, Precinct 14",630,,,1,122,409,57,41
1257004000001,"Royal Oak, Precinct 1",1392,,,2,513,645,87,145
1257004000002,"Royal Oak, Precinct 2",879,,,1,327,389,70,92
1257004000003,"Royal Oak, Precinct 3",1220,,,4,554,396,145,121
1257004000004,"Royal Oak, Precinct 4",1169,,,0,433,498,112,126
1257004000005,"Royal Oak, Precinct 5",1334,,,2,537,567,114,114
1257004000006,"Royal Oak, Precinct 6",1555,,,5,487,714,144,205
1257004000007,"Royal Oak, Precinct 7",1376,,,0,390,610,164,212
1257004000008,"Royal Oak, Precinct 8",1119,,,3,484,430,83,119
1257004000009,"Royal Oak, Precinct 9",1003,,,0,338,508,63,94
1257004000010,"Royal Oak, Precinct 10",660,,,1,245,295,56,63
1257004000011,"Royal Oak, Precinct 11",603,,,1,198,283,61,60
1257004000012,"Royal Oak, Precinct 12",658,,,0,219,329,39,71
1257004000013,"Royal Oak, Precinct 13",852,,,1,364,359,57,71
1257004000014,"Royal Oak, Precinct 14",794,,,1,293,362,72,66
1257004000015,"Royal Oak, Precinct 15",493,,,1,191,195,61,45
1257786000001,"Sylvan Lake, Precinct 1",399,,,0,93,225,42,39
1258070000001,"Troy, Precinct 1",841,,,3,440,284,59,55
1258070000002,"Troy, Precinct 2",527,,,0,230,213,47,37
1258070000003,"Troy, Precinct 3",480,,,0,169,212,46,53
1258070000004,"Troy, Precinct 4",322,,,2,100,140,21,59
1258070000005,"Troy, Precinct 5",130,,,0,45,58,15,12
1258070000006,"Troy, Precinct 6",226,,,1,101,90,14,20
1258070000007,"Troy, Precinct 7",942,,,2,380,335,109,116
1258070000008,"Troy, Precinct 8",448,,,0,154,184,47,63
1258070000009,"Troy, Precinct 9",784,,,0,322,339,59,64
1258070000010,"Troy, Precinct 10",555,,,0,211,215,66,63
1258070000011,"Troy, Precinct 11",600,,,0,245,240,69,46
1258070000012,"Troy, Precinct 12",415,,,0,200,147,24,44
1258070000013,"Troy, Precinct 13",783,,,0,425,278,38,42
1258070000014,"Troy, Precinct 14",513,,,0,196,228,40,49
1258070000015,"Troy, Precinct 15",946,,,0,360,379,107,100
1258070000016,"Troy, Precinct 16",502,,,0,235,173,35,59
1258070000017,"Troy, Precinct 17",522,,,1,194,220,48,59
1258070000018,"Troy, Precinct 18",635,,,1,179,329,62,64
1258070000019,"Troy, Precinct 19",837,,,1,306,333,105,92
1258070000020,"Troy, Precinct 20",572,,,0,254,212,44,62
1258070000021,"Troy, Precinct 21",691,,,0,267,327,47,50
1258070000022,"Troy, Precinct 22",731,,,1,397,259,40,34
1258070000023,"Troy, Precinct 23",635,,,1,314,205,78,37
1258070000024,"Troy, Precinct 24",302,,,0,128,114,19,41
1258070000025,"Troy, Precinct 25",153,,,0,68,72,9,4
1258070000026,"Troy, Precinct 26",420,,,3,193,143,46,35
1258070000027,"Troy, Precinct 27",499,,,2,233,157,73,34
1258306000001,"Walled Lake, Precinct 1",270,,,2,104,109,28,27
1258306000002,"Walled Lake, Precinct 2",382,,,0,138,159,46,39
1258306000003,"Walled Lake, Precinct 3",310,,,1,95,150,42,22
1258814000001,"Wixom, Precinct 1",539,,,1,170,243,65,60
1258814000002,"Wixom, Precinct 2",530,,,0,156,255,53,66
1258814000003,"Wixom, Precinct 3",273,,,2,142,92,23,14
1258814000004,"Wixom, Precinct 4",502,,,2,149,255,48,48
