id,name,Callie Barr,Kyle Blomquist,Wayne Stiles,Write-in
951748000001,"Columbus Township, Precinct 1",3,5,1,0
954454000001,"Lakefield Township, Precinct 1",37,44,3,0
955044000001,"McMillan Township, Precinct 1",88,58,23,2
956350000001,"Pentland Township, Precinct 1",71,31,13,1
