id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
951748000001,"Columbus Township, Precinct 1",2,18,10,0,0
954454000001,"Lakefield Township, Precinct 1",37,109,69,1,0
955044000001,"McMillan Township, Precinct 1",63,128,95,7,2
956350000001,"Pentland Township, Precinct 1",39,110,78,4,0
