id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
1430432000001,"Au Sable Township, Precinct 1",37,,,0,27,10
1430472000001,"Backus Township, Precinct 1",39,,,0,37,2
1432164000001,"Denton Township, Precinct 1",396,,,2,320,74
1432164000002,"Denton Township, Precinct 2",271,,,1,216,54
1433196000001,"Gerrish Township, Precinct 1",542,,,1,443,98
1433802000001,"Higgins Township, Precinct 1",187,,,0,144,43
1434440000001,"Lake Township, Precinct 1",193,,,0,164,29
1434984000001,"Lyon Township, Precinct 1",218,,,0,179,39
1435178000001,"Markey Township, Precinct 1",375,,,0,293,82
1435698000001,"Nester Township, Precinct 1",50,,,0,35,15
1436820000001,"Richfield Township, Precinct 1",441,,,1,337,103
1436956000001,"Roscommon Township, Precinct 1",238,,,0,182,56
1436956000002,"Roscommon Township, Precinct 2",226,,,0,178,48
