name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
"Columbus Township, Precinct 1",2,1,6,0
"Lakefield Township, Precinct 1",41,7,44,0
"McMillan Township, Precinct 1",87,7,87,0
"Pentland Township, Precinct 1",44,17,64,0
