id,name,total,over_votes,under_votes,Write-in,John Moolenaar
454222000001,"Kalamo Township, Precinct 1",46,,,0,46
457744000001,"Sunfield Township, Precinct 1",93,,,0,93
458198000001,"Vermontville Township, Precinct 1",6,,,0,6
