id,name,total,over_votes,under_votes,Write-in,John Moolenaar
454222000001,"Kalamo Township, Precinct 1",6,,,0,6
457744000001,"Sunfield Township, Precinct 1",7,,,0,7
458198000001,"Vermontville Township, Precinct 1",6,,,0,6
