id,name,total,over_votes,under_votes,Write-in,Jocelyn Benson,Christopher Robert Swanson
991432000001,"Center Line, Precinct 1",274,,,2,224,48
991432000002,"Center Line, Precinct 2",236,,,1,193,42
991432000003,"Center Line, Precinct 3",481,,,1,409,71
991432000004,"Center Line, Precinct 4",140,,,0,121,19
992429000001,"Eastpointe, Precinct 1",615,,,1,538,76
992429000002,"Eastpointe, Precinct 2",515,,,0,433,82
992429000003,"Eastpointe, Precinct 3",551,,,1,464,86
992429000004,"Eastpointe, Precinct 4",783,,,4,704,75
992429000005,"Eastpointe, Precinct 5",812,,,1,747,64
992429000006,"Eastpointe, Precinct 6",483,,,2,430,51
992429000007,"Eastpointe, Precinct 7",709,,,1,630,78
992429000008,"Eastpointe, Precinct 8",650,,,3,588,59
993042000001,"Fraser, Precinct 1",443,,,0,381,62
993042000002,"Fraser, Precinct 2",545,,,3,441,101
993042000003,"Fraser, Precinct 3",396,,,0,341,55
993042000004,"Fraser, Precinct 4",338,,,0,287,51
993042000005,"Fraser, Precinct 5",426,,,1,387,38
998245300002,Grosse Pointe Shores 2,12,,,0,10,2
995296000001,"Memphis, Precinct 1",54,,,0,36,18
995582000001,"Mount Clemens, Precinct 1",267,,,2,240,25
995582000002,"Mount Clemens, Precinct 2",354,,,1,280,73
995582000003,"Mount Clemens, Precinct 3",434,,,4,363,67
995582000004,"Mount Clemens, Precinct 4",245,,,3,207,35
995582000005,"Mount Clemens, Precinct 5",365,,,0,294,71
995582000006,"Mount Clemens, Precinct 6",459,,,0,396,63
995710000001,"New Baltimore, Precinct 1",215,,,0,182,33
995710000002,"New Baltimore, Precinct 2",172,,,5,142,25
995710000003,"New Baltimore, Precinct 3",414,,,2,335,77
995710000004,"New Baltimore, Precinct 4",347,,,0,292,55
995710000005,"New Baltimore, Precinct 5",327,,,0,260,67
996838000001,"Richmond, Precinct 1",295,,,0,258,37
996838000002,"Richmond, Precinct 2",290,,,0,230,60
996980000001,"Roseville, Precinct 1",362,,,2,308,52
996980000002,"Roseville, Precinct 2",475,,,1,395,79
996980000003,"Roseville, Precinct 3",368,,,0,332,36
996980000004,"Roseville, Precinct 4",564,,,0,487,77
996980000005,"Roseville, Precinct 5",405,,,1,364,40
996980000006,"Roseville, Precinct 6",426,,,4,374,48
996980000007,"Roseville, Precinct 7",493,,,2,411,80
996980000008,"Roseville, Precinct 8",453,,,2,375,76
996980000009,"Roseville, Precinct 9",474,,,1,422,51
996980000010,"Roseville, Precinct 10",213,,,2,167,44
996980000011,"Roseville, Precinct 11",473,,,3,389,81
996980000012,"Roseville, Precinct 12",536,,,3,449,84
997076000001,"St. Clair Shores, Precinct 1",838,,,2,730,106
997076000002,"St. Clair Shores, Precinct 2",702,,,0,590,112
997076000003,"St. Clair Shores, Precinct 3",908,,,4,791,113
997076000004,"St. Clair Shores, Precinct 4",609,,,2,536,71
997076000005,"St. Clair Shores, Precinct 5",530,,,3,437,90
997076000006,"St. Clair Shores, Precinct 6",741,,,1,619,121
997076000007,"St. Clair Shores, Precinct 7",889,,,3,760,126
997076000008,"St. Clair Shores, Precinct 8",1070,,,3,902,165
997076000009,"St. Clair Shores, Precinct 9",853,,,2,734,117
997076000010,"St. Clair Shores, Precinct 10",977,,,1,825,151
997076000011,"St. Clair Shores, Precinct 11",875,,,4,746,125
997076000012,"St. Clair Shores, Precinct 12",655,,,1,567,87
997646000001,"Sterling Heights, Precinct 1",330,,,5,266,59
997646000002,"Sterling Heights, Precinct 2",494,,,2,397,95
997646000003,"Sterling Heights, Precinct 3",432,,,1,361,70
997646000004,"Sterling Heights, Precinct 4",460,,,0,365,95
997646000005,"Sterling Heights, Precinct 5",364,,,0,291,73
997646000006,"Sterling Heights, Precinct 6",350,,,3,280,67
997646000007,"Sterling Heights, Precinct 7",319,,,2,261,56
997646000008,"Sterling Heights, Precinct 8",322,,,4,253,65
997646000009,"Sterling Heights, Precinct 9",386,,,1,318,67
997646000010,"Sterling Heights, Precinct 10",384,,,3,313,68
997646000011,"Sterling Heights, Precinct 11",469,,,0,404,65
997646000012,"Sterling Heights, Precinct 12",291,,,2,238,51
997646000013,"Sterling Heights, Precinct 13",370,,,2,301,67
997646000014,"Sterling Heights, Precinct 14",849,,,3,736,110
997646000015,"Sterling Heights, Precinct 15",362,,,0,292,70
997646000017,"Sterling Heights, Precinct 17",191,,,0,153,38
997646000018,"Sterling Heights, Precinct 18",278,,,0,245,33
997646000019,"Sterling Heights, Precinct 19",260,,,1,220,39
997646000020,"Sterling Heights, Precinct 20",305,,,0,282,23
997646000021,"Sterling Heights, Precinct 21",786,,,1,657,128
997646000022,"Sterling Heights, Precinct 22",365,,,1,303,61
997646000023,"Sterling Heights, Precinct 23",375,,,0,322,53
997646000025,"Sterling Heights, Precinct 25",184,,,2,150,32
997646000026,"Sterling Heights, Precinct 26",370,,,2,316,52
997646000027,"Sterling Heights, Precinct 27",321,,,2,269,50
997646000028,"Sterling Heights, Precinct 28",366,,,1,310,55
997646000029,"Sterling Heights, Precinct 29",400,,,0,333,67
997646000030,"Sterling Heights, Precinct 30",414,,,3,339,72
997646000031,"Sterling Heights, Precinct 31",403,,,1,344,58
997646000032,"Sterling Heights, Precinct 32",340,,,1,281,58
997646000033,"Sterling Heights, Precinct 33",220,,,2,192,26
997646000034,"Sterling Heights, Precinct 34",438,,,1,376,61
997646000035,"Sterling Heights, Precinct 35",445,,,5,377,63
997646000036,"Sterling Heights, Precinct 36",454,,,1,382,71
997646000037,"Sterling Heights, Precinct 37",293,,,1,239,53
997646000038,"Sterling Heights, Precinct 38",430,,,1,368,61
997646000039,"Sterling Heights, Precinct 39",374,,,0,322,52
997646000040,"Sterling Heights, Precinct 40",542,,,3,456,83
997646000042,"Sterling Heights, Precinct 42",580,,,1,516,63
997646000043,"Sterling Heights, Precinct 43",605,,,4,478,123
998154000001,"Utica, Precinct 1",617,,,3,508,106
998400001001,"Warren, Precinct 1",415,,,6,325,84
998400002002,"Warren, Precinct 2",359,,,3,291,65
998400002003,"Warren, Precinct 3",381,,,6,274,101
998400001004,"Warren, Precinct 4",408,,,5,341,62
998400001005,"Warren, Precinct 5",482,,,2,359,121
998400005006,"Warren, Precinct 6",202,,,1,166,35
998400005007,"Warren, Precinct 7",215,,,0,179,36
998400005008,"Warren, Precinct 8",229,,,0,203,26
998400003009,"Warren, Precinct 9",224,,,3,188,33
998400003010,"Warren, Precinct 10",4,,,0,4,0
998400005011,"Warren, Precinct 11",175,,,1,133,41
998400005012,"Warren, Precinct 12",80,,,0,67,13
998400003013,"Warren, Precinct 13",398,,,2,339,57
998400004014,"Warren, Precinct 14",201,,,1,174,26
998400004015,"Warren, Precinct 15",237,,,2,195,40
998400004016,"Warren, Precinct 16",216,,,0,187,29
998400005017,"Warren, Precinct 17",84,,,0,68,16
998400002018,"Warren, Precinct 18",411,,,6,334,71
998400002019,"Warren, Precinct 19",549,,,6,428,115
998400005020,"Warren, Precinct 20",409,,,1,351,57
998400005021,"Warren, Precinct 21",401,,,2,336,63
998400003022,"Warren, Precinct 22",185,,,0,163,22
998400004023,"Warren, Precinct 23",260,,,0,196,64
998400004024,"Warren, Precinct 24",155,,,0,131,24
998400004025,"Warren, Precinct 25",325,,,1,275,49
998400003026,"Warren, Precinct 26",333,,,3,292,38
998400003027,"Warren, Precinct 27",532,,,0,448,84
998400004028,"Warren, Precinct 28",476,,,3,430,43
998400003029,"Warren, Precinct 29",471,,,1,393,77
998400004030,"Warren, Precinct 30",450,,,3,394,53
998400001031,"Warren, Precinct 31",346,,,2,248,96
998400002032,"Warren, Precinct 32",545,,,1,436,108
998400002033,"Warren, Precinct 33",285,,,3,214,68
998400001034,"Warren, Precinct 34",374,,,2,316,56
998400001035,"Warren, Precinct 35",298,,,3,241,54
998400002036,"Warren, Precinct 36",490,,,6,387,97
998400005037,"Warren, Precinct 37",613,,,4,494,115
998400005038,"Warren, Precinct 38",441,,,3,373,65
998400005039,"Warren, Precinct 39",390,,,1,346,43
998400002040,"Warren, Precinct 40",494,,,1,403,90
